

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
   136     3:good     3:good       0.6 (low,low,4,more,small,high)
   137     3:good      2:acc   +   0.71 (low,med,4,4,med,med)
   138     3:good    4:vgood   +   1 (low,low,2,4,med,high)
     1    1:unacc    1:unacc       0.99 (high,med,2,2,med,low)
     2    1:unacc    1:unacc       0.99 (high,vhigh,5more,2,big,med)
     3    1:unacc      2:acc   +   0.573 (high,med,4,4,small,med)
     4    1:unacc    1:unacc       0.99 (high,low,2,more,small,low)
     5    1:unacc    1:unacc       0.99 (med,med,2,2,small,high)
     6    1:unacc    1:unacc       0.99 (high,med,2,2,small,high)
     7    1:unacc    1:unacc       0.99 (med,low,3,4,small,low)
     8    1:unacc    1:unacc       0.99 (vhigh,low,3,more,big,low)
     9    1:unacc    1:unacc       0.99 (high,low,3,2,big,med)
    10    1:unacc    1:unacc       0.99 (med,med,2,2,med,med)
    11    1:unacc    1:unacc       0.99 (low,vhigh,4,4,med,low)
    12    1:unacc    1:unacc       0.99 (high,vhigh,2,2,small,low)
    13    1:unacc    1:unacc       0.99 (low,high,5more,2,med,high)
    14    1:unacc    1:unacc       0.99 (med,vhigh,5more,4,big,low)
    15    1:unacc    1:unacc       0.99 (med,low,3,2,med,low)
    16    1:unacc    1:unacc       0.99 (low,vhigh,3,more,med,low)
    17    1:unacc    1:unacc       0.99 (low,high,4,2,med,low)
    18    1:unacc    1:unacc       0.99 (low,low,2,more,med,low)
    19    1:unacc      2:acc   +   0.573 (med,high,4,4,small,med)
    20    1:unacc    1:unacc       0.99 (low,high,2,2,big,low)
    21    1:unacc      2:acc   +   0.573 (high,low,3,4,med,med)
    22    1:unacc    1:unacc       0.99 (high,vhigh,2,2,small,high)
    23    1:unacc    1:unacc       0.99 (high,med,4,2,med,med)
    24    1:unacc    1:unacc       0.99 (high,high,5more,more,med,low)
    25    1:unacc    1:unacc       0.99 (vhigh,low,4,2,big,med)
    26    1:unacc    1:unacc       0.99 (high,med,5more,more,small,low)
    27    1:unacc    1:unacc       0.99 (low,low,2,2,med,low)
    28    1:unacc    1:unacc       0.99 (low,vhigh,5more,2,small,med)
    29    1:unacc      2:acc   +   0.683 (high,vhigh,2,more,big,high)
    30    1:unacc    1:unacc       0.99 (low,vhigh,4,2,small,med)
    31    1:unacc    1:unacc       0.99 (low,low,2,2,med,high)
    32    1:unacc    1:unacc       0.99 (low,med,3,2,med,low)
    33    1:unacc    1:unacc       0.99 (high,low,4,2,med,high)
    34    1:unacc    1:unacc       0.99 (low,vhigh,5more,more,small,low)
    35    1:unacc    1:unacc       0.99 (low,vhigh,3,4,small,low)
    36    1:unacc    1:unacc       0.99 (low,vhigh,5more,more,med,low)
    37    1:unacc    1:unacc       0.99 (high,high,2,2,big,high)
    38    1:unacc    1:unacc       0.99 (med,vhigh,4,more,small,low)
    39    1:unacc    1:unacc       0.99 (low,low,3,more,med,low)
    40    1:unacc    1:unacc       0.99 (med,med,2,4,med,low)
    41    1:unacc    1:unacc       0.99 (med,low,4,2,big,med)
    42    1:unacc      2:acc   +   0.573 (high,low,2,4,med,med)
    43    1:unacc    1:unacc       0.99 (low,med,5more,2,med,high)
    44    1:unacc    1:unacc       0.99 (high,low,5more,more,small,low)
    45    1:unacc    1:unacc       0.99 (med,low,2,2,big,med)
    46    1:unacc    1:unacc       0.99 (med,high,2,4,med,low)
    47    1:unacc    1:unacc       0.99 (high,vhigh,5more,2,small,med)
    48    1:unacc    1:unacc       0.99 (high,low,4,2,small,med)
    49    1:unacc    1:unacc       0.99 (high,vhigh,3,2,big,low)
    50    1:unacc    1:unacc       0.99 (high,high,2,more,small,low)
    51    1:unacc    1:unacc       0.99 (high,vhigh,3,more,big,low)
    52    1:unacc    1:unacc       0.99 (med,vhigh,4,2,big,high)
    53    1:unacc    1:unacc       0.99 (high,med,3,2,big,high)
    54    1:unacc    1:unacc       0.99 (vhigh,low,5more,more,med,low)
    55    1:unacc      2:acc   +   0.941 (high,vhigh,4,more,big,med)
    56    1:unacc      2:acc   +   0.573 (high,low,3,4,small,med)
    57    1:unacc    1:unacc       0.99 (low,med,3,more,big,low)
    58    1:unacc    1:unacc       0.99 (vhigh,low,5more,2,med,low)
    59    1:unacc    1:unacc       0.99 (high,low,3,2,med,med)
    60    1:unacc    1:unacc       0.99 (high,vhigh,5more,2,med,med)
    61    1:unacc      2:acc   +   0.684 (high,vhigh,4,more,med,med)
    62    1:unacc    1:unacc       0.99 (high,vhigh,4,4,big,low)
    63    1:unacc    1:unacc       0.99 (low,med,4,4,med,low)
    64    1:unacc    1:unacc       0.99 (high,vhigh,3,more,med,low)
    65    1:unacc    1:unacc       0.99 (high,med,4,4,small,low)
    66    1:unacc      2:acc   +   0.941 (high,vhigh,2,more,big,med)
    67    1:unacc    4:vgood   +   0.667 (med,low,5more,2,big,high)
    68    1:unacc    1:unacc       0.99 (high,vhigh,3,2,small,med)
    69    1:unacc    1:unacc       0.99 (med,high,4,4,big,low)
    70    1:unacc    1:unacc       0.99 (high,high,3,more,big,low)
    71    1:unacc    1:unacc       0.99 (vhigh,low,4,2,small,low)
    72    1:unacc    1:unacc       0.99 (med,vhigh,4,4,small,low)
    73    1:unacc      2:acc   +   0.573 (high,vhigh,4,4,med,med)
    74    1:unacc      2:acc   +   0.792 (high,vhigh,4,4,med,high)
    75    1:unacc    1:unacc       0.99 (med,low,5more,2,small,low)
    76    1:unacc     3:good   +   0.6 (med,low,2,more,small,med)
    77    1:unacc    1:unacc       0.99 (low,vhigh,5more,2,med,high)
    78    1:unacc      2:acc   +   0.573 (low,vhigh,3,4,small,med)
    79    1:unacc    1:unacc       0.99 (low,med,4,more,med,low)
    80    1:unacc    1:unacc       0.99 (med,low,2,more,med,low)
    81    1:unacc    1:unacc       0.99 (high,high,5more,2,big,high)
    82    1:unacc    1:unacc       0.99 (high,low,2,more,big,low)
    83    1:unacc    1:unacc       0.99 (vhigh,low,5more,2,big,med)
    84    1:unacc     3:good   +   0.727 (low,med,5more,2,big,med)
    85    1:unacc    1:unacc       0.99 (low,med,4,more,big,low)
    86    1:unacc    1:unacc       0.99 (vhigh,low,5more,more,small,med)
    87    1:unacc    1:unacc       0.99 (med,med,3,2,med,high)
    88    1:unacc    1:unacc       0.99 (high,low,3,2,small,med)
    89    1:unacc    1:unacc       0.99 (med,low,5more,4,med,low)
    90    1:unacc    1:unacc       0.99 (low,vhigh,4,2,big,low)
    91    1:unacc    1:unacc       0.99 (high,med,3,2,small,low)
    92    4:vgood    4:vgood       0.533 (low,low,3,more,med,high)
    93    4:vgood    4:vgood       0.667 (med,low,3,more,big,high)
    94    4:vgood    4:vgood       0.636 (low,med,5more,more,big,high)
    95    4:vgood      2:acc   +   0.683 (med,med,5more,more,med,high)
    96    4:vgood    4:vgood       0.667 (med,low,3,4,big,high)
    97    4:vgood     3:good   +   1 (low,low,5more,4,med,high)
    98      2:acc      2:acc       0.683 (high,low,5more,more,small,high)
    99      2:acc      2:acc       0.573 (med,vhigh,2,4,big,med)
   100      2:acc      2:acc       0.684 (med,med,3,more,med,med)
   101      2:acc     3:good   +   0.636 (low,low,5more,more,small,med)
   102      2:acc      2:acc       0.684 (low,med,2,more,med,med)
   103      2:acc     3:good   +   0.538 (high,low,2,4,big,med)
   104      2:acc      2:acc       0.573 (low,high,2,4,small,med)
   105      2:acc      2:acc       0.792 (high,med,2,4,med,high)
   106      2:acc      2:acc       0.941 (high,med,2,more,big,med)
   107      2:acc      2:acc       0.792 (low,vhigh,2,4,small,high)
   108      2:acc      2:acc       0.941 (med,high,3,more,big,med)
   109      2:acc      2:acc       0.573 (med,high,3,4,big,med)
   110      2:acc      2:acc       0.941 (high,med,3,more,big,med)
   111      2:acc      2:acc       0.792 (high,high,5more,4,small,high)
   112      2:acc    1:unacc   +   0.99 (low,high,5more,more,small,med)
   113      2:acc      2:acc       0.684 (high,med,4,more,med,med)
   114      2:acc      2:acc       0.792 (med,vhigh,3,4,small,high)
   115      2:acc      2:acc       0.792 (high,high,4,4,big,high)
   116      2:acc      2:acc       0.683 (high,med,3,more,small,high)
   117      2:acc      2:acc       0.792 (vhigh,low,4,4,big,high)
   118      2:acc      2:acc       0.684 (med,med,4,more,med,med)
   119      2:acc      2:acc       0.573 (med,med,2,4,big,med)
   120      2:acc      2:acc       0.792 (high,high,3,4,small,high)
   121      2:acc      2:acc       0.573 (med,vhigh,5more,4,med,med)
   122      2:acc      2:acc       0.683 (med,vhigh,5more,more,big,high)
   123      2:acc    1:unacc   +   0.99 (low,med,3,more,small,med)
   124      2:acc      2:acc       0.941 (low,vhigh,5more,more,big,med)
   125      2:acc      2:acc       0.573 (med,med,3,4,big,med)
   126      2:acc      2:acc       0.573 (high,low,5more,4,med,med)
   127      2:acc      2:acc       0.683 (vhigh,low,3,more,small,high)
   128      2:acc      2:acc       0.683 (high,high,3,more,big,high)
   129      2:acc      2:acc       0.573 (high,low,4,4,med,med)
   130      2:acc      2:acc       0.792 (med,vhigh,5more,4,med,high)
   131      2:acc      2:acc       0.573 (med,med,5more,4,small,med)
   132     3:good      2:acc   +   0.792 (med,low,5more,4,small,high)
   133     3:good     3:good       0.538 (med,low,5more,4,big,med)
   134     3:good     3:good       0.8 (low,med,2,4,small,high)
   135     3:good     3:good       0.6 (med,low,4,more,med,med)
   136     3:good     3:good       0.8 (low,med,2,4,med,high)
   137     3:good      2:acc   +   0.573 (low,low,4,4,med,med)
   138     3:good      2:acc   +   0.684 (low,med,5more,more,med,med)
     1    1:unacc    1:unacc       0.997 (med,high,5more,2,small,high)
     2    1:unacc    1:unacc       0.997 (med,vhigh,3,2,small,high)
     3    1:unacc    1:unacc       0.997 (high,vhigh,2,4,med,med)
     4    1:unacc    1:unacc       0.997 (high,high,2,4,med,med)
     5    1:unacc    1:unacc       0.997 (low,vhigh,5more,4,med,low)
     6    1:unacc    1:unacc       0.997 (high,med,4,2,big,low)
     7    1:unacc     3:good   +   0.7 (low,med,2,2,big,med)
     8    1:unacc    1:unacc       0.997 (low,vhigh,5more,more,big,low)
     9    1:unacc    1:unacc       0.997 (low,high,5more,2,med,med)
    10    1:unacc     3:good   +   1 (med,low,2,more,small,high)
    11    1:unacc    1:unacc       0.997 (med,high,5more,2,big,high)
    12    1:unacc    1:unacc       0.997 (high,vhigh,4,4,small,med)
    13    1:unacc    1:unacc       0.997 (med,med,2,2,small,low)
    14    1:unacc    1:unacc       0.997 (high,vhigh,5more,2,small,low)
    15    1:unacc      2:acc   +   0.842 (high,vhigh,2,4,small,high)
    16    1:unacc    1:unacc       0.997 (low,med,4,2,med,med)
    17    1:unacc    1:unacc       0.997 (vhigh,low,3,2,small,high)
    18    1:unacc    1:unacc       0.997 (high,vhigh,4,more,big,low)
    19    1:unacc    1:unacc       0.997 (high,low,3,2,small,low)
    20    1:unacc    1:unacc       0.997 (med,vhigh,2,more,small,med)
    21    1:unacc    1:unacc       0.997 (low,low,2,2,small,low)
    22    1:unacc    1:unacc       0.997 (high,low,4,4,med,low)
    23    1:unacc    1:unacc       0.997 (high,low,5more,4,big,low)
    24    1:unacc    1:unacc       0.997 (med,high,3,more,med,low)
    25    1:unacc    1:unacc       0.997 (high,vhigh,5more,4,big,low)
    26    1:unacc    1:unacc       0.997 (high,med,4,2,small,high)
    27    1:unacc    1:unacc       0.997 (vhigh,low,5more,4,small,low)
    28    1:unacc    1:unacc       0.997 (low,low,2,2,big,high)
    29    1:unacc    1:unacc       0.997 (low,vhigh,5more,2,small,high)
    30    1:unacc    1:unacc       0.997 (med,high,4,2,big,low)
    31    1:unacc    1:unacc       0.997 (low,vhigh,3,4,big,low)
    32    1:unacc    1:unacc       0.997 (high,high,4,2,small,low)
    33    1:unacc      2:acc   +   0.909 (high,vhigh,3,more,big,med)
    34    1:unacc    1:unacc       0.997 (high,vhigh,5more,more,med,low)
    35    1:unacc    1:unacc       0.997 (vhigh,low,5more,2,small,high)
    36    1:unacc    1:unacc       0.997 (high,low,5more,2,med,high)
    37    1:unacc    1:unacc       0.997 (high,low,2,2,med,high)
    38    1:unacc    1:unacc       0.997 (med,med,5more,4,big,low)
    39    1:unacc    1:unacc       0.997 (med,high,2,2,med,low)
    40    1:unacc    1:unacc       0.997 (high,vhigh,3,more,small,med)
    41    1:unacc    1:unacc       0.997 (high,high,2,more,small,med)
    42    1:unacc    1:unacc       0.997 (low,high,2,2,small,high)
    43    1:unacc    1:unacc       0.997 (med,vhigh,2,more,small,low)
    44    1:unacc    1:unacc       0.997 (high,med,2,2,big,low)
    45    1:unacc      2:acc   +   0.722 (high,vhigh,5more,more,big,high)
    46    1:unacc    1:unacc       0.997 (high,high,4,2,big,med)
    47    1:unacc    1:unacc       0.997 (med,vhigh,4,2,small,high)
    48    1:unacc    1:unacc       0.997 (med,high,4,more,big,low)
    49    1:unacc    1:unacc       0.997 (high,vhigh,4,4,med,low)
    50    1:unacc    1:unacc       0.997 (med,low,5more,2,big,med)
    51    1:unacc    1:unacc       0.997 (vhigh,low,4,4,small,low)
    52    1:unacc    1:unacc       0.997 (high,high,5more,2,small,high)
    53    1:unacc    1:unacc       0.997 (low,med,3,2,med,med)
    54    1:unacc    1:unacc       0.997 (med,high,5more,4,small,med)
    55    1:unacc    1:unacc       0.997 (high,vhigh,5more,4,med,low)
    56    1:unacc    1:unacc       0.997 (high,high,4,2,small,med)
    57    1:unacc    1:unacc       0.997 (med,vhigh,4,2,med,low)
    58    1:unacc    1:unacc       0.997 (high,low,5more,2,med,med)
    59    1:unacc    1:unacc       0.997 (low,med,4,2,big,low)
    60    1:unacc    1:unacc       0.997 (low,vhigh,3,2,small,med)
    61    1:unacc    1:unacc       0.997 (high,high,2,2,big,med)
    62    1:unacc    1:unacc       0.997 (med,med,4,4,big,low)
    63    1:unacc    1:unacc       0.997 (high,high,2,2,big,low)
    64    1:unacc    1:unacc       0.997 (high,high,3,2,small,high)
    65    1:unacc    1:unacc       0.997 (med,low,5more,more,small,low)
    66    1:unacc    1:unacc       0.997 (high,vhigh,5more,4,small,low)
    67    1:unacc    1:unacc       0.997 (high,med,5more,more,med,low)
    68    1:unacc    1:unacc       0.997 (low,high,3,more,small,low)
    69    1:unacc    1:unacc       0.997 (low,high,5more,4,small,low)
    70    1:unacc    1:unacc       0.997 (med,vhigh,4,2,big,low)
    71    1:unacc    1:unacc       0.997 (med,med,3,more,med,low)
    72    1:unacc      2:acc   +   0.707 (high,high,2,more,med,med)
    73    1:unacc    1:unacc       0.997 (high,high,3,4,med,low)
    74    1:unacc    1:unacc       0.997 (high,high,2,4,small,low)
    75    1:unacc    1:unacc       0.997 (low,high,3,2,big,med)
    76    1:unacc    1:unacc       0.997 (high,low,2,2,big,high)
    77    1:unacc    1:unacc       0.997 (high,vhigh,2,4,big,low)
    78    1:unacc    1:unacc       0.997 (high,vhigh,2,2,med,med)
    79    1:unacc    1:unacc       0.997 (low,low,3,2,small,high)
    80    1:unacc    1:unacc       0.997 (high,vhigh,5more,more,big,low)
    81    1:unacc    1:unacc       0.997 (low,med,3,2,small,med)
    82    1:unacc    1:unacc       0.997 (low,low,4,more,med,low)
    83    1:unacc    1:unacc       0.997 (high,med,3,2,small,med)
    84    1:unacc    1:unacc       0.997 (low,med,3,more,med,low)
    85    1:unacc    1:unacc       0.997 (high,med,2,2,big,high)
    86    1:unacc    1:unacc       0.997 (high,med,3,2,med,low)
    87    1:unacc    1:unacc       0.997 (high,med,2,2,big,med)
    88    1:unacc    1:unacc       0.997 (med,vhigh,2,2,big,low)
    89    1:unacc    1:unacc       0.997 (high,vhigh,2,2,med,high)
    90    1:unacc    1:unacc       0.997 (high,vhigh,4,2,big,med)
    91    4:vgood     3:good   +   1 (low,med,5more,4,med,high)
    92    4:vgood    4:vgood       0.714 (low,med,4,4,big,high)
    93    4:vgood      2:acc   +   0.842 (med,med,4,4,big,high)
    94    4:vgood      2:acc   +   0.842 (med,med,4,4,med,high)
    95    4:vgood    4:vgood       0.714 (low,low,5more,4,big,high)
    96    4:vgood      2:acc   +   0.842 (med,med,5more,4,med,high)
    97    4:vgood    4:vgood       0.533 (low,med,5more,more,med,high)
    98      2:acc      2:acc       0.909 (vhigh,low,4,more,big,med)
    99      2:acc      2:acc       0.909 (low,high,2,more,big,med)
   100      2:acc      2:acc       0.667 (low,med,3,4,med,med)
   101      2:acc      2:acc       0.722 (high,high,2,more,med,high)
   102      2:acc    4:vgood   +   0.7 (med,med,4,more,small,high)
   103      2:acc      2:acc       0.909 (med,med,5more,more,big,med)
   104      2:acc      2:acc       0.667 (low,high,3,4,small,med)
   105      2:acc      2:acc       0.909 (high,high,4,more,big,med)
   106      2:acc      2:acc       0.842 (high,low,3,4,big,high)
   107      2:acc      2:acc       0.722 (vhigh,low,2,more,big,high)
   108      2:acc      2:acc       0.8 (high,med,4,4,med,med)
   109      2:acc      2:acc       0.8 (vhigh,low,4,4,med,med)
   110      2:acc      2:acc       0.842 (med,med,4,4,small,high)
   111      2:acc      2:acc       0.722 (high,low,3,more,med,high)
   112      2:acc      2:acc       0.842 (high,low,3,4,small,high)
   113      2:acc      2:acc       0.909 (vhigh,low,3,more,big,med)
   114      2:acc      2:acc       0.842 (high,high,2,4,small,high)
   115      2:acc     3:good   +   0.636 (med,low,4,more,small,med)
   116      2:acc      2:acc       0.722 (high,high,5more,more,med,high)
   117      2:acc      2:acc       0.842 (high,med,4,4,med,high)
   118      2:acc      2:acc       0.842 (med,high,3,4,med,high)
   119      2:acc      2:acc       0.886 (med,med,4,4,big,med)
   120      2:acc      2:acc       0.722 (high,low,4,more,big,high)
   121      2:acc      2:acc       0.842 (high,low,5more,4,med,high)
   122      2:acc      2:acc       0.886 (med,vhigh,5more,4,big,med)
   123      2:acc      2:acc       0.722 (high,med,5more,more,med,high)
   124      2:acc      2:acc       0.842 (low,high,4,4,small,high)
   125      2:acc      2:acc       0.886 (low,high,5more,4,big,med)
   126      2:acc      2:acc       0.886 (med,vhigh,3,4,big,med)
   127      2:acc    1:unacc   +   0.997 (med,med,4,more,small,med)
   128      2:acc      2:acc       0.722 (med,high,3,more,med,high)
   129      2:acc      2:acc       0.909 (high,high,5more,more,big,med)
   130      2:acc      2:acc       0.707 (high,low,5more,more,med,med)
   131      2:acc    4:vgood   +   0.7 (med,med,5more,more,small,high)
   132     3:good     3:good       0.7 (low,med,3,more,big,med)
   133     3:good     3:good       1 (low,med,3,4,med,high)
   134     3:good     3:good       1 (low,low,2,more,big,med)
   135     3:good     3:good       0.667 (med,low,3,4,small,high)
   136     3:good     3:good       0.667 (med,low,2,4,med,high)
   137     3:good      2:acc   +   0.722 (low,med,3,more,small,high)
   138     3:good      2:acc   +   0.707 (low,low,3,more,med,med)
     1    1:unacc    1:unacc       0.996 (high,high,3,more,small,med)
     2    1:unacc    1:unacc       0.996 (high,low,3,4,med,low)
     3    1:unacc    1:unacc       0.996 (med,high,4,more,small,med)
     4    1:unacc    1:unacc       0.996 (med,low,4,2,med,med)
     5    1:unacc    1:unacc       0.996 (high,vhigh,4,2,med,high)
     6    1:unacc    1:unacc       0.996 (med,vhigh,5more,2,med,high)
     7    1:unacc    1:unacc       0.996 (low,med,3,2,small,low)
     8    1:unacc    1:unacc       0.996 (low,med,5more,more,small,low)
     9    1:unacc    1:unacc       0.996 (low,high,5more,2,big,low)
    10    1:unacc    1:unacc       0.996 (vhigh,low,4,more,big,low)
    11    1:unacc    1:unacc       0.996 (med,vhigh,3,more,small,low)
    12    1:unacc    1:unacc       0.996 (low,high,5more,4,med,low)
    13    1:unacc    1:unacc       0.996 (high,med,2,4,med,med)
    14    1:unacc    1:unacc       0.996 (med,high,5more,2,big,low)
    15    1:unacc    1:unacc       0.996 (med,med,2,2,big,low)
    16    1:unacc    1:unacc       0.996 (low,med,3,4,med,low)
    17    1:unacc    1:unacc       0.996 (med,low,4,4,med,low)
    18    1:unacc    1:unacc       0.996 (low,high,2,more,big,low)
    19    1:unacc    1:unacc       0.996 (med,med,3,2,med,low)
    20    1:unacc    1:unacc       0.996 (med,med,4,2,med,high)
    21    1:unacc    1:unacc       0.996 (low,vhigh,3,2,big,low)
    22    1:unacc    1:unacc       0.996 (low,vhigh,3,2,small,high)
    23    1:unacc    1:unacc       0.996 (high,vhigh,5more,more,small,med)
    24    1:unacc    1:unacc       0.996 (vhigh,low,4,4,big,low)
    25    1:unacc    1:unacc       0.996 (med,vhigh,2,2,big,med)
    26    1:unacc    1:unacc       0.996 (high,med,3,more,small,med)
    27    1:unacc    1:unacc       0.996 (high,high,3,2,big,low)
    28    1:unacc    1:unacc       0.996 (low,high,2,2,big,high)
    29    1:unacc    1:unacc       0.996 (med,vhigh,3,2,med,high)
    30    1:unacc      2:acc   +   0.714 (high,vhigh,5more,more,med,med)
    31    1:unacc    1:unacc       0.996 (med,high,4,2,small,high)
    32    1:unacc    1:unacc       0.996 (high,med,3,4,med,med)
    33    1:unacc    1:unacc       0.996 (low,low,2,2,big,low)
    34    1:unacc    1:unacc       0.996 (med,high,2,more,big,low)
    35    1:unacc    1:unacc       0.996 (high,low,5more,2,small,low)
    36    1:unacc    1:unacc       0.996 (low,vhigh,5more,2,small,low)
    37    1:unacc    1:unacc       0.996 (high,high,2,more,med,low)
    38    1:unacc    1:unacc       0.996 (high,med,5more,2,big,high)
    39    1:unacc    1:unacc       0.996 (med,vhigh,5more,2,small,low)
    40    1:unacc    1:unacc       0.996 (med,low,3,2,big,low)
    41    1:unacc    1:unacc       0.996 (low,vhigh,2,2,med,high)
    42    1:unacc    1:unacc       0.996 (high,high,4,4,big,low)
    43    1:unacc    1:unacc       0.996 (high,low,3,4,small,low)
    44    1:unacc    1:unacc       0.996 (low,high,5more,more,med,low)
    45    1:unacc    1:unacc       0.996 (high,med,3,more,big,low)
    46    1:unacc    1:unacc       0.996 (high,high,5more,more,small,low)
    47    1:unacc    1:unacc       0.996 (med,low,4,4,big,low)
    48    1:unacc    1:unacc       0.996 (low,low,5more,4,med,low)
    49    1:unacc    1:unacc       0.996 (low,vhigh,5more,2,big,med)
    50    1:unacc    1:unacc       0.996 (low,high,3,2,med,low)
    51    1:unacc    1:unacc       0.996 (low,high,3,2,small,med)
    52    1:unacc    1:unacc       0.996 (high,low,5more,4,small,med)
    53    1:unacc    1:unacc       0.996 (low,low,3,4,small,low)
    54    1:unacc    1:unacc       0.996 (high,med,3,4,small,low)
    55    1:unacc    1:unacc       0.996 (vhigh,low,5more,more,big,low)
    56    1:unacc      2:acc   +   0.692 (low,vhigh,4,4,small,med)
    57    1:unacc    1:unacc       0.996 (med,high,3,2,big,med)
    58    1:unacc      2:acc   +   0.6 (low,vhigh,3,more,small,med)
    59    1:unacc    1:unacc       0.996 (med,vhigh,3,2,big,low)
    60    1:unacc    1:unacc       0.996 (low,vhigh,5more,2,big,high)
    61    1:unacc    1:unacc       0.996 (high,med,2,4,small,low)
    62    1:unacc    1:unacc       0.996 (low,med,2,more,big,low)
    63    1:unacc    1:unacc       0.996 (high,high,2,2,small,med)
    64    1:unacc    1:unacc       0.996 (high,high,2,4,big,low)
    65    1:unacc    1:unacc       0.996 (low,med,3,2,big,med)
    66    1:unacc    1:unacc       0.996 (low,high,5more,2,big,med)
    67    1:unacc    1:unacc       0.996 (high,vhigh,3,4,small,low)
    68    1:unacc    1:unacc       0.996 (low,med,5more,2,med,med)
    69    1:unacc    1:unacc       0.996 (med,med,3,2,small,high)
    70    1:unacc    1:unacc       0.996 (med,vhigh,3,2,med,low)
    71    1:unacc    1:unacc       0.996 (high,med,3,4,med,low)
    72    1:unacc    1:unacc       0.996 (low,med,2,2,med,high)
    73    1:unacc    1:unacc       0.996 (low,high,3,4,big,low)
    74    1:unacc    1:unacc       0.996 (high,vhigh,3,4,med,high)
    75    1:unacc    1:unacc       0.996 (med,med,2,2,med,low)
    76    1:unacc    1:unacc       0.996 (high,high,2,2,med,med)
    77    1:unacc    1:unacc       0.996 (low,high,2,2,big,med)
    78    1:unacc    1:unacc       0.996 (high,vhigh,4,2,med,med)
    79    1:unacc    1:unacc       0.996 (med,vhigh,4,4,med,low)
    80    1:unacc    1:unacc       0.996 (low,high,5more,more,small,low)
    81    1:unacc    1:unacc       0.996 (med,low,4,more,big,low)
    82    1:unacc    1:unacc       0.996 (low,low,5more,2,med,high)
    83    1:unacc    1:unacc       0.996 (med,med,4,4,small,low)
    84    1:unacc    1:unacc       0.996 (high,high,3,2,big,high)
    85    1:unacc    1:unacc       0.996 (vhigh,low,3,2,big,low)
    86    1:unacc    1:unacc       0.996 (med,med,2,more,med,low)
    87    1:unacc    1:unacc       0.996 (low,high,4,2,small,low)
    88    1:unacc    1:unacc       0.996 (vhigh,low,3,2,med,high)
    89    1:unacc    1:unacc       0.996 (low,vhigh,4,4,small,low)
    90    1:unacc    1:unacc       0.996 (low,med,3,2,small,high)
    91    4:vgood      2:acc   +   0.731 (med,med,4,more,med,high)
    92    4:vgood     3:good   +   0.857 (med,low,4,4,med,high)
    93    4:vgood    4:vgood       0.636 (low,high,4,more,med,high)
    94    4:vgood    4:vgood       0.786 (low,high,4,4,big,high)
    95    4:vgood    4:vgood       0.636 (low,high,3,more,med,high)
    96    4:vgood    4:vgood       1 (med,low,4,4,big,high)
    97    4:vgood    4:vgood       0.786 (low,high,2,more,big,high)
    98      2:acc      2:acc       0.731 (med,vhigh,2,more,med,high)
    99      2:acc    4:vgood   +   0.786 (low,vhigh,5more,more,big,high)
   100      2:acc      2:acc       0.692 (low,med,2,4,med,med)
   101      2:acc      2:acc       1 (high,low,4,4,small,high)
   102      2:acc      2:acc       0.731 (vhigh,low,2,more,med,high)
   103      2:acc      2:acc       0.964 (high,high,5more,4,big,high)
   104      2:acc      2:acc       0.731 (high,high,4,more,big,high)
   105      2:acc      2:acc       0.833 (high,med,5more,4,med,med)
   106      2:acc      2:acc       0.692 (low,med,3,4,small,med)
   107      2:acc      2:acc       0.889 (med,med,2,more,big,med)
   108      2:acc      2:acc       1 (high,low,2,4,big,high)
   109      2:acc      2:acc       0.692 (low,low,5more,4,small,med)
   110      2:acc      2:acc       0.714 (vhigh,low,5more,more,med,med)
   111      2:acc      2:acc       0.731 (high,high,5more,more,small,high)
   112      2:acc      2:acc       0.714 (low,high,5more,more,med,med)
   113      2:acc      2:acc       0.889 (med,vhigh,2,more,big,med)
   114      2:acc      2:acc       0.731 (high,high,3,more,med,high)
   115      2:acc    4:vgood   +   0.636 (low,vhigh,4,more,med,high)
   116      2:acc      2:acc       0.889 (low,vhigh,2,more,big,med)
   117      2:acc      2:acc       1 (med,med,5more,4,med,med)
   118      2:acc      2:acc       0.692 (low,high,4,4,med,med)
   119      2:acc      2:acc       0.889 (med,vhigh,4,more,big,med)
   120      2:acc      2:acc       0.964 (med,high,3,4,small,high)
   121      2:acc    4:vgood   +   0.786 (low,vhigh,3,4,big,high)
   122      2:acc      2:acc       0.731 (high,high,4,more,small,high)
   123      2:acc      2:acc       0.892 (low,vhigh,2,4,big,med)
   124      2:acc    4:vgood   +   0.636 (low,vhigh,3,more,med,high)
   125      2:acc      2:acc       0.731 (high,low,5more,more,big,high)
   126      2:acc      2:acc       0.731 (vhigh,low,3,more,med,high)
   127      2:acc      2:acc       0.892 (high,high,3,4,big,med)
   128      2:acc      2:acc       0.964 (med,high,5more,4,big,high)
   129      2:acc      2:acc       0.714 (high,med,5more,more,med,med)
   130      2:acc      2:acc       0.714 (low,vhigh,3,more,med,med)
   131      2:acc      2:acc       1 (high,med,5more,4,big,high)
   132     3:good    4:vgood   +   0.636 (low,med,2,more,med,high)
   133     3:good     3:good       0.6 (low,low,4,more,big,med)
   134     3:good      2:acc   +   0.731 (low,low,3,more,small,high)
   135     3:good     3:good       1 (low,med,5more,more,big,med)
