

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    30        1:1        1:1       0.465 (23,3,3,1,1,0,2,4,0)
    31        1:1        3:3   +   0.565 (23,3,4,4,1,1,3,1,1)
    32        1:1        1:1       0.947 (30,4,2,0,1,0,3,3,0)
    33        1:1        3:3   +   0.55 (33,2,2,3,0,0,2,4,0)
    34        1:1        3:3   +   0.46 (34,2,3,7,1,0,3,3,0)
    35        2:2        2:2       0.589 (39,4,4,4,1,0,1,4,0)
    36        2:2        2:2       0.484 (23,4,4,1,0,1,1,4,0)
    37        2:2        2:2       0.575 (38,3,4,7,0,1,2,3,0)
    38        2:2        3:3   +   0.64 (30,2,3,5,1,1,3,1,1)
    39        2:2        1:1   +   0.763 (42,2,4,8,1,1,1,4,0)
    40        2:2        3:3   +   0.487 (31,4,4,3,0,0,4,4,0)
    41        2:2        2:2       0.723 (37,4,4,7,1,1,1,4,0)
    42        2:2        3:3   +   0.415 (26,3,3,2,1,1,1,3,0)
    43        2:2        3:3   +   0.549 (33,3,3,6,1,1,3,4,0)
    44        2:2        2:2       0.565 (36,4,4,3,0,1,1,3,0)
    45        2:2        2:2       0.512 (35,4,4,5,1,1,1,4,0)
    46        2:2        2:2       0.718 (41,4,4,4,1,1,1,4,0)
    47        2:2        3:3   +   0.742 (25,2,4,6,1,1,3,4,0)
    48        2:2        2:2       0.852 (44,4,4,6,0,1,1,3,0)
    49        2:2        1:1   +   0.452 (35,2,4,3,0,0,3,4,1)
    50        2:2        2:2       0.574 (42,4,4,8,0,1,1,4,0)
    51        2:2        3:3   +   0.604 (24,2,4,2,1,1,3,3,0)
    52        2:2        3:3   +   0.376 (34,3,4,2,0,1,2,3,0)
    53        2:2        3:3   +   0.732 (34,1,2,5,1,1,3,4,0)
    54        2:2        2:2       0.463 (38,4,4,6,1,1,3,3,0)
    55        2:2        2:2       0.619 (25,3,1,4,1,1,3,1,0)
    56        2:2        2:2       0.757 (41,4,4,7,1,1,2,4,0)
    57        2:2        2:2       0.564 (36,4,4,3,1,0,1,4,0)
    58        2:2        2:2       0.513 (47,4,4,8,1,1,1,4,0)
    59        2:2        3:3   +   0.464 (29,4,4,2,1,1,1,4,0)
    60        2:2        2:2       0.535 (37,4,4,4,1,1,1,4,0)
    61        2:2        1:1   +   0.535 (38,2,3,4,1,1,1,2,0)
    62        2:2        2:2       0.408 (45,3,3,6,0,1,2,4,0)
    63        2:2        2:2       0.486 (24,4,4,2,1,0,1,3,0)
    64        2:2        3:3   +   0.547 (35,3,4,3,1,1,2,2,0)
    65        2:2        3:3   +   0.598 (28,2,3,2,1,1,3,3,0)
    66        2:2        2:2       0.594 (39,4,4,4,0,1,1,4,0)
    67        2:2        2:2       0.597 (42,4,4,3,1,0,1,4,0)
    68        3:3        3:3       0.71 (21,2,2,1,1,1,3,2,0)
    69        3:3        3:3       0.562 (38,4,3,9,1,1,3,3,0)
    70        3:3        1:1   +   0.369 (22,3,4,1,0,0,1,4,0)
    71        3:3        1:1   +   0.792 (48,3,4,8,1,0,1,4,0)
    72        3:3        3:3       0.625 (26,2,3,2,1,1,2,3,0)
    73        3:3        2:2   +   0.538 (32,4,4,3,1,0,1,4,0)
    74        3:3        2:2   +   0.499 (32,4,4,3,1,1,1,4,0)
    75        3:3        3:3       0.689 (21,3,3,1,1,1,3,3,0)
    76        3:3        3:3       0.609 (33,3,3,3,1,1,3,3,0)
    77        3:3        3:3       0.484 (29,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.494 (28,4,4,2,1,1,1,4,0)
    79        3:3        3:3       0.644 (19,4,4,1,1,1,3,2,0)
    80        3:3        2:2   +   0.579 (34,4,4,2,1,1,1,4,0)
    81        3:3        3:3       0.665 (21,3,4,1,1,1,3,2,0)
    82        3:3        3:3       0.684 (28,2,4,4,1,1,3,4,0)
    83        3:3        3:3       0.382 (25,4,4,1,1,1,1,4,0)
    84        3:3        3:3       0.697 (30,2,2,6,1,1,3,1,0)
    85        3:3        2:2   +   0.581 (26,4,4,2,1,0,1,4,0)
    86        3:3        2:2   +   0.454 (24,4,4,1,1,1,1,3,0)
    87        3:3        3:3       0.548 (24,2,3,2,1,1,2,1,0)
    88        3:3        1:1   +   0.502 (46,2,3,6,0,0,3,4,0)
    89        3:3        2:2   +   0.599 (47,4,4,5,1,1,1,3,0)
    90        3:3        3:3       0.809 (22,3,3,3,1,1,3,3,0)
    91        3:3        3:3       0.719 (25,4,4,2,1,1,3,3,0)
    92        3:3        3:3       0.639 (26,3,3,3,1,1,3,3,0)
    93        3:3        3:3       0.525 (37,3,3,11,1,1,1,2,0)
    94        3:3        3:3       0.513 (26,4,4,2,1,0,3,3,0)
    95        3:3        3:3       0.79 (25,2,3,4,1,1,3,3,0)
    96        3:3        3:3       0.683 (30,2,2,4,1,1,2,4,0)
    97        3:3        3:3       0.668 (29,3,3,6,1,1,3,3,0)
    98        3:3        3:3       0.654 (30,3,4,4,1,1,3,3,0)
    99        3:3        3:3       0.774 (30,1,3,4,1,1,3,4,0)
   100        3:3        1:1   +   0.572 (19,3,3,1,1,1,2,1,0)
   101        3:3        3:3       0.644 (25,2,4,3,1,1,1,3,0)
   102        3:3        2:2   +   0.446 (24,4,4,2,1,1,1,4,0)
   103        3:3        3:3       0.46 (27,4,4,4,1,1,1,2,1)
   104        3:3        3:3       0.673 (24,4,3,3,1,1,3,3,0)
   105        3:3        3:3       0.521 (33,2,2,2,1,1,3,4,0)
   106        3:3        3:3       0.859 (21,3,4,3,1,1,3,1,0)
   107        3:3        1:1   +   1 (16,2,3,1,1,1,3,1,0)
   108        3:3        2:2   +   0.686 (35,4,4,4,0,0,1,4,0)
   109        3:3        3:3       0.608 (26,3,4,3,1,1,3,3,0)
   110        3:3        1:1   +   0.48 (24,3,3,1,1,1,3,2,0)
   111        3:3        2:2   +   0.527 (34,3,3,6,1,1,1,4,0)
   112        3:3        3:3       0.726 (37,2,3,5,1,1,4,2,0)
   113        3:3        3:3       0.637 (23,1,2,3,1,1,3,2,1)
   114        3:3        3:3       0.75 (29,3,3,3,1,1,2,1,0)
   115        3:3        2:2   +   0.615 (35,4,4,4,1,1,1,4,0)
   116        3:3        3:3       0.63 (26,3,4,3,1,1,3,2,0)
   117        3:3        3:3       0.441 (31,4,4,3,1,0,1,4,0)
   118        3:3        3:3       0.411 (30,3,4,2,1,1,1,2,0)
     1        1:1        1:1       0.442 (25,3,3,1,1,0,2,4,0)
     2        1:1        3:3   +   0.35 (23,4,4,1,1,0,2,4,0)
     3        1:1        3:3   +   0.563 (31,3,4,2,1,1,3,3,0)
     4        1:1        1:1       0.743 (47,2,2,4,1,1,3,1,0)
     5        1:1        3:3   +   0.743 (30,3,3,5,1,0,3,4,0)
     6        1:1        3:3   +   0.456 (35,2,2,6,1,0,3,1,1)
     7        1:1        3:3   +   0.677 (25,3,4,3,1,1,1,1,0)
     8        1:1        1:1       0.669 (28,2,3,1,1,1,3,1,0)
     9        1:1        2:2   +   0.639 (39,3,1,1,1,1,2,3,0)
    10        1:1        1:1       0.411 (28,4,4,1,0,1,2,4,0)
    11        1:1        3:3   +   0.763 (22,3,4,2,1,1,2,3,0)
    12        1:1        1:1       0.621 (18,3,4,1,1,1,3,1,0)
    13        1:1        3:3   +   0.518 (37,3,4,4,1,0,2,4,0)
    14        1:1        3:3   +   0.596 (36,4,3,3,1,0,3,2,0)
    15        1:1        2:2   +   0.364 (31,1,1,6,1,1,3,2,0)
    16        1:1        1:1       0.784 (39,2,3,10,1,1,3,4,0)
    17        1:1        1:1       0.949 (25,4,4,0,1,0,3,4,0)
    18        1:1        1:1       0.571 (25,1,4,2,1,0,3,3,1)
    19        1:1        1:1       0.869 (49,4,4,1,1,1,3,4,0)
    20        1:1        1:1       0.701 (46,1,2,8,1,1,3,3,1)
    21        1:1        3:3   +   0.471 (31,4,4,2,1,1,1,2,0)
    22        1:1        2:2   +   0.654 (42,4,4,3,1,0,1,4,0)
    23        1:1        3:3   +   0.644 (37,2,3,4,1,1,2,3,0)
    24        1:1        1:1       0.48 (20,3,4,1,1,1,3,2,0)
    25        1:1        1:1       0.999 (45,3,4,0,1,1,1,3,0)
    26        1:1        1:1       1 (49,2,3,0,1,1,1,2,0)
    27        1:1        3:3   +   0.65 (22,2,4,1,1,1,3,4,0)
    28        1:1        2:2   +   0.766 (42,3,3,8,1,1,4,3,0)
    29        1:1        3:3   +   0.89 (21,2,4,3,1,1,3,2,0)
    30        1:1        3:3   +   0.812 (34,2,2,9,1,0,2,3,0)
    31        1:1        1:1       0.79 (39,1,2,2,1,1,3,1,1)
    32        1:1        1:1       0.651 (42,2,4,2,1,1,3,4,0)
    33        1:1        3:3   +   0.609 (30,2,3,2,1,0,2,4,0)
    34        2:2        3:3   +   0.691 (33,2,3,5,1,0,2,1,0)
    35        2:2        2:2       0.708 (41,4,4,6,1,1,1,4,0)
    36        2:2        3:3   +   0.493 (28,3,4,3,1,1,1,4,0)
    37        2:2        2:2       0.426 (34,3,4,3,0,1,1,4,0)
    38        2:2        2:2       0.452 (34,4,4,2,0,0,3,2,0)
    39        2:2        2:2       0.536 (33,4,4,2,0,0,1,3,0)
    40        2:2        2:2       0.827 (44,4,4,4,1,1,1,4,0)
    41        2:2        2:2       0.688 (45,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.6 (40,4,4,6,1,1,1,3,0)
    43        2:2        1:1   +   0.478 (48,4,4,3,0,1,1,4,0)
    44        2:2        2:2       0.451 (43,4,4,6,1,1,1,4,0)
    45        2:2        1:1   +   0.603 (43,1,3,4,1,1,1,4,0)
    46        2:2        2:2       0.707 (41,4,4,8,1,1,1,4,0)
    47        2:2        2:2       0.406 (41,3,4,5,1,1,1,3,0)
    48        2:2        3:3   +   0.457 (26,2,4,2,1,1,1,4,0)
    49        2:2        2:2       0.468 (42,3,3,4,0,1,3,4,0)
    50        2:2        1:1   +   0.48 (45,3,3,8,1,1,2,3,0)
    51        2:2        3:3   +   0.661 (29,4,3,4,1,0,3,2,0)
    52        2:2        1:1   +   0.462 (42,2,4,5,0,1,2,3,0)
    53        2:2        3:3   +   0.715 (27,3,2,5,1,1,2,4,0)
    54        2:2        2:2       0.671 (47,4,4,4,1,0,1,4,0)
    55        2:2        2:2       0.621 (39,4,4,4,1,1,1,4,0)
    56        2:2        3:3   +   0.486 (26,2,4,2,1,1,1,3,0)
    57        2:2        2:2       0.528 (35,4,4,4,0,1,3,3,0)
    58        2:2        2:2       0.487 (35,4,4,3,0,0,3,4,0)
    59        2:2        3:3   +   0.454 (37,3,4,3,1,1,1,3,0)
    60        2:2        2:2       0.52 (33,4,4,3,1,1,1,4,0)
    61        2:2        3:3   +   0.467 (28,4,4,2,1,1,1,3,0)
    62        2:2        3:3   +   0.549 (34,2,3,2,1,1,3,3,0)
    63        2:2        3:3   +   0.495 (44,3,3,9,1,1,1,1,0)
    64        2:2        3:3   +   0.565 (32,3,3,6,1,0,3,3,0)
    65        2:2        1:1   +   0.781 (49,4,4,10,1,1,1,4,0)
    66        2:2        2:2       0.77 (44,4,4,3,1,1,1,4,0)
    67        2:2        2:2       0.703 (48,4,4,7,0,1,1,4,0)
    68        3:3        2:2   +   0.438 (24,4,4,1,1,1,1,3,0)
    69        3:3        3:3       0.669 (36,2,2,5,1,1,3,4,0)
    70        3:3        3:3       0.493 (19,4,4,1,1,1,1,3,0)
    71        3:3        3:3       0.799 (29,2,3,3,1,1,3,3,0)
    72        3:3        1:1   +   0.46 (41,1,4,5,1,0,2,4,0)
    73        3:3        3:3       0.571 (27,4,4,2,0,0,2,4,0)
    74        3:3        3:3       0.576 (32,3,4,4,1,1,3,2,0)
    75        3:3        3:3       0.659 (29,1,4,3,1,1,4,4,1)
    76        3:3        3:3       0.648 (35,2,3,6,1,0,3,2,0)
    77        3:3        2:2   +   1 (49,4,3,13,1,1,1,4,0)
    78        3:3        2:2   +   0.526 (32,4,4,3,0,1,1,4,0)
    79        3:3        3:3       0.636 (26,4,4,3,1,1,3,2,0)
    80        3:3        2:2   +   0.785 (44,4,4,8,1,1,2,4,0)
    81        3:3        3:3       0.719 (22,4,4,2,1,1,3,4,0)
    82        3:3        3:3       0.701 (36,3,4,9,1,1,3,4,0)
    83        3:3        3:3       0.786 (30,3,3,3,1,1,3,1,0)
    84        3:3        1:1   +   0.774 (45,1,3,3,1,1,3,2,0)
    85        3:3        1:1   +   0.455 (28,4,4,1,1,1,1,3,0)
    86        3:3        2:2   +   0.655 (35,4,4,6,1,1,1,4,0)
    87        3:3        2:2   +   0.422 (33,4,4,2,1,0,2,4,0)
    88        3:3        3:3       0.728 (21,4,4,2,1,1,2,3,0)
    89        3:3        2:2   +   0.551 (39,4,4,3,1,0,1,4,0)
    90        3:3        3:3       0.449 (34,4,4,2,1,1,3,3,0)
    91        3:3        1:1   +   0.523 (20,3,3,2,1,1,2,2,1)
    92        3:3        1:1   +   0.617 (27,2,4,1,1,1,1,4,0)
    93        3:3        2:2   +   0.554 (30,4,4,2,1,1,4,3,0)
    94        3:3        1:1   +   0.672 (48,4,4,16,1,1,1,4,0)
    95        3:3        1:1   +   0.567 (20,2,2,1,1,1,3,2,0)
    96        3:3        3:3       0.546 (21,3,2,1,1,1,3,1,1)
    97        3:3        2:2   +   0.709 (44,4,4,5,1,1,3,4,0)
    98        3:3        2:2   +   0.614 (47,4,3,4,1,1,1,3,0)
    99        3:3        2:2   +   0.845 (42,4,4,7,1,1,2,4,0)
   100        3:3        3:3       0.825 (17,2,2,1,1,1,3,2,0)
   101        3:3        3:3       0.52 (33,3,4,4,1,1,3,3,0)
   102        3:3        2:2   +   0.51 (47,4,4,5,1,1,3,2,0)
   103        3:3        3:3       0.493 (28,3,4,3,1,1,1,4,0)
   104        3:3        2:2   +   0.64 (36,4,4,4,1,1,1,4,0)
   105        3:3        2:2   +   0.526 (32,4,4,3,0,1,1,4,0)
   106        3:3        3:3       0.559 (26,4,4,2,1,1,3,3,0)
   107        3:3        3:3       0.631 (21,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.64 (19,4,4,2,1,1,1,4,0)
   109        3:3        2:2   +   0.592 (40,4,4,4,1,1,1,4,0)
   110        3:3        3:3       0.816 (25,2,3,5,1,1,2,3,0)
   111        3:3        3:3       0.682 (28,2,3,3,1,1,3,4,0)
   112        3:3        3:3       0.687 (36,1,3,6,1,1,3,2,0)
   113        3:3        2:2   +   0.528 (32,4,4,2,0,0,1,4,0)
   114        3:3        3:3       0.483 (33,3,4,6,1,1,3,2,0)
   115        3:3        3:3       0.701 (28,1,3,5,1,1,3,4,0)
   116        3:3        3:3       0.506 (37,2,4,5,1,1,1,4,0)
   117        3:3        2:2   +   0.52 (33,4,4,3,1,1,1,4,0)
   118        3:3        3:3       0.419 (33,4,4,2,1,1,2,4,0)
     1        1:1        1:1       0.994 (23,3,2,0,1,1,2,2,0)
     2        1:1        1:1       0.927 (26,4,4,0,1,1,3,4,0)
     3        1:1        1:1       0.558 (31,2,2,8,1,1,2,2,1)
     4        1:1        3:3   +   0.472 (36,3,3,2,1,0,2,4,0)
     5        1:1        1:1       0.62 (45,2,2,7,1,1,3,1,1)
     6        1:1        2:2   +   0.588 (48,4,4,4,0,1,1,4,0)
     7        1:1        1:1       0.641 (46,1,2,7,1,1,3,1,1)
     8        1:1        1:1       0.644 (25,2,3,1,1,0,2,1,0)
     9        1:1        1:1       0.602 (40,3,3,3,1,1,2,2,1)
    10        1:1        1:1       0.467 (24,2,2,2,1,1,3,1,1)
    11        1:1        1:1       0.625 (46,1,4,8,1,1,1,4,1)
    12        1:1        2:2   +   0.655 (30,1,1,7,1,1,2,3,0)
    13        1:1        3:3   +   0.735 (21,4,4,1,1,1,3,4,0)
    14        1:1        1:1       0.944 (20,3,4,0,1,1,3,3,0)
    15        1:1        3:3   +   0.718 (32,2,4,5,1,1,2,3,0)
    16        1:1        3:3   +   0.55 (41,1,3,3,1,0,2,4,0)
    17        1:1        3:3   +   0.674 (33,3,3,3,1,1,3,4,0)
    18        1:1        1:1       0.993 (28,3,4,0,1,0,1,3,0)
    19        1:1        3:3   +   0.515 (27,3,4,2,1,1,1,3,0)
    20        1:1        1:1       0.524 (32,3,4,1,0,1,2,4,0)
    21        1:1        3:3   +   0.645 (20,2,3,1,1,1,3,4,0)
    22        1:1        3:3   +   0.729 (20,3,4,2,1,1,3,3,0)
    23        1:1        3:3   +   0.391 (38,3,3,5,1,1,1,4,0)
    24        1:1        1:1       0.717 (28,3,4,1,0,1,2,2,0)
    25        1:1        3:3   +   0.576 (35,2,3,8,1,1,3,3,1)
    26        1:1        3:3   +   0.613 (24,3,4,2,1,1,2,4,0)
    27        1:1        3:3   +   0.642 (31,4,4,3,1,0,2,3,0)
    28        1:1        3:3   +   0.508 (25,4,4,1,1,1,3,4,0)
    29        1:1        3:3   +   0.706 (24,2,4,2,1,1,3,4,0)
    30        1:1        3:3   +   0.753 (24,2,3,2,1,1,3,1,0)
    31        1:1        1:1       0.502 (45,2,4,8,1,1,2,3,0)
    32        1:1        1:1       0.432 (33,1,1,5,1,1,3,1,1)
    33        1:1        3:3   +   0.87 (20,2,3,3,1,1,3,4,0)
    34        2:2        2:2       0.769 (44,4,4,5,1,0,1,4,0)
    35        2:2        3:3   +   0.636 (31,4,4,4,1,1,3,3,0)
    36        2:2        3:3   +   0.654 (32,3,3,4,1,0,3,3,0)
    37        2:2        3:3   +   0.741 (21,3,4,3,1,1,1,4,0)
    38        2:2        3:3   +   1 (43,2,4,13,1,1,2,3,0)
    39        2:2        3:3   +   0.424 (28,4,4,2,0,1,1,4,0)
    40        2:2        3:3   +   0.439 (30,4,4,1,0,1,2,4,0)
    41        2:2        3:3   +   0.481 (22,4,4,1,1,1,1,3,0)
    42        2:2        3:3   +   0.484 (36,3,3,5,1,0,1,3,0)
    43        2:2        2:2       0.433 (41,3,3,5,1,1,1,4,0)
    44        2:2        3:3   +   0.664 (29,4,4,2,1,1,3,4,0)
    45        2:2        3:3   +   0.65 (30,3,3,2,1,1,2,3,0)
    46        2:2        2:2       0.499 (40,4,4,5,1,1,1,3,0)
    47        2:2        2:2       0.487 (34,4,4,4,1,0,3,3,0)
    48        2:2        3:3   +   0.614 (27,4,4,3,1,1,1,3,0)
    49        2:2        2:2       0.515 (38,4,4,5,1,1,1,3,0)
    50        2:2        2:2       0.44 (41,4,4,3,1,0,2,3,0)
    51        2:2        2:2       0.814 (30,4,1,4,1,1,3,3,0)
    52        2:2        2:2       0.54 (41,4,4,5,0,1,2,4,0)
    53        2:2        3:3   +   0.523 (37,4,4,2,1,0,3,3,0)
    54        2:2        3:3   +   0.533 (31,4,4,3,1,1,1,4,0)
    55        2:2        2:2       0.545 (34,4,4,3,1,1,1,4,0)
    56        2:2        3:3   +   0.458 (45,2,2,9,1,1,3,3,0)
    57        2:2        2:2       0.527 (34,4,4,2,1,1,1,4,0)
    58        2:2        3:3   +   0.536 (32,3,4,5,1,1,1,2,0)
    59        2:2        2:2       0.423 (24,4,4,1,1,1,1,4,0)
    60        2:2        3:3   +   0.461 (30,4,4,2,0,0,1,4,0)
    61        2:2        1:1   +   0.419 (42,3,3,4,1,1,2,4,0)
    62        2:2        3:3   +   0.662 (33,4,3,5,1,1,2,4,0)
    63        2:2        2:2       0.482 (32,4,4,2,0,0,1,4,0)
    64        2:2        2:2       0.448 (37,4,4,4,0,0,2,4,0)
    65        2:2        2:2       0.479 (39,4,4,3,1,1,1,4,0)
    66        2:2        2:2       0.643 (35,4,4,5,0,0,1,4,0)
    67        2:2        3:3   +   0.554 (24,4,4,1,1,1,3,2,0)
    68        3:3        1:1   +   0.429 (41,1,2,6,1,1,3,3,0)
    69        3:3        3:3       0.436 (20,3,4,1,0,1,2,4,0)
    70        3:3        3:3       0.517 (33,4,4,4,1,1,2,3,0)
    71        3:3        2:2   +   0.436 (40,3,4,6,1,1,1,3,0)
    72        3:3        3:3       0.676 (35,1,2,5,1,1,3,3,0)
    73        3:3        3:3       0.556 (35,2,3,6,1,1,2,3,0)
    74        3:3        3:3       0.583 (22,4,4,1,0,1,3,1,0)
    75        3:3        3:3       0.829 (21,4,4,2,1,1,3,3,0)
    76        3:3        1:1   +   0.514 (25,1,2,2,1,1,2,1,0)
    77        3:3        3:3       0.533 (31,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.479 (35,4,4,2,1,1,2,4,0)
    79        3:3        1:1   +   0.526 (36,1,2,4,1,1,3,1,1)
    80        3:3        2:2   +   0.495 (34,4,4,6,1,1,2,2,0)
    81        3:3        3:3       0.502 (23,2,3,2,1,0,3,2,0)
    82        3:3        3:3       0.716 (27,2,4,4,1,1,2,1,0)
    83        3:3        3:3       0.656 (22,4,3,1,1,1,2,2,0)
    84        3:3        3:3       0.568 (31,2,3,7,1,1,3,3,0)
    85        3:3        3:3       0.398 (34,2,2,4,0,1,3,2,0)
    86        3:3        1:1   +   0.536 (40,2,2,4,0,0,2,4,0)
    87        3:3        3:3       0.659 (30,3,3,4,1,0,2,2,0)
    88        3:3        2:2   +   0.534 (43,4,4,5,0,1,1,4,0)
    89        3:3        2:2   +   0.418 (25,4,4,1,0,1,1,4,0)
    90        3:3        3:3       0.685 (22,3,4,2,1,1,2,4,0)
    91        3:3        3:3       0.648 (24,2,2,2,1,1,3,4,0)
    92        3:3        2:2   +   0.483 (31,1,1,3,1,1,4,2,1)
    93        3:3        3:3       0.503 (37,3,4,5,1,0,2,4,0)
    94        3:3        3:3       0.665 (22,3,4,2,0,1,3,4,0)
    95        3:3        3:3       0.849 (21,3,3,2,1,1,2,3,0)
    96        3:3        3:3       0.532 (41,4,3,5,1,0,3,4,0)
    97        3:3        2:2   +   0.65 (44,3,4,5,1,0,1,4,0)
    98        3:3        3:3       0.776 (29,2,3,4,1,1,3,2,0)
    99        3:3        3:3       0.771 (22,3,4,3,1,1,2,3,0)
   100        3:3        3:3       0.65 (25,4,4,2,1,1,2,3,0)
   101        3:3        3:3       0.656 (32,3,2,5,1,1,3,3,0)
   102        3:3        2:2   +   0.578 (36,4,4,4,1,1,1,3,0)
   103        3:3        1:1   +   0.669 (25,2,2,1,1,1,3,1,0)
   104        3:3        1:1   +   0.586 (35,2,2,6,1,0,2,2,1)
   105        3:3        3:3       0.675 (22,2,2,2,1,1,2,3,0)
   106        3:3        3:3       0.43 (28,4,4,1,1,1,3,2,0)
   107        3:3        3:3       0.657 (19,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.486 (33,2,3,7,1,0,3,1,0)
   109        3:3        1:1   +   0.616 (23,3,2,1,1,1,3,3,0)
   110        3:3        3:3       0.611 (32,2,2,8,1,1,2,1,0)
   111        3:3        1:1   +   0.411 (40,3,4,5,1,1,1,2,0)
   112        3:3        3:3       0.661 (25,3,4,3,1,1,2,4,0)
   113        3:3        3:3       0.459 (32,3,4,5,0,1,1,4,0)
   114        3:3        2:2   +   0.417 (31,4,4,2,0,1,1,4,0)
   115        3:3        2:2   +   0.45 (35,3,4,5,1,1,1,4,0)
   116        3:3        3:3       0.397 (27,4,4,1,1,1,1,4,0)
   117        3:3        2:2   +   0.402 (36,2,2,7,1,0,2,2,1)
   118        3:3        3:3       0.547 (39,4,3,4,1,1,3,4,0)
     1        1:1        2:2   +   0.572 (39,3,4,6,1,1,1,4,0)
     2        1:1        3:3   +   0.54 (32,1,2,4,1,1,3,2,1)
     3        1:1        2:2   +   0.61 (46,3,1,5,1,1,3,2,0)
     4        1:1        1:1       0.968 (34,4,3,0,0,0,3,3,0)
     5        1:1        3:3   +   0.477 (40,2,2,8,1,1,2,2,0)
     6        1:1        2:2   +   0.624 (42,4,4,3,1,1,1,4,0)
     7        1:1        1:1       0.904 (49,1,3,6,1,1,2,4,0)
     8        1:1        1:1       0.935 (48,1,1,8,1,0,2,2,1)
     9        1:1        3:3   +   0.511 (37,2,3,5,0,0,2,4,0)
    10        1:1        1:1       0.97 (27,3,4,0,1,1,3,3,0)
    11        1:1        1:1       0.694 (40,1,2,6,1,1,3,1,1)
    12        1:1        3:3   +   0.615 (29,3,4,4,1,1,1,4,0)
    13        1:1        1:1       0.98 (28,1,4,0,1,0,4,1,0)
    14        1:1        1:1       0.435 (45,1,3,7,1,0,1,3,0)
    15        1:1        1:1       0.967 (25,4,4,0,1,0,2,4,0)
    16        1:1        1:1       0.709 (45,2,3,6,1,1,3,2,1)
    17        1:1        3:3   +   0.521 (44,1,4,9,1,1,1,2,0)
    18        1:1        1:1       0.989 (28,3,4,0,1,0,3,4,0)
    19        1:1        3:3   +   0.51 (28,4,4,3,0,1,1,4,0)
    20        1:1        1:1       0.728 (27,2,2,1,1,0,3,2,1)
    21        1:1        3:3   +   0.676 (25,4,4,3,1,1,1,2,0)
    22        1:1        2:2   +   0.473 (41,3,4,3,0,1,2,4,0)
    23        1:1        1:1       0.529 (43,3,4,2,0,1,3,4,0)
    24        1:1        1:1       0.962 (33,4,4,0,1,0,3,3,0)
    25        1:1        2:2   +   0.63 (33,4,4,3,0,0,1,3,0)
    26        1:1        1:1       0.985 (48,1,1,1,1,0,3,3,1)
    27        1:1        1:1       0.495 (42,4,4,1,1,0,1,4,0)
    28        1:1        1:1       0.787 (47,1,4,6,1,1,1,4,0)
    29        1:1        1:1       0.498 (45,4,4,1,1,1,1,4,0)
    30        1:1        1:1       0.974 (23,4,4,0,1,0,1,4,0)
    31        1:1        1:1       0.41 (38,2,4,3,1,1,1,3,0)
    32        1:1        2:2   +   0.601 (39,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.545 (23,3,3,2,1,1,2,2,0)
    34        2:2        1:1   +   0.682 (30,2,4,1,1,0,3,4,0)
    35        2:2        3:3   +   0.655 (22,4,4,1,1,1,1,2,0)
    36        2:2        3:3   +   0.61 (27,4,4,3,1,1,1,4,0)
    37        2:2        2:2       0.625 (36,4,4,4,0,1,1,4,0)
    38        2:2        2:2       0.718 (42,4,4,4,0,0,2,4,0)
    39        2:2        1:1   +   0.576 (44,1,4,2,1,1,1,3,0)
    40        2:2        3:3   +   0.576 (29,3,4,2,1,1,1,4,0)
    41        2:2        3:3   +   0.381 (23,4,4,1,1,0,3,4,0)
    42        2:2        2:2       0.722 (41,4,4,4,0,0,2,4,0)
    43        2:2        1:1   +   0.408 (35,3,4,5,1,0,1,3,1)
    44        2:2        2:2       0.708 (38,4,4,4,0,0,1,2,0)
    45        2:2        3:3   +   0.535 (37,4,4,3,0,1,3,4,0)
    46        2:2        3:3   +   0.707 (30,2,4,3,1,1,3,4,0)
    47        2:2        2:2       0.632 (25,3,1,2,1,0,3,4,0)
    48        2:2        3:3   +   0.632 (36,3,2,6,1,1,3,2,0)
    49        2:2        3:3   +   0.49 (36,4,4,3,1,1,1,4,0)
    50        2:2        2:2       0.54 (35,4,4,5,1,0,1,3,0)
    51        2:2        3:3   +   0.682 (22,3,4,1,1,1,4,4,0)
    52        2:2        3:3   +   0.459 (34,3,3,6,1,1,3,4,0)
    53        2:2        3:3   +   0.669 (29,3,4,3,1,1,1,3,0)
    54        2:2        3:3   +   0.56 (29,4,4,2,1,0,1,3,0)
    55        2:2        1:1   +   0.595 (43,3,4,5,1,1,3,2,1)
    56        2:2        1:1   +   0.93 (47,1,1,10,1,1,3,3,0)
    57        2:2        3:3   +   0.678 (29,4,4,3,1,1,1,4,0)
    58        2:2        2:2       0.58 (35,4,4,4,1,1,1,4,0)
    59        2:2        2:2       0.494 (38,4,4,2,1,1,1,4,0)
    60        2:2        3:3   +   0.669 (29,3,4,3,1,1,1,3,0)
    61        2:2        3:3   +   0.534 (32,4,4,2,1,0,3,4,0)
