

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square)
    69 1:positive 1:positive       1 (x,o,b,x,b,b,x,b,o)
    70 1:positive 1:positive       0.75 (o,x,o,b,o,b,x,x,x)
    71 1:positive 1:positive       0.778 (b,x,x,b,x,o,x,o,o)
    72 1:positive 1:positive       0.75 (o,x,b,x,x,b,o,x,o)
    73 1:positive 1:positive       0.8 (b,b,x,b,x,b,x,o,o)
    74 1:positive 1:positive       0.917 (x,b,x,x,b,o,x,o,o)
    75 1:positive 1:positive       0.823 (o,o,b,x,x,x,x,o,b)
    76 1:positive 1:positive       0.647 (x,b,o,x,x,x,o,b,o)
    77 1:positive 1:positive       1 (o,x,b,o,x,b,b,x,b)
     1 2:negative 2:negative       0.692 (o,o,o,b,b,x,b,x,x)
     2 2:negative 2:negative       0.727 (x,o,b,x,o,b,b,o,x)
     3 2:negative 2:negative       0.714 (x,b,x,o,o,o,x,b,b)
     4 2:negative 2:negative       0.8 (o,x,x,x,o,o,x,b,o)
     5 2:negative 2:negative       0.75 (o,o,o,x,b,x,b,b,x)
     6 2:negative 2:negative       0.692 (b,o,b,x,o,x,b,o,x)
     7 2:negative 2:negative       0.733 (b,x,x,o,o,o,b,b,x)
     8 2:negative 2:negative       0.842 (o,x,x,o,o,x,b,x,o)
     9 2:negative 2:negative       0.765 (b,x,x,o,o,o,o,x,x)
    10 2:negative 2:negative       0.733 (b,x,o,b,x,o,x,b,o)
    11 2:negative 2:negative       0.769 (o,o,o,x,b,x,o,x,x)
    12 2:negative 2:negative       0.769 (x,x,o,o,x,o,x,b,o)
    13 2:negative 2:negative       0.727 (x,o,b,x,o,x,o,o,x)
    14 2:negative 2:negative       0.818 (x,o,x,o,o,o,b,x,x)
    15 2:negative 2:negative       0.714 (b,o,x,b,o,x,x,o,b)
    16 2:negative 2:negative       0.75 (o,o,o,x,x,b,b,x,b)
    17 2:negative 2:negative       0.923 (x,o,x,x,o,x,o,o,b)
    18 2:negative 2:negative       1 (o,x,x,o,b,b,o,x,b)
    19 2:negative 2:negative       0.579 (b,o,x,b,o,b,x,o,x)
    20 2:negative 2:negative       0.889 (x,o,x,x,o,o,b,o,x)
    21 2:negative 2:negative       0.733 (x,b,x,o,o,o,x,x,o)
    22 2:negative 2:negative       0.769 (o,o,o,b,b,x,x,b,x)
    23 2:negative 2:negative       0.632 (o,b,x,o,x,b,o,b,x)
    24 2:negative 2:negative       1 (b,x,x,x,b,b,o,o,o)
    25 2:negative 2:negative       0.846 (x,x,o,x,x,o,b,o,o)
    26 2:negative 2:negative       1 (x,o,x,b,o,x,b,o,b)
    27 2:negative 2:negative       1 (x,b,o,x,b,o,b,x,o)
    28 2:negative 2:negative       0.733 (b,x,b,x,x,b,o,o,o)
    29 2:negative 2:negative       0.75 (x,o,x,o,o,o,x,b,x)
    30 2:negative 2:negative       0.889 (x,o,o,x,o,x,b,o,x)
    31 2:negative 1:positive   +   0.5 (o,x,o,o,x,x,x,o,x)
    32 2:negative 2:negative       0.818 (x,o,x,o,o,x,x,x,o)
    33 2:negative 2:negative       0.857 (b,x,b,o,o,o,x,x,b)
    34 1:positive 1:positive       0.823 (b,x,b,o,x,o,b,x,b)
    35 1:positive 1:positive       0.857 (b,x,x,o,x,o,b,x,o)
    36 1:positive 1:positive       0.8 (o,x,x,o,x,o,b,x,b)
    37 1:positive 1:positive       0.941 (o,x,b,o,x,o,x,x,b)
    38 1:positive 1:positive       1 (b,b,b,x,x,x,o,b,o)
    39 1:positive 1:positive       0.789 (x,b,b,o,x,o,b,b,x)
    40 1:positive 1:positive       0.684 (o,b,o,x,o,b,x,x,x)
    41 1:positive 1:positive       0.687 (x,b,x,x,o,b,x,o,o)
    42 1:positive 1:positive       0.783 (b,b,x,x,x,o,x,o,o)
    43 1:positive 1:positive       0.9 (o,o,x,b,x,x,b,o,x)
    44 1:positive 1:positive       0.7 (o,b,o,b,o,x,x,x,x)
    45 1:positive 1:positive       0.8 (x,o,b,o,x,b,o,x,x)
    46 1:positive 1:positive       1 (b,o,o,b,b,b,x,x,x)
    47 1:positive 1:positive       0.76 (o,b,x,o,x,x,x,b,o)
    48 1:positive 1:positive       0.933 (x,b,o,x,x,x,b,o,o)
    49 1:positive 1:positive       0.9 (o,b,b,x,x,x,o,o,x)
    50 1:positive 1:positive       0.684 (o,o,b,x,o,b,x,x,x)
    51 1:positive 1:positive       0.8 (b,o,x,b,o,x,o,x,x)
    52 1:positive 1:positive       0.917 (x,b,x,x,o,o,x,o,b)
    53 1:positive 1:positive       0.889 (b,o,x,b,x,x,o,o,x)
    54 1:positive 1:positive       1 (o,b,o,x,x,x,x,o,b)
    55 1:positive 1:positive       0.895 (o,o,x,x,x,x,o,b,b)
    56 1:positive 1:positive       0.75 (b,x,o,b,x,x,o,x,o)
    57 1:positive 1:positive       1 (b,o,o,x,x,x,b,b,b)
    58 1:positive 1:positive       1 (b,o,x,o,b,x,o,x,x)
    59 1:positive 1:positive       1 (b,o,b,o,b,b,x,x,x)
    60 1:positive 1:positive       1 (x,b,o,o,x,b,b,b,x)
    61 1:positive 1:positive       0.706 (o,o,x,x,o,x,b,b,x)
    62 1:positive 1:positive       0.8 (o,b,b,b,o,b,x,x,x)
    63 1:positive 1:positive       0.923 (x,o,b,x,o,o,x,b,x)
    64 1:positive 1:positive       0.667 (o,x,x,o,o,x,x,o,x)
    65 1:positive 1:positive       0.862 (o,o,x,x,x,x,x,o,o)
    66 1:positive 1:positive       0.812 (o,o,b,x,x,x,o,x,b)
    67 1:positive 1:positive       1 (b,o,x,b,o,x,b,b,x)
    68 1:positive 1:positive       0.714 (o,b,o,x,x,x,o,b,x)
    69 1:positive 1:positive       0.857 (b,x,x,o,x,b,o,x,o)
    70 1:positive 1:positive       0.889 (b,x,o,o,b,o,x,x,x)
    71 1:positive 1:positive       0.667 (x,b,o,x,o,x,x,b,o)
    72 1:positive 1:positive       0.667 (x,b,o,o,x,x,o,b,x)
    73 1:positive 1:positive       0.864 (b,b,x,o,x,o,x,b,b)
    74 1:positive 1:positive       0.882 (o,x,b,o,x,x,b,x,o)
    75 1:positive 1:positive       0.789 (o,o,x,b,o,x,x,b,x)
    76 1:positive 1:positive       1 (b,x,o,o,x,b,x,x,o)
    77 1:positive 1:positive       1 (b,b,b,o,o,b,x,x,x)
     1 2:negative 2:negative       0.818 (x,o,x,x,o,o,o,x,x)
     2 2:negative 2:negative       0.647 (b,x,o,x,x,o,x,o,o)
     3 2:negative 2:negative       0.928 (x,o,o,x,o,x,o,x,b)
     4 2:negative 2:negative       0.812 (o,x,x,b,o,b,x,b,o)
     5 2:negative 2:negative       0.684 (x,b,o,x,o,x,o,b,b)
     6 2:negative 2:negative       1 (o,o,o,x,o,x,x,x,b)
     7 2:negative 2:negative       1 (o,x,b,x,o,b,x,b,o)
     8 2:negative 2:negative       0.8 (o,x,x,b,o,x,o,x,o)
     9 2:negative 2:negative       0.667 (o,x,x,b,x,x,o,o,o)
    10 2:negative 2:negative       0.8 (b,o,b,x,o,b,x,o,x)
    11 2:negative 2:negative       1 (o,o,o,b,b,x,x,x,b)
    12 2:negative 2:negative       1 (o,o,o,x,b,b,x,x,b)
    13 2:negative 2:negative       1 (o,b,x,x,o,b,b,x,o)
    14 2:negative 2:negative       0.917 (x,x,b,o,o,o,x,b,b)
    15 2:negative 2:negative       0.733 (o,o,o,b,x,x,x,b,b)
    16 2:negative 2:negative       0.667 (o,o,b,x,o,x,x,x,o)
    17 2:negative 2:negative       0.714 (o,x,x,o,x,o,o,b,x)
    18 2:negative 2:negative       0.812 (x,x,o,x,x,o,o,b,o)
    19 2:negative 2:negative       1 (x,x,o,x,o,o,b,x,o)
    20 2:negative 2:negative       0.823 (x,x,o,x,o,x,o,o,b)
    21 2:negative 2:negative       0.733 (o,o,o,o,x,x,b,x,x)
    22 2:negative 2:negative       0.75 (o,x,b,x,o,x,x,o,o)
    23 2:negative 2:negative       0.722 (o,x,b,o,o,x,x,x,o)
    24 2:negative 2:negative       0.789 (x,b,x,x,o,x,o,o,o)
    25 2:negative 2:negative       0.909 (x,x,b,o,o,o,b,b,x)
    26 2:negative 2:negative       0.846 (x,b,x,b,b,x,o,o,o)
    27 2:negative 2:negative       0.786 (o,x,x,o,x,b,o,b,b)
    28 2:negative 2:negative       0.786 (b,x,b,o,o,o,b,x,x)
    29 2:negative 2:negative       0.7 (x,o,x,x,x,o,o,x,o)
    30 2:negative 2:negative       0.647 (o,x,b,x,o,o,x,x,o)
    31 2:negative 2:negative       0.65 (o,x,x,b,o,o,x,x,o)
    32 2:negative 2:negative       0.928 (x,o,x,b,o,x,x,o,o)
    33 2:negative 2:negative       1 (o,x,b,o,b,x,o,b,x)
    34 1:positive 1:positive       1 (x,o,b,x,b,o,x,o,x)
    35 1:positive 1:positive       1 (b,o,x,o,b,x,b,b,x)
    36 1:positive 1:positive       0.842 (x,b,b,x,o,b,x,b,o)
    37 1:positive 1:positive       0.889 (b,o,b,x,x,x,x,o,o)
    38 1:positive 1:positive       0.667 (x,o,b,x,x,b,o,o,x)
    39 1:positive 1:positive       0.823 (x,b,o,o,o,b,x,x,x)
    40 1:positive 1:positive       0.762 (o,b,o,x,x,x,o,x,b)
    41 1:positive 1:positive       0.867 (b,o,o,x,x,x,x,o,b)
    42 1:positive 1:positive       0.8 (b,x,b,x,x,o,o,x,o)
    43 1:positive 1:positive       0.889 (o,x,o,o,x,b,x,x,b)
    44 1:positive 1:positive       0.875 (b,x,x,o,x,b,x,o,o)
    45 1:positive 1:positive       0.706 (x,b,o,o,x,b,o,x,x)
    46 1:positive 1:positive       1 (o,b,x,b,x,b,x,o,b)
    47 1:positive 1:positive       1 (b,b,x,o,x,b,x,o,b)
    48 1:positive 1:positive       0.823 (o,o,x,b,b,x,o,x,x)
    49 1:positive 1:positive       1 (b,o,x,o,x,x,b,o,x)
    50 1:positive 1:positive       0.826 (o,x,o,b,x,b,b,x,b)
    51 1:positive 1:positive       0.579 (o,x,o,x,x,x,o,o,x)
    52 1:positive 1:positive       0.937 (b,o,b,x,o,o,x,x,x)
    53 1:positive 1:positive       0.857 (b,b,x,b,b,x,o,o,x)
    54 1:positive 1:positive       0.818 (b,o,o,x,b,o,x,x,x)
    55 1:positive 1:positive       0.941 (o,x,b,o,x,o,b,x,x)
    56 1:positive 1:positive       0.9 (b,o,x,o,o,b,x,x,x)
    57 1:positive 1:positive       0.812 (o,b,o,x,b,o,x,x,x)
    58 1:positive 1:positive       0.789 (b,x,b,b,x,b,o,x,o)
    59 1:positive 1:positive       1 (x,b,b,b,x,o,b,o,x)
    60 1:positive 1:positive       1 (o,b,o,x,x,x,b,o,x)
    61 1:positive 1:positive       0.857 (b,b,x,o,x,o,x,o,x)
    62 1:positive 1:positive       0.833 (b,b,x,o,x,x,x,o,o)
    63 1:positive 1:positive       0.913 (o,o,x,x,x,x,o,o,x)
    64 1:positive 1:positive       0.737 (x,b,x,o,x,o,x,b,o)
    65 1:positive 1:positive       0.706 (x,b,o,x,x,b,o,o,x)
    66 1:positive 1:positive       1 (b,x,b,b,x,o,o,x,b)
    67 1:positive 1:positive       0.812 (x,b,b,x,x,o,o,o,x)
    68 1:positive 1:positive       0.842 (o,x,x,o,x,b,x,b,o)
    69 1:positive 1:positive       0.895 (o,o,x,o,b,x,x,b,x)
    70 1:positive 1:positive       1 (o,b,b,x,x,x,b,o,b)
    71 1:positive 1:positive       1 (x,b,b,o,x,b,b,o,x)
    72 1:positive 1:positive       1 (o,b,x,x,x,o,x,o,b)
    73 1:positive 1:positive       0.809 (b,b,o,b,b,o,x,x,x)
    74 1:positive 1:positive       0.947 (o,b,x,b,x,x,o,o,x)
    75 1:positive 1:positive       0.706 (x,b,x,o,o,x,o,b,x)
    76 1:positive 1:positive       0.667 (o,x,o,o,x,x,x,x,o)
     1 2:negative 2:negative       1 (b,o,x,x,o,b,b,o,x)
     2 2:negative 2:negative       0.765 (o,x,b,b,o,x,b,x,o)
     3 2:negative 2:negative       0.857 (o,x,x,o,b,o,o,x,x)
     4 2:negative 2:negative       0.833 (o,x,x,x,o,o,b,x,o)
     5 2:negative 2:negative       0.857 (x,b,o,x,x,o,o,x,o)
     6 2:negative 2:negative       0.842 (x,x,o,x,o,x,o,b,o)
     7 2:negative 2:negative       0.75 (x,b,b,o,o,o,x,x,b)
     8 2:negative 2:negative       0.823 (b,x,o,x,o,x,o,b,b)
     9 2:negative 2:negative       1 (x,o,b,b,o,x,x,o,b)
    10 2:negative 2:negative       0.727 (o,x,o,b,o,x,x,x,o)
    11 2:negative 2:negative       0.937 (x,x,o,o,o,x,o,x,b)
    12 2:negative 2:negative       0.647 (x,b,b,x,x,b,o,o,o)
    13 2:negative 2:negative       0.733 (x,o,x,b,o,o,x,o,x)
    14 2:negative 2:negative       0.85 (o,x,x,x,o,b,o,x,o)
    15 2:negative 2:negative       1 (x,x,b,b,b,x,o,o,o)
    16 2:negative 2:negative       0.714 (x,b,b,x,b,x,o,o,o)
    17 2:negative 2:negative       0.928 (x,x,o,x,o,o,o,b,x)
    18 2:negative 2:negative       0.619 (b,x,o,b,o,b,o,x,x)
    19 2:negative 2:negative       0.533 (o,x,o,x,x,o,x,o,x)
    20 2:negative 2:negative       1 (o,o,o,x,b,b,b,x,x)
    21 2:negative 2:negative       0.765 (x,x,o,o,o,b,o,x,x)
    22 2:negative 2:negative       0.786 (b,o,b,x,o,x,x,o,b)
    23 2:negative 2:negative       1 (o,o,o,x,b,x,b,x,b)
    24 2:negative 2:negative       1 (x,x,o,x,b,o,o,x,o)
    25 2:negative 2:negative       0.706 (o,x,x,o,o,o,x,x,b)
    26 2:negative 2:negative       0.857 (x,o,x,x,o,x,o,x,o)
    27 2:negative 2:negative       0.647 (o,o,x,o,x,x,o,x,b)
    28 2:negative 2:negative       0.619 (o,x,b,b,o,b,x,x,o)
    29 2:negative 2:negative       0.833 (x,x,b,o,x,x,o,o,o)
    30 2:negative 2:negative       0.737 (x,b,o,b,o,x,o,b,x)
    31 2:negative 2:negative       0.786 (x,o,b,b,o,x,b,o,x)
    32 2:negative 2:negative       1 (x,x,o,b,o,b,o,b,x)
    33 2:negative 2:negative       0.6 (b,x,x,b,x,b,o,o,o)
    34 1:positive 1:positive       1 (x,o,b,b,x,o,o,x,x)
    35 1:positive 1:positive       0.769 (x,o,b,x,o,b,x,x,o)
    36 1:positive 1:positive       1 (x,o,b,x,x,o,o,b,x)
    37 1:positive 1:positive       0.714 (o,b,x,b,o,x,o,x,x)
    38 1:positive 1:positive       0.889 (b,o,x,x,x,x,o,o,b)
    39 1:positive 1:positive       0.783 (o,b,x,o,o,b,x,x,x)
    40 1:positive 1:positive       0.636 (o,o,x,x,x,o,x,x,o)
    41 1:positive 1:positive       0.773 (o,b,b,x,x,x,o,x,o)
    42 1:positive 1:positive       0.833 (x,b,o,b,x,b,o,b,x)
    43 1:positive 1:positive       0.895 (b,o,x,o,x,b,x,o,x)
    44 1:positive 1:positive       0.875 (o,x,o,o,x,b,b,x,x)
    45 1:positive 1:positive       1 (x,o,b,x,b,o,x,b,b)
    46 1:positive 1:positive       0.85 (b,b,o,x,x,x,o,o,x)
    47 1:positive 1:positive       0.714 (x,b,o,x,x,o,o,b,x)
    48 1:positive 1:positive       0.895 (o,b,x,x,b,x,o,o,x)
    49 1:positive 1:positive       0.773 (b,b,x,o,x,o,x,x,o)
    50 1:positive 1:positive       0.714 (x,b,o,b,x,o,o,x,x)
    51 1:positive 1:positive       1 (o,o,x,b,b,o,x,x,x)
    52 1:positive 1:positive       0.762 (o,o,x,b,x,b,x,o,x)
    53 1:positive 1:positive       0.833 (b,o,x,b,x,o,x,x,o)
    54 1:positive 1:positive       0.773 (o,b,x,x,x,b,x,o,o)
    55 1:positive 1:positive       0.714 (x,b,o,b,x,o,b,b,x)
    56 1:positive 1:positive       0.9 (x,o,b,x,x,b,x,o,o)
    57 1:positive 1:positive       0.826 (b,b,x,o,o,x,b,b,x)
    58 1:positive 1:positive       0.88 (o,o,x,o,x,o,x,x,x)
    59 1:positive 1:positive       0.875 (x,b,b,x,x,o,x,o,o)
    60 1:positive 1:positive       0.739 (o,b,x,x,x,o,x,b,o)
    61 1:positive 1:positive       1 (o,o,b,x,b,o,x,x,x)
    62 1:positive 1:positive       0.842 (b,o,b,x,x,x,b,o,b)
    63 1:positive 1:positive       0.773 (o,b,x,b,x,x,x,o,o)
    64 1:positive 1:positive       1 (o,o,b,b,b,b,x,x,x)
    65 1:positive 1:positive       0.667 (o,x,x,o,x,x,x,o,o)
    66 1:positive 1:positive       1 (b,o,x,b,b,x,b,o,x)
    67 1:positive 1:positive       0.833 (b,o,x,x,o,x,o,b,x)
    68 1:positive 1:positive       0.954 (o,x,o,o,x,o,x,x,x)
    69 1:positive 1:positive       1 (b,o,x,o,b,x,x,o,x)
    70 1:positive 1:positive       0.812 (b,o,o,x,x,x,b,x,o)
    71 1:positive 1:positive       0.75 (b,x,o,x,x,b,o,x,o)
    72 1:positive 1:positive       0.75 (o,o,x,x,x,b,x,o,b)
    73 1:positive 1:positive       0.857 (b,b,o,x,x,x,o,b,b)
    74 1:positive 1:positive       0.823 (x,b,o,o,b,o,x,x,x)
    75 1:positive 1:positive       0.842 (o,b,x,b,o,x,x,o,x)
    76 1:positive 1:positive       0.857 (b,x,x,o,b,x,o,o,x)
     1 2:negative 2:negative       0.737 (o,x,x,b,o,x,x,o,o)
     2 2:negative 2:negative       0.733 (o,o,o,x,x,b,x,b,b)
     3 2:negative 2:negative       1 (x,x,o,b,b,o,b,x,o)
     4 2:negative 2:negative       0.846 (o,o,o,x,b,x,x,o,x)
     5 2:negative 2:negative       0.778 (o,x,b,x,o,x,b,b,o)
     6 2:negative 2:negative       0.917 (x,o,b,x,o,x,b,o,b)
     7 2:negative 2:negative       1 (o,o,o,x,b,x,x,b,b)
     8 2:negative 2:negative       0.625 (o,o,b,o,x,x,o,x,x)
     9 2:negative 2:negative       1 (o,x,b,b,o,x,x,b,o)
    10 2:negative 2:negative       0.857 (b,x,o,b,o,x,o,b,x)
    11 2:negative 2:negative       0.8 (x,b,o,x,o,b,o,x,b)
    12 2:negative 2:negative       0.882 (x,x,o,b,o,o,o,x,x)
    13 2:negative 2:negative       0.762 (b,x,o,x,o,x,o,x,o)
    14 2:negative 2:negative       0.786 (x,x,b,x,x,o,o,o,o)
    15 2:negative 2:negative       0.727 (x,x,o,o,x,x,x,o,o)
    16 2:negative 2:negative       0.769 (o,b,b,o,x,x,o,x,b)
    17 2:negative 2:negative       0.737 (o,b,x,b,o,b,x,x,o)
    18 2:negative 2:negative       0.875 (x,x,o,o,o,o,x,x,b)
    19 2:negative 2:negative       0.667 (x,b,x,b,x,b,o,o,o)
    20 2:negative 2:negative       1 (b,x,b,o,o,o,x,b,x)
    21 2:negative 2:negative       0.632 (b,b,o,b,o,x,o,x,x)
    22 2:negative 2:negative       0.647 (x,b,o,b,o,b,o,x,x)
    23 2:negative 2:negative       0.75 (o,o,o,b,x,x,b,b,x)
    24 2:negative 2:negative       0.75 (b,x,b,b,x,x,o,o,o)
    25 2:negative 2:negative       1 (x,o,x,x,o,b,b,o,b)
    26 2:negative 2:negative       0.722 (x,b,o,x,o,b,o,b,x)
    27 2:negative 2:negative       0.75 (b,b,o,x,o,x,o,x,b)
    28 2:negative 2:negative       0.733 (x,o,x,o,o,b,x,o,x)
    29 2:negative 2:negative       0.737 (o,b,x,x,o,o,x,x,o)
    30 2:negative 2:negative       0.647 (o,b,x,o,x,x,o,b,b)
    31 2:negative 2:negative       0.632 (b,b,o,x,x,o,x,b,o)
    32 2:negative 2:negative       0.727 (o,x,o,x,o,x,o,b,x)
    33 2:negative 2:negative       0.875 (x,x,o,o,o,x,o,b,x)
    34 1:positive 1:positive       0.909 (o,b,b,x,x,x,o,b,b)
    35 1:positive 1:positive       0.875 (b,o,x,o,o,x,b,x,x)
    36 1:positive 1:positive       0.8 (x,b,b,x,o,o,x,o,x)
    37 1:positive 1:positive       0.857 (o,x,o,b,x,o,b,x,x)
    38 1:positive 1:positive       0.905 (o,b,b,o,x,o,x,x,x)
    39 1:positive 1:positive       0.64 (o,o,x,o,x,x,x,x,o)
    40 1:positive 1:positive       0.786 (b,x,x,o,o,x,o,b,x)
    41 1:positive 1:positive       1 (x,o,b,x,b,b,x,o,b)
    42 1:positive 1:positive       0.75 (o,o,x,b,x,b,x,x,o)
    43 1:positive 1:positive       0.706 (x,b,x,b,o,x,o,o,x)
    44 1:positive 1:positive       0.867 (o,x,o,b,x,o,x,x,b)
    45 1:positive 1:positive       1 (b,x,o,o,x,b,b,x,b)
    46 1:positive 1:positive       0.667 (b,x,o,b,o,o,x,x,x)
    47 1:positive 1:positive       1 (b,o,x,o,x,x,o,b,x)
    48 1:positive 1:positive       0.692 (x,b,x,x,o,o,x,b,o)
    49 1:positive 1:positive       0.809 (b,o,x,x,x,b,x,o,o)
    50 1:positive 1:positive       0.944 (o,b,x,b,o,o,x,x,x)
    51 1:positive 1:positive       0.687 (x,b,b,x,o,o,x,x,o)
    52 1:positive 1:positive       0.895 (b,b,x,b,o,x,o,b,x)
    53 1:positive 1:positive       1 (x,b,b,x,b,o,x,o,b)
    54 1:positive 1:positive       0.864 (o,b,x,o,x,b,x,b,b)
    55 1:positive 1:positive       0.85 (o,b,x,b,x,b,x,b,o)
    56 1:positive 1:positive       1 (o,x,b,b,x,o,b,x,b)
    57 1:positive 1:positive       0.833 (b,x,o,o,o,b,x,x,x)
    58 1:positive 1:positive       0.826 (o,x,b,b,x,b,b,x,o)
    59 1:positive 1:positive       0.867 (b,x,o,b,x,o,o,x,x)
    60 1:positive 1:positive       0.864 (b,b,o,x,x,x,b,b,o)
    61 1:positive 1:positive       0.687 (x,b,x,o,x,o,o,b,x)
    62 1:positive 1:positive       0.722 (b,b,o,x,o,o,x,x,x)
    63 1:positive 1:positive       0.857 (o,b,x,x,x,x,b,o,o)
    64 1:positive 1:positive       0.75 (o,x,x,b,x,b,x,o,o)
    65 1:positive 1:positive       1 (o,x,x,b,x,o,o,x,b)
    66 1:positive 1:positive       0.857 (b,x,o,o,x,o,b,x,x)
    67 1:positive 1:positive       0.833 (b,o,x,b,o,o,x,x,x)
    68 1:positive 1:positive       0.875 (o,o,x,o,b,x,b,x,x)
    69 1:positive 1:positive       0.706 (x,b,b,o,x,o,o,x,x)
    70 1:positive 1:positive       1 (x,b,o,o,x,b,x,o,x)
    71 1:positive 1:positive       1 (x,b,b,b,x,o,o,b,x)
    72 1:positive 1:positive       0.867 (o,x,o,b,b,o,x,x,x)
    73 1:positive 1:positive       0.857 (b,x,x,o,x,o,o,x,b)
    74 1:positive 1:positive       0.895 (b,b,o,o,x,o,x,x,x)
    75 1:positive 1:positive       1 (b,x,b,o,x,b,o,x,b)
    76 1:positive 1:positive       0.733 (x,b,o,x,o,o,x,b,x)
     1 2:negative 2:negative       0.579 (x,b,b,o,o,o,x,b,x)
     2 2:negative 2:negative       0.846 (x,x,o,o,o,o,b,x,x)
     3 2:negative 2:negative       0.6 (x,b,o,x,x,o,b,b,o)
     4 2:negative 2:negative       1 (o,o,o,x,b,b,x,b,x)
     5 2:negative 2:negative       1 (x,x,o,b,o,x,o,b,b)
     6 2:negative 2:negative       0.727 (o,x,o,x,o,b,o,x,x)
     7 2:negative 2:negative       0.727 (o,o,x,b,o,x,x,x,o)
     8 2:negative 2:negative       0.588 (b,o,o,x,x,o,x,x,o)
     9 2:negative 2:negative       0.818 (b,x,o,x,x,o,b,b,o)
    10 2:negative 2:negative       0.625 (o,o,o,o,x,x,x,x,b)
    11 2:negative 2:negative       0.727 (o,b,o,x,o,x,x,x,o)
    12 2:negative 2:negative       0.611 (o,b,b,o,x,b,o,x,x)
    13 2:negative 2:negative       0.75 (x,b,o,b,x,o,b,x,o)
    14 2:negative 2:negative       0.846 (o,x,x,x,b,x,o,o,o)
    15 2:negative 2:negative       0.778 (o,b,b,x,o,x,b,x,o)
    16 2:negative 2:negative       0.917 (x,x,b,o,o,o,b,x,b)
    17 2:negative 2:negative       1 (b,x,o,x,b,o,b,x,o)
    18 2:negative 2:negative       0.7 (o,x,x,o,o,x,x,b,o)
    19 2:negative 2:negative       0.857 (x,x,b,b,x,b,o,o,o)
    20 2:negative 2:negative       0.682 (b,o,o,x,o,x,o,x,x)
    21 2:negative 2:negative       0.684 (b,x,o,x,o,o,o,x,x)
    22 2:negative 2:negative       0.636 (b,b,o,x,x,o,b,x,o)
    23 2:negative 2:negative       1 (b,x,b,x,b,x,o,o,o)
    24 2:negative 2:negative       0.647 (x,b,x,o,o,o,b,b,x)
    25 2:negative 2:negative       0.684 (o,b,x,o,x,x,o,x,o)
    26 2:negative 2:negative       0.875 (o,o,o,x,o,x,x,b,x)
    27 2:negative 2:negative       0.769 (x,b,o,b,b,o,x,x,o)
    28 2:negative 2:negative       0.714 (b,x,o,b,b,o,x,x,o)
    29 2:negative 2:negative       0.733 (o,b,x,o,b,b,o,x,x)
    30 2:negative 2:negative       0.733 (o,o,o,b,x,x,b,x,b)
    31 2:negative 2:negative       0.687 (b,o,x,x,o,o,x,o,x)
    32 2:negative 2:negative       0.789 (o,x,o,x,o,x,x,b,o)
    33 2:negative 2:negative       0.667 (o,x,x,x,o,o,o,x,x)
    34 1:positive 1:positive       0.812 (x,b,o,x,o,b,x,o,x)
    35 1:positive 1:positive       0.846 (x,b,x,o,b,x,o,o,x)
    36 1:positive 1:positive       0.809 (o,o,x,b,x,x,x,b,o)
    37 1:positive 1:positive       1 (b,x,b,o,x,b,b,x,o)
    38 1:positive 1:positive       1 (x,b,o,x,x,o,x,o,b)
    39 1:positive 1:positive       0.895 (o,o,x,x,x,x,b,o,b)
    40 1:positive 1:positive       1 (x,b,o,o,x,x,b,o,x)
    41 1:positive 1:positive       0.875 (x,b,x,b,x,o,o,o,x)
    42 1:positive 1:positive       0.842 (b,b,x,o,x,x,o,o,x)
    43 1:positive 1:positive       0.823 (o,b,o,o,b,x,x,x,x)
    44 1:positive 1:positive       1 (x,b,b,x,o,b,x,o,b)
    45 1:positive 1:positive       0.875 (b,x,o,x,x,x,b,o,o)
    46 1:positive 1:positive       1 (o,x,b,b,x,b,o,x,b)
    47 1:positive 1:positive       0.75 (x,o,b,b,x,x,o,o,x)
    48 1:positive 1:positive       0.867 (o,x,x,b,b,x,o,o,x)
    49 1:positive 1:positive       0.778 (b,x,o,x,x,x,o,b,o)
    50 1:positive 1:positive       1 (x,o,b,x,o,b,x,b,b)
    51 1:positive 1:positive       0.789 (b,x,o,b,x,b,o,x,b)
    52 1:positive 1:positive       0.75 (o,b,x,o,o,x,b,x,x)
    53 1:positive 1:positive       1 (b,b,b,x,x,x,o,o,b)
    54 1:positive 1:positive       0.885 (o,o,x,o,x,x,x,o,x)
    55 1:positive 1:positive       0.75 (o,o,x,x,x,b,x,b,o)
    56 1:positive 1:positive       0.727 (x,o,b,x,o,x,x,b,o)
    57 1:positive 1:positive       0.9 (b,o,x,b,x,o,x,o,x)
    58 1:positive 1:positive       0.867 (o,o,x,x,b,x,b,o,x)
    59 1:positive 1:positive       0.875 (x,o,b,b,o,o,x,x,x)
    60 1:positive 1:positive       1 (o,b,b,b,b,o,x,x,x)
    61 1:positive 1:positive       0.823 (o,x,b,x,x,o,b,x,o)
    62 1:positive 1:positive       1 (b,o,x,b,x,b,x,b,o)
    63 1:positive 1:positive       0.7 (o,x,b,o,o,b,x,x,x)
    64 1:positive 1:positive       0.875 (b,o,x,x,b,x,o,o,x)
    65 1:positive 1:positive       0.812 (b,x,b,o,x,o,o,x,x)
