

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square)
    60 1:positive 1:positive       0.559 (o,x,o,o,b,b,x,x,x)
    61 1:positive 1:positive       0.798 (o,o,x,b,x,x,o,b,x)
    62 1:positive 2:negative   +   0.593 (x,b,o,b,o,o,x,x,x)
    63 1:positive 1:positive       0.598 (o,x,b,x,x,x,o,o,b)
    64 1:positive 1:positive       0.635 (b,o,o,x,x,x,o,x,b)
    65 1:positive 1:positive       0.784 (b,o,x,x,x,x,b,o,o)
    66 1:positive 1:positive       0.768 (x,o,b,o,x,x,o,b,x)
    67 1:positive 1:positive       0.508 (b,b,x,x,o,x,o,o,x)
    68 1:positive 1:positive       0.524 (o,b,x,x,o,x,b,o,x)
    69 1:positive 1:positive       0.513 (x,o,b,x,b,b,x,b,o)
    70 1:positive 2:negative   +   0.709 (o,x,o,b,o,b,x,x,x)
    71 1:positive 1:positive       0.799 (b,x,x,b,x,o,x,o,o)
    72 1:positive 2:negative   +   0.545 (o,x,b,x,x,b,o,x,o)
    73 1:positive 1:positive       0.918 (b,b,x,b,x,b,x,o,o)
    74 1:positive 1:positive       0.558 (x,b,x,x,b,o,x,o,o)
    75 1:positive 1:positive       0.873 (o,o,b,x,x,x,x,o,b)
    76 1:positive 2:negative   +   0.661 (x,b,o,x,x,x,o,b,o)
    77 1:positive 1:positive       0.8 (o,x,b,o,x,b,b,x,b)
     1 2:negative 1:positive   +   0.642 (o,o,o,b,b,x,b,x,x)
     2 2:negative 2:negative       0.522 (x,o,b,x,o,b,b,o,x)
     3 2:negative 1:positive   +   0.55 (x,b,x,o,o,o,x,b,b)
     4 2:negative 2:negative       0.81 (o,x,x,x,o,o,x,b,o)
     5 2:negative 1:positive   +   0.59 (o,o,o,x,b,x,b,b,x)
     6 2:negative 1:positive   +   0.671 (b,o,b,x,o,x,b,o,x)
     7 2:negative 1:positive   +   0.564 (b,x,x,o,o,o,b,b,x)
     8 2:negative 2:negative       0.839 (o,x,x,o,o,x,b,x,o)
     9 2:negative 2:negative       0.662 (b,x,x,o,o,o,o,x,x)
    10 2:negative 1:positive   +   0.688 (b,x,o,b,x,o,x,b,o)
    11 2:negative 2:negative       0.638 (o,o,o,x,b,x,o,x,x)
    12 2:negative 2:negative       0.549 (x,x,o,o,x,o,x,b,o)
    13 2:negative 2:negative       0.737 (x,o,b,x,o,x,o,o,x)
    14 2:negative 2:negative       0.524 (x,o,x,o,o,o,b,x,x)
    15 2:negative 1:positive   +   0.685 (b,o,x,b,o,x,x,o,b)
    16 2:negative 1:positive   +   0.687 (o,o,o,x,x,b,b,x,b)
    17 2:negative 2:negative       0.816 (x,o,x,x,o,x,o,o,b)
    18 2:negative 2:negative       0.6 (o,x,x,o,b,b,o,x,b)
    19 2:negative 1:positive   +   0.772 (b,o,x,b,o,b,x,o,x)
    20 2:negative 2:negative       0.545 (x,o,x,x,o,o,b,o,x)
    21 2:negative 2:negative       0.637 (x,b,x,o,o,o,x,x,o)
    22 2:negative 1:positive   +   0.708 (o,o,o,b,b,x,x,b,x)
    23 2:negative 1:positive   +   0.852 (o,b,x,o,x,b,o,b,x)
    24 2:negative 2:negative       0.62 (b,x,x,x,b,b,o,o,o)
    25 2:negative 2:negative       0.641 (x,x,o,x,x,o,b,o,o)
    26 2:negative 2:negative       0.584 (x,o,x,b,o,x,b,o,b)
    27 2:negative 2:negative       0.624 (x,b,o,x,b,o,b,x,o)
    28 2:negative 1:positive   +   0.594 (b,x,b,x,x,b,o,o,o)
    29 2:negative 1:positive   +   0.551 (x,o,x,o,o,o,x,b,x)
    30 2:negative 2:negative       0.753 (x,o,o,x,o,x,b,o,x)
    31 2:negative 1:positive   +   0.711 (o,x,o,o,x,x,x,o,x)
    32 2:negative 2:negative       0.751 (x,o,x,o,o,x,x,x,o)
    33 2:negative 1:positive   +   0.54 (b,x,b,o,o,o,x,x,b)
    34 1:positive 1:positive       0.873 (b,x,b,o,x,o,b,x,b)
    35 1:positive 1:positive       0.757 (b,x,x,o,x,o,b,x,o)
    36 1:positive 1:positive       0.757 (o,x,x,o,x,o,b,x,b)
    37 1:positive 1:positive       0.813 (o,x,b,o,x,o,x,x,b)
    38 1:positive 1:positive       0.755 (b,b,b,x,x,x,o,b,o)
    39 1:positive 1:positive       0.919 (x,b,b,o,x,o,b,b,x)
    40 1:positive 2:negative   +   0.612 (o,b,o,x,o,b,x,x,x)
    41 1:positive 2:negative   +   0.678 (x,b,x,x,o,b,x,o,o)
    42 1:positive 1:positive       0.904 (b,b,x,x,x,o,x,o,o)
    43 1:positive 1:positive       0.902 (o,o,x,b,x,x,b,o,x)
    44 1:positive 2:negative   +   0.561 (o,b,o,b,o,x,x,x,x)
    45 1:positive 1:positive       0.758 (x,o,b,o,x,b,o,x,x)
    46 1:positive 1:positive       0.818 (b,o,o,b,b,b,x,x,x)
    47 1:positive 1:positive       0.833 (o,b,x,o,x,x,x,b,o)
    48 1:positive 1:positive       0.547 (x,b,o,x,x,x,b,o,o)
    49 1:positive 1:positive       0.821 (o,b,b,x,x,x,o,o,x)
    50 1:positive 1:positive       0.533 (o,o,b,x,o,b,x,x,x)
    51 1:positive 2:negative   +   0.538 (b,o,x,b,o,x,o,x,x)
    52 1:positive 2:negative   +   0.511 (x,b,x,x,o,o,x,o,b)
    53 1:positive 1:positive       0.886 (b,o,x,b,x,x,o,o,x)
    54 1:positive 1:positive       0.787 (o,b,o,x,x,x,x,o,b)
    55 1:positive 1:positive       0.661 (o,o,x,x,x,x,o,b,b)
    56 1:positive 2:negative   +   0.635 (b,x,o,b,x,x,o,x,o)
    57 1:positive 1:positive       0.798 (b,o,o,x,x,x,b,b,b)
    58 1:positive 1:positive       0.745 (b,o,x,o,b,x,o,x,x)
    59 1:positive 1:positive       0.912 (b,o,b,o,b,b,x,x,x)
    60 1:positive 1:positive       0.814 (x,b,o,o,x,b,b,b,x)
    61 1:positive 2:negative   +   0.553 (o,o,x,x,o,x,b,b,x)
    62 1:positive 1:positive       0.686 (o,b,b,b,o,b,x,x,x)
    63 1:positive 1:positive       0.506 (x,o,b,x,o,o,x,b,x)
    64 1:positive 2:negative   +   0.587 (o,x,x,o,o,x,x,o,x)
    65 1:positive 1:positive       0.75 (o,o,x,x,x,x,x,o,o)
    66 1:positive 1:positive       0.667 (o,o,b,x,x,x,o,x,b)
    67 1:positive 1:positive       0.685 (b,o,x,b,o,x,b,b,x)
    68 1:positive 1:positive       0.631 (o,b,o,x,x,x,o,b,x)
    69 1:positive 1:positive       0.567 (b,x,x,o,x,b,o,x,o)
    70 1:positive 1:positive       0.691 (b,x,o,o,b,o,x,x,x)
    71 1:positive 2:negative   +   0.847 (x,b,o,x,o,x,x,b,o)
    72 1:positive 1:positive       0.632 (x,b,o,o,x,x,o,b,x)
    73 1:positive 1:positive       0.956 (b,b,x,o,x,o,x,b,b)
    74 1:positive 1:positive       0.611 (o,x,b,o,x,x,b,x,o)
    75 1:positive 1:positive       0.578 (o,o,x,b,o,x,x,b,x)
    76 1:positive 1:positive       0.626 (b,x,o,o,x,b,x,x,o)
    77 1:positive 1:positive       0.798 (b,b,b,o,o,b,x,x,x)
     1 2:negative 2:negative       0.785 (x,o,x,x,o,o,o,x,x)
     2 2:negative 1:positive   +   0.599 (b,x,o,x,x,o,x,o,o)
     3 2:negative 2:negative       0.903 (x,o,o,x,o,x,o,x,b)
     4 2:negative 2:negative       0.69 (o,x,x,b,o,b,x,b,o)
     5 2:negative 2:negative       0.85 (x,b,o,x,o,x,o,b,b)
     6 2:negative 2:negative       0.696 (o,o,o,x,o,x,x,x,b)
     7 2:negative 2:negative       0.705 (o,x,b,x,o,b,x,b,o)
     8 2:negative 2:negative       0.879 (o,x,x,b,o,x,o,x,o)
     9 2:negative 2:negative       0.525 (o,x,x,b,x,x,o,o,o)
    10 2:negative 1:positive   +   0.702 (b,o,b,x,o,b,x,o,x)
    11 2:negative 1:positive   +   0.632 (o,o,o,b,b,x,x,x,b)
    12 2:negative 1:positive   +   0.554 (o,o,o,x,b,b,x,x,b)
    13 2:negative 2:negative       0.666 (o,b,x,x,o,b,b,x,o)
    14 2:negative 2:negative       0.596 (x,x,b,o,o,o,x,b,b)
    15 2:negative 1:positive   +   0.826 (o,o,o,b,x,x,x,b,b)
    16 2:negative 2:negative       0.609 (o,o,b,x,o,x,x,x,o)
    17 2:negative 1:positive   +   0.687 (o,x,x,o,x,o,o,b,x)
    18 2:negative 2:negative       0.79 (x,x,o,x,x,o,o,b,o)
    19 2:negative 2:negative       0.936 (x,x,o,x,o,o,b,x,o)
    20 2:negative 2:negative       0.944 (x,x,o,x,o,x,o,o,b)
    21 2:negative 1:positive   +   0.756 (o,o,o,o,x,x,b,x,x)
    22 2:negative 2:negative       0.739 (o,x,b,x,o,x,x,o,o)
    23 2:negative 2:negative       0.698 (o,x,b,o,o,x,x,x,o)
    24 2:negative 2:negative       0.855 (x,b,x,x,o,x,o,o,o)
    25 2:negative 2:negative       0.628 (x,x,b,o,o,o,b,b,x)
    26 2:negative 2:negative       0.601 (x,b,x,b,b,x,o,o,o)
    27 2:negative 1:positive   +   0.632 (o,x,x,o,x,b,o,b,b)
    28 2:negative 1:positive   +   0.547 (b,x,b,o,o,o,b,x,x)
    29 2:negative 2:negative       0.553 (x,o,x,x,x,o,o,x,o)
    30 2:negative 2:negative       0.726 (o,x,b,x,o,o,x,x,o)
    31 2:negative 2:negative       0.712 (o,x,x,b,o,o,x,x,o)
    32 2:negative 2:negative       0.68 (x,o,x,b,o,x,x,o,o)
    33 2:negative 1:positive   +   0.532 (o,x,b,o,b,x,o,b,x)
    34 1:positive 1:positive       0.734 (x,o,b,x,b,o,x,o,x)
    35 1:positive 1:positive       0.83 (b,o,x,o,b,x,b,b,x)
    36 1:positive 2:negative   +   0.592 (x,b,b,x,o,b,x,b,o)
    37 1:positive 1:positive       0.867 (b,o,b,x,x,x,x,o,o)
    38 1:positive 1:positive       0.692 (x,o,b,x,x,b,o,o,x)
    39 1:positive 2:negative   +   0.626 (x,b,o,o,o,b,x,x,x)
    40 1:positive 1:positive       0.581 (o,b,o,x,x,x,o,x,b)
    41 1:positive 1:positive       0.817 (b,o,o,x,x,x,x,o,b)
    42 1:positive 1:positive       0.581 (b,x,b,x,x,o,o,x,o)
    43 1:positive 1:positive       0.652 (o,x,o,o,x,b,x,x,b)
    44 1:positive 1:positive       0.773 (b,x,x,o,x,b,x,o,o)
    45 1:positive 1:positive       0.588 (x,b,o,o,x,b,o,x,x)
    46 1:positive 1:positive       0.918 (o,b,x,b,x,b,x,o,b)
    47 1:positive 1:positive       0.941 (b,b,x,o,x,b,x,o,b)
    48 1:positive 1:positive       0.596 (o,o,x,b,b,x,o,x,x)
    49 1:positive 1:positive       0.908 (b,o,x,o,x,x,b,o,x)
    50 1:positive 1:positive       0.608 (o,x,o,b,x,b,b,x,b)
    51 1:positive 2:negative   +   0.602 (o,x,o,x,x,x,o,o,x)
    52 1:positive 1:positive       0.702 (b,o,b,x,o,o,x,x,x)
    53 1:positive 1:positive       0.77 (b,b,x,b,b,x,o,o,x)
    54 1:positive 1:positive       0.709 (b,o,o,x,b,o,x,x,x)
    55 1:positive 1:positive       0.823 (o,x,b,o,x,o,b,x,x)
    56 1:positive 1:positive       0.678 (b,o,x,o,o,b,x,x,x)
    57 1:positive 1:positive       0.677 (o,b,o,x,b,o,x,x,x)
    58 1:positive 1:positive       0.65 (b,x,b,b,x,b,o,x,o)
    59 1:positive 1:positive       0.902 (x,b,b,b,x,o,b,o,x)
    60 1:positive 1:positive       0.77 (o,b,o,x,x,x,b,o,x)
    61 1:positive 1:positive       0.953 (b,b,x,o,x,o,x,o,x)
    62 1:positive 1:positive       0.895 (b,b,x,o,x,x,x,o,o)
    63 1:positive 1:positive       0.712 (o,o,x,x,x,x,o,o,x)
    64 1:positive 1:positive       0.817 (x,b,x,o,x,o,x,b,o)
    65 1:positive 1:positive       0.538 (x,b,o,x,x,b,o,o,x)
    66 1:positive 1:positive       0.782 (b,x,b,b,x,o,o,x,b)
    67 1:positive 1:positive       0.767 (x,b,b,x,x,o,o,o,x)
    68 1:positive 1:positive       0.711 (o,x,x,o,x,b,x,b,o)
    69 1:positive 1:positive       0.806 (o,o,x,o,b,x,x,b,x)
    70 1:positive 1:positive       0.882 (o,b,b,x,x,x,b,o,b)
    71 1:positive 1:positive       0.885 (x,b,b,o,x,b,b,o,x)
    72 1:positive 1:positive       0.894 (o,b,x,x,x,o,x,o,b)
    73 1:positive 1:positive       0.827 (b,b,o,b,b,o,x,x,x)
    74 1:positive 1:positive       0.829 (o,b,x,b,x,x,o,o,x)
    75 1:positive 2:negative   +   0.661 (x,b,x,o,o,x,o,b,x)
    76 1:positive 1:positive       0.501 (o,x,o,o,x,x,x,x,o)
     1 2:negative 1:positive   +   0.586 (b,o,x,x,o,b,b,o,x)
     2 2:negative 2:negative       0.737 (o,x,b,b,o,x,b,x,o)
     3 2:negative 2:negative       0.549 (o,x,x,o,b,o,o,x,x)
     4 2:negative 2:negative       0.852 (o,x,x,x,o,o,b,x,o)
     5 2:negative 2:negative       0.631 (x,b,o,x,x,o,o,x,o)
     6 2:negative 2:negative       0.965 (x,x,o,x,o,x,o,b,o)
     7 2:negative 1:positive   +   0.605 (x,b,b,o,o,o,x,x,b)
     8 2:negative 2:negative       0.85 (b,x,o,x,o,x,o,b,b)
     9 2:negative 1:positive   +   0.535 (x,o,b,b,o,x,x,o,b)
    10 2:negative 2:negative       0.857 (o,x,o,b,o,x,x,x,o)
    11 2:negative 2:negative       0.916 (x,x,o,o,o,x,o,x,b)
    12 2:negative 1:positive   +   0.641 (x,b,b,x,x,b,o,o,o)
    13 2:negative 1:positive   +   0.504 (x,o,x,b,o,o,x,o,x)
    14 2:negative 2:negative       0.914 (o,x,x,x,o,b,o,x,o)
    15 2:negative 2:negative       0.701 (x,x,b,b,b,x,o,o,o)
    16 2:negative 2:negative       0.582 (x,b,b,x,b,x,o,o,o)
    17 2:negative 2:negative       0.915 (x,x,o,x,o,o,o,b,x)
    18 2:negative 2:negative       0.751 (b,x,o,b,o,b,o,x,x)
    19 2:negative 1:positive   +   0.654 (o,x,o,x,x,o,x,o,x)
    20 2:negative 1:positive   +   0.53 (o,o,o,x,b,b,b,x,x)
    21 2:negative 2:negative       0.89 (x,x,o,o,o,b,o,x,x)
    22 2:negative 1:positive   +   0.65 (b,o,b,x,o,x,x,o,b)
    23 2:negative 2:negative       0.543 (o,o,o,x,b,x,b,x,b)
    24 2:negative 2:negative       0.906 (x,x,o,x,b,o,o,x,o)
    25 2:negative 2:negative       0.637 (o,x,x,o,o,o,x,x,b)
    26 2:negative 2:negative       0.911 (x,o,x,x,o,x,o,x,o)
    27 2:negative 1:positive   +   0.702 (o,o,x,o,x,x,o,x,b)
    28 2:negative 2:negative       0.673 (o,x,b,b,o,b,x,x,o)
    29 2:negative 2:negative       0.539 (x,x,b,o,x,x,o,o,o)
    30 2:negative 2:negative       0.751 (x,b,o,b,o,x,o,b,x)
    31 2:negative 1:positive   +   0.531 (x,o,b,b,o,x,b,o,x)
    32 2:negative 2:negative       0.872 (x,x,o,b,o,b,o,b,x)
    33 2:negative 1:positive   +   0.641 (b,x,x,b,x,b,o,o,o)
    34 1:positive 1:positive       0.774 (x,o,b,b,x,o,o,x,x)
    35 1:positive 2:negative   +   0.726 (x,o,b,x,o,b,x,x,o)
    36 1:positive 1:positive       0.709 (x,o,b,x,x,o,o,b,x)
    37 1:positive 2:negative   +   0.577 (o,b,x,b,o,x,o,x,x)
    38 1:positive 1:positive       0.769 (b,o,x,x,x,x,o,o,b)
    39 1:positive 1:positive       0.637 (o,b,x,o,o,b,x,x,x)
    40 1:positive 1:positive       0.682 (o,o,x,x,x,o,x,x,o)
    41 1:positive 1:positive       0.654 (o,b,b,x,x,x,o,x,o)
    42 1:positive 1:positive       0.695 (x,b,o,b,x,b,o,b,x)
    43 1:positive 1:positive       0.935 (b,o,x,o,x,b,x,o,x)
    44 1:positive 1:positive       0.666 (o,x,o,o,x,b,b,x,x)
    45 1:positive 1:positive       0.685 (x,o,b,x,b,o,x,b,b)
    46 1:positive 1:positive       0.772 (b,b,o,x,x,x,o,o,x)
    47 1:positive 1:positive       0.589 (x,b,o,x,x,o,o,b,x)
    48 1:positive 1:positive       0.606 (o,b,x,x,b,x,o,o,x)
    49 1:positive 1:positive       0.889 (b,b,x,o,x,o,x,x,o)
    50 1:positive 1:positive       0.668 (x,b,o,b,x,o,o,x,x)
    51 1:positive 1:positive       0.775 (o,o,x,b,b,o,x,x,x)
    52 1:positive 1:positive       0.899 (o,o,x,b,x,b,x,o,x)
    53 1:positive 1:positive       0.852 (b,o,x,b,x,o,x,x,o)
    54 1:positive 1:positive       0.794 (o,b,x,x,x,b,x,o,o)
    55 1:positive 1:positive       0.808 (x,b,o,b,x,o,b,b,x)
    56 1:positive 1:positive       0.727 (x,o,b,x,x,b,x,o,o)
    57 1:positive 1:positive       0.712 (b,b,x,o,o,x,b,b,x)
    58 1:positive 1:positive       0.873 (o,o,x,o,x,o,x,x,x)
    59 1:positive 1:positive       0.795 (x,b,b,x,x,o,x,o,o)
    60 1:positive 1:positive       0.78 (o,b,x,x,x,o,x,b,o)
    61 1:positive 1:positive       0.768 (o,o,b,x,b,o,x,x,x)
    62 1:positive 1:positive       0.903 (b,o,b,x,x,x,b,o,b)
    63 1:positive 1:positive       0.838 (o,b,x,b,x,x,x,o,o)
    64 1:positive 1:positive       0.84 (o,o,b,b,b,b,x,x,x)
    65 1:positive 1:positive       0.648 (o,x,x,o,x,x,x,o,o)
    66 1:positive 1:positive       0.84 (b,o,x,b,b,x,b,o,x)
    67 1:positive 2:negative   +   0.622 (b,o,x,x,o,x,o,b,x)
    68 1:positive 1:positive       0.698 (o,x,o,o,x,o,x,x,x)
    69 1:positive 1:positive       0.852 (b,o,x,o,b,x,x,o,x)
    70 1:positive 1:positive       0.62 (b,o,o,x,x,x,b,x,o)
    71 1:positive 2:negative   +   0.636 (b,x,o,x,x,b,o,x,o)
    72 1:positive 1:positive       0.831 (o,o,x,x,x,b,x,o,b)
    73 1:positive 1:positive       0.732 (b,b,o,x,x,x,o,b,b)
    74 1:positive 1:positive       0.66 (x,b,o,o,b,o,x,x,x)
    75 1:positive 1:positive       0.658 (o,b,x,b,o,x,x,o,x)
    76 1:positive 1:positive       0.596 (b,x,x,o,b,x,o,o,x)
     1 2:negative 2:negative       0.767 (o,x,x,b,o,x,x,o,o)
     2 2:negative 1:positive   +   0.785 (o,o,o,x,x,b,x,b,b)
     3 2:negative 2:negative       0.825 (x,x,o,b,b,o,b,x,o)
     4 2:negative 1:positive   +   0.656 (o,o,o,x,b,x,x,o,x)
     5 2:negative 2:negative       0.812 (o,x,b,x,o,x,b,b,o)
     6 2:negative 2:negative       0.625 (x,o,b,x,o,x,b,o,b)
     7 2:negative 1:positive   +   0.602 (o,o,o,x,b,x,x,b,b)
     8 2:negative 1:positive   +   0.817 (o,o,b,o,x,x,o,x,x)
     9 2:negative 2:negative       0.702 (o,x,b,b,o,x,x,b,o)
    10 2:negative 2:negative       0.773 (b,x,o,b,o,x,o,b,x)
    11 2:negative 2:negative       0.855 (x,b,o,x,o,b,o,x,b)
    12 2:negative 2:negative       0.921 (x,x,o,b,o,o,o,x,x)
    13 2:negative 2:negative       0.933 (b,x,o,x,o,x,o,x,o)
    14 2:negative 2:negative       0.629 (x,x,b,x,x,o,o,o,o)
    15 2:negative 2:negative       0.567 (x,x,o,o,x,x,x,o,o)
    16 2:negative 1:positive   +   0.842 (o,b,b,o,x,x,o,x,b)
    17 2:negative 2:negative       0.557 (o,b,x,b,o,b,x,x,o)
    18 2:negative 2:negative       0.868 (x,x,o,o,o,o,x,x,b)
    19 2:negative 1:positive   +   0.669 (x,b,x,b,x,b,o,o,o)
    20 2:negative 1:positive   +   0.606 (b,x,b,o,o,o,x,b,x)
    21 2:negative 2:negative       0.578 (b,b,o,b,o,x,o,x,x)
    22 2:negative 2:negative       0.772 (x,b,o,b,o,b,o,x,x)
    23 2:negative 1:positive   +   0.821 (o,o,o,b,x,x,b,b,x)
    24 2:negative 1:positive   +   0.689 (b,x,b,b,x,x,o,o,o)
    25 2:negative 2:negative       0.688 (x,o,x,x,o,b,b,o,b)
    26 2:negative 2:negative       0.788 (x,b,o,x,o,b,o,b,x)
    27 2:negative 2:negative       0.706 (b,b,o,x,o,x,o,x,b)
    28 2:negative 2:negative       0.508 (x,o,x,o,o,b,x,o,x)
    29 2:negative 2:negative       0.657 (o,b,x,x,o,o,x,x,o)
    30 2:negative 1:positive   +   0.829 (o,b,x,o,x,x,o,b,b)
    31 2:negative 1:positive   +   0.827 (b,b,o,x,x,o,x,b,o)
    32 2:negative 2:negative       0.893 (o,x,o,x,o,x,o,b,x)
    33 2:negative 2:negative       0.906 (x,x,o,o,o,x,o,b,x)
    34 1:positive 1:positive       0.837 (o,b,b,x,x,x,o,b,b)
    35 1:positive 1:positive       0.582 (b,o,x,o,o,x,b,x,x)
    36 1:positive 1:positive       0.586 (x,b,b,x,o,o,x,o,x)
    37 1:positive 1:positive       0.621 (o,x,o,b,x,o,b,x,x)
    38 1:positive 1:positive       0.939 (o,b,b,o,x,o,x,x,x)
    39 1:positive 1:positive       0.764 (o,o,x,o,x,x,x,x,o)
    40 1:positive 2:negative   +   0.684 (b,x,x,o,o,x,o,b,x)
    41 1:positive 1:positive       0.72 (x,o,b,x,b,b,x,o,b)
    42 1:positive 1:positive       0.787 (o,o,x,b,x,b,x,x,o)
    43 1:positive 2:negative   +   0.622 (x,b,x,b,o,x,o,o,x)
    44 1:positive 1:positive       0.632 (o,x,o,b,x,o,x,x,b)
    45 1:positive 1:positive       0.698 (b,x,o,o,x,b,b,x,b)
    46 1:positive 2:negative   +   0.655 (b,x,o,b,o,o,x,x,x)
    47 1:positive 1:positive       0.873 (b,o,x,o,x,x,o,b,x)
    48 1:positive 2:negative   +   0.697 (x,b,x,x,o,o,x,b,o)
    49 1:positive 1:positive       0.856 (b,o,x,x,x,b,x,o,o)
    50 1:positive 1:positive       0.623 (o,b,x,b,o,o,x,x,x)
    51 1:positive 2:negative   +   0.675 (x,b,b,x,o,o,x,x,o)
    52 1:positive 1:positive       0.611 (b,b,x,b,o,x,o,b,x)
    53 1:positive 1:positive       0.78 (x,b,b,x,b,o,x,o,b)
    54 1:positive 1:positive       0.924 (o,b,x,o,x,b,x,b,b)
    55 1:positive 1:positive       0.876 (o,b,x,b,x,b,x,b,o)
    56 1:positive 1:positive       0.76 (o,x,b,b,x,o,b,x,b)
    57 1:positive 2:negative   +   0.651 (b,x,o,o,o,b,x,x,x)
    58 1:positive 1:positive       0.654 (o,x,b,b,x,b,b,x,o)
    59 1:positive 1:positive       0.61 (b,x,o,b,x,o,o,x,x)
    60 1:positive 1:positive       0.786 (b,b,o,x,x,x,b,b,o)
    61 1:positive 1:positive       0.794 (x,b,x,o,x,o,o,b,x)
    62 1:positive 1:positive       0.544 (b,b,o,x,o,o,x,x,x)
    63 1:positive 1:positive       0.786 (o,b,x,x,x,x,b,o,o)
    64 1:positive 1:positive       0.693 (o,x,x,b,x,b,x,o,o)
    65 1:positive 1:positive       0.553 (o,x,x,b,x,o,o,x,b)
    66 1:positive 1:positive       0.726 (b,x,o,o,x,o,b,x,x)
    67 1:positive 1:positive       0.657 (b,o,x,b,o,o,x,x,x)
    68 1:positive 1:positive       0.714 (o,o,x,o,b,x,b,x,x)
    69 1:positive 1:positive       0.81 (x,b,b,o,x,o,o,x,x)
    70 1:positive 1:positive       0.855 (x,b,o,o,x,b,x,o,x)
    71 1:positive 1:positive       0.854 (x,b,b,b,x,o,o,b,x)
    72 1:positive 2:negative   +   0.514 (o,x,o,b,b,o,x,x,x)
    73 1:positive 1:positive       0.667 (b,x,x,o,x,o,o,x,b)
    74 1:positive 1:positive       0.917 (b,b,o,o,x,o,x,x,x)
    75 1:positive 1:positive       0.755 (b,x,b,o,x,b,o,x,b)
    76 1:positive 2:negative   +   0.633 (x,b,o,x,o,o,x,b,x)
     1 2:negative 1:positive   +   0.676 (x,b,b,o,o,o,x,b,x)
     2 2:negative 2:negative       0.814 (x,x,o,o,o,o,b,x,x)
     3 2:negative 1:positive   +   0.656 (x,b,o,x,x,o,b,b,o)
     4 2:negative 1:positive   +   0.647 (o,o,o,x,b,b,x,b,x)
     5 2:negative 2:negative       0.933 (x,x,o,b,o,x,o,b,b)
     6 2:negative 2:negative       0.902 (o,x,o,x,o,b,o,x,x)
     7 2:negative 2:negative       0.659 (o,o,x,b,o,x,x,x,o)
     8 2:negative 1:positive   +   0.78 (b,o,o,x,x,o,x,x,o)
     9 2:negative 1:positive   +   0.633 (b,x,o,x,x,o,b,b,o)
    10 2:negative 1:positive   +   0.766 (o,o,o,o,x,x,x,x,b)
    11 2:negative 2:negative       0.734 (o,b,o,x,o,x,x,x,o)
    12 2:negative 1:positive   +   0.873 (o,b,b,o,x,b,o,x,x)
    13 2:negative 1:positive   +   0.707 (x,b,o,b,x,o,b,x,o)
    14 2:negative 2:negative       0.808 (o,x,x,x,b,x,o,o,o)
    15 2:negative 2:negative       0.603 (o,b,b,x,o,x,b,x,o)
    16 2:negative 2:negative       0.731 (x,x,b,o,o,o,b,x,b)
    17 2:negative 2:negative       0.587 (b,x,o,x,b,o,b,x,o)
    18 2:negative 2:negative       0.778 (o,x,x,o,o,x,x,b,o)
    19 2:negative 2:negative       0.605 (x,x,b,b,x,b,o,o,o)
    20 2:negative 2:negative       0.745 (b,o,o,x,o,x,o,x,x)
    21 2:negative 2:negative       0.811 (b,x,o,x,o,o,o,x,x)
    22 2:negative 1:positive   +   0.832 (b,b,o,x,x,o,b,x,o)
    23 2:negative 2:negative       0.646 (b,x,b,x,b,x,o,o,o)
    24 2:negative 1:positive   +   0.579 (x,b,x,o,o,o,b,b,x)
    25 2:negative 1:positive   +   0.69 (o,b,x,o,x,x,o,x,o)
    26 2:negative 2:negative       0.653 (o,o,o,x,o,x,x,b,x)
    27 2:negative 1:positive   +   0.565 (x,b,o,b,b,o,x,x,o)
    28 2:negative 1:positive   +   0.54 (b,x,o,b,b,o,x,x,o)
    29 2:negative 1:positive   +   0.709 (o,b,x,o,b,b,o,x,x)
    30 2:negative 1:positive   +   0.743 (o,o,o,b,x,x,b,x,b)
    31 2:negative 1:positive   +   0.658 (b,o,x,x,o,o,x,o,x)
    32 2:negative 2:negative       0.888 (o,x,o,x,o,x,x,b,o)
    33 2:negative 2:negative       0.824 (o,x,x,x,o,o,o,x,x)
    34 1:positive 2:negative   +   0.646 (x,b,o,x,o,b,x,o,x)
    35 1:positive 1:positive       0.578 (x,b,x,o,b,x,o,o,x)
    36 1:positive 1:positive       0.796 (o,o,x,b,x,x,x,b,o)
    37 1:positive 1:positive       0.789 (b,x,b,o,x,b,b,x,o)
    38 1:positive 1:positive       0.768 (x,b,o,x,x,o,x,o,b)
    39 1:positive 1:positive       0.776 (o,o,x,x,x,x,b,o,b)
    40 1:positive 1:positive       0.792 (x,b,o,o,x,x,b,o,x)
    41 1:positive 1:positive       0.806 (x,b,x,b,x,o,o,o,x)
    42 1:positive 1:positive       0.898 (b,b,x,o,x,x,o,o,x)
    43 1:positive 1:positive       0.765 (o,b,o,o,b,x,x,x,x)
    44 1:positive 2:negative   +   0.531 (x,b,b,x,o,b,x,o,b)
    45 1:positive 1:positive       0.541 (b,x,o,x,x,x,b,o,o)
    46 1:positive 1:positive       0.625 (o,x,b,b,x,b,o,x,b)
    47 1:positive 1:positive       0.71 (x,o,b,b,x,x,o,o,x)
