

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    29        1:1        3:3   +   0.452 (23,2,2,2,1,1,3,3,0)
    30        1:1        3:3   +   0.452 (23,3,3,1,1,0,2,4,0)
    31        1:1        3:3   +   0.452 (23,3,4,4,1,1,3,1,1)
    32        1:1        1:1       0.957 (30,4,2,0,1,0,3,3,0)
    33        1:1        3:3   +   0.452 (33,2,2,3,0,0,2,4,0)
    34        1:1        3:3   +   0.452 (34,2,3,7,1,0,3,3,0)
    35        2:2        3:3   +   0.452 (39,4,4,4,1,0,1,4,0)
    36        2:2        3:3   +   0.452 (23,4,4,1,0,1,1,4,0)
    37        2:2        3:3   +   0.452 (38,3,4,7,0,1,2,3,0)
    38        2:2        3:3   +   0.452 (30,2,3,5,1,1,3,1,1)
    39        2:2        3:3   +   0.452 (42,2,4,8,1,1,1,4,0)
    40        2:2        3:3   +   0.452 (31,4,4,3,0,0,4,4,0)
    41        2:2        3:3   +   0.452 (37,4,4,7,1,1,1,4,0)
    42        2:2        3:3   +   0.452 (26,3,3,2,1,1,1,3,0)
    43        2:2        3:3   +   0.452 (33,3,3,6,1,1,3,4,0)
    44        2:2        3:3   +   0.452 (36,4,4,3,0,1,1,3,0)
    45        2:2        3:3   +   0.452 (35,4,4,5,1,1,1,4,0)
    46        2:2        3:3   +   0.452 (41,4,4,4,1,1,1,4,0)
    47        2:2        3:3   +   0.452 (25,2,4,6,1,1,3,4,0)
    48        2:2        3:3   +   0.452 (44,4,4,6,0,1,1,3,0)
    49        2:2        3:3   +   0.452 (35,2,4,3,0,0,3,4,1)
    50        2:2        3:3   +   0.452 (42,4,4,8,0,1,1,4,0)
    51        2:2        3:3   +   0.452 (24,2,4,2,1,1,3,3,0)
    52        2:2        3:3   +   0.452 (34,3,4,2,0,1,2,3,0)
    53        2:2        3:3   +   0.452 (34,1,2,5,1,1,3,4,0)
    54        2:2        3:3   +   0.452 (38,4,4,6,1,1,3,3,0)
    55        2:2        3:3   +   0.452 (25,3,1,4,1,1,3,1,0)
    56        2:2        3:3   +   0.452 (41,4,4,7,1,1,2,4,0)
    57        2:2        3:3   +   0.452 (36,4,4,3,1,0,1,4,0)
    58        2:2        3:3   +   0.452 (47,4,4,8,1,1,1,4,0)
    59        2:2        3:3   +   0.452 (29,4,4,2,1,1,1,4,0)
    60        2:2        3:3   +   0.452 (37,4,4,4,1,1,1,4,0)
    61        2:2        3:3   +   0.452 (38,2,3,4,1,1,1,2,0)
    62        2:2        3:3   +   0.452 (45,3,3,6,0,1,2,4,0)
    63        2:2        3:3   +   0.452 (24,4,4,2,1,0,1,3,0)
    64        2:2        3:3   +   0.452 (35,3,4,3,1,1,2,2,0)
    65        2:2        3:3   +   0.452 (28,2,3,2,1,1,3,3,0)
    66        2:2        3:3   +   0.452 (39,4,4,4,0,1,1,4,0)
    67        2:2        3:3   +   0.452 (42,4,4,3,1,0,1,4,0)
    68        3:3        3:3       0.452 (21,2,2,1,1,1,3,2,0)
    69        3:3        3:3       0.452 (38,4,3,9,1,1,3,3,0)
    70        3:3        3:3       0.452 (22,3,4,1,0,0,1,4,0)
    71        3:3        3:3       0.452 (48,3,4,8,1,0,1,4,0)
    72        3:3        3:3       0.452 (26,2,3,2,1,1,2,3,0)
    73        3:3        3:3       0.452 (32,4,4,3,1,0,1,4,0)
    74        3:3        3:3       0.452 (32,4,4,3,1,1,1,4,0)
    75        3:3        3:3       0.452 (21,3,3,1,1,1,3,3,0)
    76        3:3        3:3       0.452 (33,3,3,3,1,1,3,3,0)
    77        3:3        3:3       0.452 (29,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.452 (28,4,4,2,1,1,1,4,0)
    79        3:3        3:3       0.452 (19,4,4,1,1,1,3,2,0)
    80        3:3        3:3       0.452 (34,4,4,2,1,1,1,4,0)
    81        3:3        3:3       0.452 (21,3,4,1,1,1,3,2,0)
    82        3:3        3:3       0.452 (28,2,4,4,1,1,3,4,0)
    83        3:3        3:3       0.452 (25,4,4,1,1,1,1,4,0)
    84        3:3        3:3       0.452 (30,2,2,6,1,1,3,1,0)
    85        3:3        3:3       0.452 (26,4,4,2,1,0,1,4,0)
    86        3:3        3:3       0.452 (24,4,4,1,1,1,1,3,0)
    87        3:3        3:3       0.452 (24,2,3,2,1,1,2,1,0)
    88        3:3        3:3       0.452 (46,2,3,6,0,0,3,4,0)
    89        3:3        3:3       0.452 (47,4,4,5,1,1,1,3,0)
    90        3:3        3:3       0.452 (22,3,3,3,1,1,3,3,0)
    91        3:3        3:3       0.452 (25,4,4,2,1,1,3,3,0)
    92        3:3        3:3       0.452 (26,3,3,3,1,1,3,3,0)
    93        3:3        3:3       0.452 (37,3,3,11,1,1,1,2,0)
    94        3:3        3:3       0.452 (26,4,4,2,1,0,3,3,0)
    95        3:3        3:3       0.452 (25,2,3,4,1,1,3,3,0)
    96        3:3        3:3       0.452 (30,2,2,4,1,1,2,4,0)
    97        3:3        3:3       0.452 (29,3,3,6,1,1,3,3,0)
    98        3:3        3:3       0.452 (30,3,4,4,1,1,3,3,0)
    99        3:3        3:3       0.452 (30,1,3,4,1,1,3,4,0)
   100        3:3        3:3       0.452 (19,3,3,1,1,1,2,1,0)
   101        3:3        3:3       0.452 (25,2,4,3,1,1,1,3,0)
   102        3:3        3:3       0.452 (24,4,4,2,1,1,1,4,0)
   103        3:3        3:3       0.452 (27,4,4,4,1,1,1,2,1)
   104        3:3        3:3       0.452 (24,4,3,3,1,1,3,3,0)
   105        3:3        3:3       0.452 (33,2,2,2,1,1,3,4,0)
   106        3:3        3:3       0.452 (21,3,4,3,1,1,3,1,0)
   107        3:3        3:3       0.452 (16,2,3,1,1,1,3,1,0)
   108        3:3        3:3       0.452 (35,4,4,4,0,0,1,4,0)
   109        3:3        3:3       0.452 (26,3,4,3,1,1,3,3,0)
   110        3:3        3:3       0.452 (24,3,3,1,1,1,3,2,0)
   111        3:3        3:3       0.452 (34,3,3,6,1,1,1,4,0)
   112        3:3        3:3       0.452 (37,2,3,5,1,1,4,2,0)
   113        3:3        3:3       0.452 (23,1,2,3,1,1,3,2,1)
   114        3:3        3:3       0.452 (29,3,3,3,1,1,2,1,0)
   115        3:3        3:3       0.452 (35,4,4,4,1,1,1,4,0)
   116        3:3        3:3       0.452 (26,3,4,3,1,1,3,2,0)
   117        3:3        3:3       0.452 (31,4,4,3,1,0,1,4,0)
   118        3:3        3:3       0.452 (30,3,4,2,1,1,1,2,0)
     1        1:1        3:3   +   0.453 (25,3,3,1,1,0,2,4,0)
     2        1:1        3:3   +   0.453 (23,4,4,1,1,0,2,4,0)
     3        1:1        3:3   +   0.453 (31,3,4,2,1,1,3,3,0)
     4        1:1        3:3   +   0.453 (47,2,2,4,1,1,3,1,0)
     5        1:1        3:3   +   0.453 (30,3,3,5,1,0,3,4,0)
     6        1:1        3:3   +   0.453 (35,2,2,6,1,0,3,1,1)
     7        1:1        3:3   +   0.453 (25,3,4,3,1,1,1,1,0)
     8        1:1        3:3   +   0.453 (28,2,3,1,1,1,3,1,0)
     9        1:1        3:3   +   0.453 (39,3,1,1,1,1,2,3,0)
    10        1:1        3:3   +   0.453 (28,4,4,1,0,1,2,4,0)
    11        1:1        3:3   +   0.453 (22,3,4,2,1,1,2,3,0)
    12        1:1        3:3   +   0.453 (18,3,4,1,1,1,3,1,0)
    13        1:1        3:3   +   0.453 (37,3,4,4,1,0,2,4,0)
    14        1:1        3:3   +   0.453 (36,4,3,3,1,0,3,2,0)
    15        1:1        3:3   +   0.453 (31,1,1,6,1,1,3,2,0)
    16        1:1        3:3   +   0.453 (39,2,3,10,1,1,3,4,0)
    17        1:1        1:1       0.96 (25,4,4,0,1,0,3,4,0)
    18        1:1        3:3   +   0.453 (25,1,4,2,1,0,3,3,1)
    19        1:1        3:3   +   0.453 (49,4,4,1,1,1,3,4,0)
    20        1:1        3:3   +   0.453 (46,1,2,8,1,1,3,3,1)
    21        1:1        3:3   +   0.453 (31,4,4,2,1,1,1,2,0)
    22        1:1        3:3   +   0.453 (42,4,4,3,1,0,1,4,0)
    23        1:1        3:3   +   0.453 (37,2,3,4,1,1,2,3,0)
    24        1:1        3:3   +   0.453 (20,3,4,1,1,1,3,2,0)
    25        1:1        1:1       0.96 (45,3,4,0,1,1,1,3,0)
    26        1:1        1:1       0.96 (49,2,3,0,1,1,1,2,0)
    27        1:1        3:3   +   0.453 (22,2,4,1,1,1,3,4,0)
    28        1:1        3:3   +   0.453 (42,3,3,8,1,1,4,3,0)
    29        1:1        3:3   +   0.453 (21,2,4,3,1,1,3,2,0)
    30        1:1        3:3   +   0.453 (34,2,2,9,1,0,2,3,0)
    31        1:1        3:3   +   0.453 (39,1,2,2,1,1,3,1,1)
    32        1:1        3:3   +   0.453 (42,2,4,2,1,1,3,4,0)
    33        1:1        3:3   +   0.453 (30,2,3,2,1,0,2,4,0)
    34        2:2        3:3   +   0.453 (33,2,3,5,1,0,2,1,0)
    35        2:2        3:3   +   0.453 (41,4,4,6,1,1,1,4,0)
    36        2:2        3:3   +   0.453 (28,3,4,3,1,1,1,4,0)
    37        2:2        3:3   +   0.453 (34,3,4,3,0,1,1,4,0)
    38        2:2        3:3   +   0.453 (34,4,4,2,0,0,3,2,0)
    39        2:2        3:3   +   0.453 (33,4,4,2,0,0,1,3,0)
    40        2:2        3:3   +   0.453 (44,4,4,4,1,1,1,4,0)
    41        2:2        3:3   +   0.453 (45,4,4,4,1,1,1,4,0)
    42        2:2        3:3   +   0.453 (40,4,4,6,1,1,1,3,0)
    43        2:2        3:3   +   0.453 (48,4,4,3,0,1,1,4,0)
    44        2:2        3:3   +   0.453 (43,4,4,6,1,1,1,4,0)
    45        2:2        3:3   +   0.453 (43,1,3,4,1,1,1,4,0)
    46        2:2        3:3   +   0.453 (41,4,4,8,1,1,1,4,0)
    47        2:2        3:3   +   0.453 (41,3,4,5,1,1,1,3,0)
    48        2:2        3:3   +   0.453 (26,2,4,2,1,1,1,4,0)
    49        2:2        3:3   +   0.453 (42,3,3,4,0,1,3,4,0)
    50        2:2        3:3   +   0.453 (45,3,3,8,1,1,2,3,0)
    51        2:2        3:3   +   0.453 (29,4,3,4,1,0,3,2,0)
    52        2:2        3:3   +   0.453 (42,2,4,5,0,1,2,3,0)
    53        2:2        3:3   +   0.453 (27,3,2,5,1,1,2,4,0)
    54        2:2        3:3   +   0.453 (47,4,4,4,1,0,1,4,0)
    55        2:2        3:3   +   0.453 (39,4,4,4,1,1,1,4,0)
    56        2:2        3:3   +   0.453 (26,2,4,2,1,1,1,3,0)
    57        2:2        3:3   +   0.453 (35,4,4,4,0,1,3,3,0)
    58        2:2        3:3   +   0.453 (35,4,4,3,0,0,3,4,0)
    59        2:2        3:3   +   0.453 (37,3,4,3,1,1,1,3,0)
    60        2:2        3:3   +   0.453 (33,4,4,3,1,1,1,4,0)
    61        2:2        3:3   +   0.453 (28,4,4,2,1,1,1,3,0)
    62        2:2        3:3   +   0.453 (34,2,3,2,1,1,3,3,0)
    63        2:2        3:3   +   0.453 (44,3,3,9,1,1,1,1,0)
    64        2:2        3:3   +   0.453 (32,3,3,6,1,0,3,3,0)
    65        2:2        3:3   +   0.453 (49,4,4,10,1,1,1,4,0)
    66        2:2        3:3   +   0.453 (44,4,4,3,1,1,1,4,0)
    67        2:2        3:3   +   0.453 (48,4,4,7,0,1,1,4,0)
    68        3:3        3:3       0.453 (24,4,4,1,1,1,1,3,0)
    69        3:3        3:3       0.453 (36,2,2,5,1,1,3,4,0)
    70        3:3        3:3       0.453 (19,4,4,1,1,1,1,3,0)
    71        3:3        3:3       0.453 (29,2,3,3,1,1,3,3,0)
    72        3:3        3:3       0.453 (41,1,4,5,1,0,2,4,0)
    73        3:3        3:3       0.453 (27,4,4,2,0,0,2,4,0)
    74        3:3        3:3       0.453 (32,3,4,4,1,1,3,2,0)
    75        3:3        3:3       0.453 (29,1,4,3,1,1,4,4,1)
    76        3:3        3:3       0.453 (35,2,3,6,1,0,3,2,0)
    77        3:3        3:3       0.453 (49,4,3,13,1,1,1,4,0)
    78        3:3        3:3       0.453 (32,4,4,3,0,1,1,4,0)
    79        3:3        3:3       0.453 (26,4,4,3,1,1,3,2,0)
    80        3:3        3:3       0.453 (44,4,4,8,1,1,2,4,0)
    81        3:3        3:3       0.453 (22,4,4,2,1,1,3,4,0)
    82        3:3        3:3       0.453 (36,3,4,9,1,1,3,4,0)
    83        3:3        3:3       0.453 (30,3,3,3,1,1,3,1,0)
    84        3:3        3:3       0.453 (45,1,3,3,1,1,3,2,0)
    85        3:3        3:3       0.453 (28,4,4,1,1,1,1,3,0)
    86        3:3        3:3       0.453 (35,4,4,6,1,1,1,4,0)
    87        3:3        3:3       0.453 (33,4,4,2,1,0,2,4,0)
    88        3:3        3:3       0.453 (21,4,4,2,1,1,2,3,0)
    89        3:3        3:3       0.453 (39,4,4,3,1,0,1,4,0)
    90        3:3        3:3       0.453 (34,4,4,2,1,1,3,3,0)
    91        3:3        3:3       0.453 (20,3,3,2,1,1,2,2,1)
    92        3:3        3:3       0.453 (27,2,4,1,1,1,1,4,0)
    93        3:3        3:3       0.453 (30,4,4,2,1,1,4,3,0)
    94        3:3        3:3       0.453 (48,4,4,16,1,1,1,4,0)
    95        3:3        3:3       0.453 (20,2,2,1,1,1,3,2,0)
    96        3:3        3:3       0.453 (21,3,2,1,1,1,3,1,1)
    97        3:3        3:3       0.453 (44,4,4,5,1,1,3,4,0)
    98        3:3        3:3       0.453 (47,4,3,4,1,1,1,3,0)
    99        3:3        3:3       0.453 (42,4,4,7,1,1,2,4,0)
   100        3:3        3:3       0.453 (17,2,2,1,1,1,3,2,0)
   101        3:3        3:3       0.453 (33,3,4,4,1,1,3,3,0)
   102        3:3        3:3       0.453 (47,4,4,5,1,1,3,2,0)
   103        3:3        3:3       0.453 (28,3,4,3,1,1,1,4,0)
   104        3:3        3:3       0.453 (36,4,4,4,1,1,1,4,0)
   105        3:3        3:3       0.453 (32,4,4,3,0,1,1,4,0)
   106        3:3        3:3       0.453 (26,4,4,2,1,1,3,3,0)
   107        3:3        3:3       0.453 (21,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.453 (19,4,4,2,1,1,1,4,0)
   109        3:3        3:3       0.453 (40,4,4,4,1,1,1,4,0)
   110        3:3        3:3       0.453 (25,2,3,5,1,1,2,3,0)
   111        3:3        3:3       0.453 (28,2,3,3,1,1,3,4,0)
   112        3:3        3:3       0.453 (36,1,3,6,1,1,3,2,0)
   113        3:3        3:3       0.453 (32,4,4,2,0,0,1,4,0)
   114        3:3        3:3       0.453 (33,3,4,6,1,1,3,2,0)
   115        3:3        3:3       0.453 (28,1,3,5,1,1,3,4,0)
   116        3:3        3:3       0.453 (37,2,4,5,1,1,1,4,0)
   117        3:3        3:3       0.453 (33,4,4,3,1,1,1,4,0)
   118        3:3        3:3       0.453 (33,4,4,2,1,1,2,4,0)
     1        1:1        1:1       0.959 (23,3,2,0,1,1,2,2,0)
     2        1:1        1:1       0.959 (26,4,4,0,1,1,3,4,0)
     3        1:1        3:3   +   0.453 (31,2,2,8,1,1,2,2,1)
     4        1:1        3:3   +   0.453 (36,3,3,2,1,0,2,4,0)
     5        1:1        3:3   +   0.453 (45,2,2,7,1,1,3,1,1)
     6        1:1        3:3   +   0.453 (48,4,4,4,0,1,1,4,0)
     7        1:1        3:3   +   0.453 (46,1,2,7,1,1,3,1,1)
     8        1:1        3:3   +   0.453 (25,2,3,1,1,0,2,1,0)
     9        1:1        3:3   +   0.453 (40,3,3,3,1,1,2,2,1)
    10        1:1        3:3   +   0.453 (24,2,2,2,1,1,3,1,1)
    11        1:1        3:3   +   0.453 (46,1,4,8,1,1,1,4,1)
    12        1:1        3:3   +   0.453 (30,1,1,7,1,1,2,3,0)
    13        1:1        3:3   +   0.453 (21,4,4,1,1,1,3,4,0)
    14        1:1        1:1       0.959 (20,3,4,0,1,1,3,3,0)
    15        1:1        3:3   +   0.453 (32,2,4,5,1,1,2,3,0)
    16        1:1        3:3   +   0.453 (41,1,3,3,1,0,2,4,0)
    17        1:1        3:3   +   0.453 (33,3,3,3,1,1,3,4,0)
    18        1:1        1:1       0.959 (28,3,4,0,1,0,1,3,0)
    19        1:1        3:3   +   0.453 (27,3,4,2,1,1,1,3,0)
    20        1:1        3:3   +   0.453 (32,3,4,1,0,1,2,4,0)
    21        1:1        3:3   +   0.453 (20,2,3,1,1,1,3,4,0)
    22        1:1        3:3   +   0.453 (20,3,4,2,1,1,3,3,0)
    23        1:1        3:3   +   0.453 (38,3,3,5,1,1,1,4,0)
    24        1:1        3:3   +   0.453 (28,3,4,1,0,1,2,2,0)
    25        1:1        3:3   +   0.453 (35,2,3,8,1,1,3,3,1)
    26        1:1        3:3   +   0.453 (24,3,4,2,1,1,2,4,0)
    27        1:1        3:3   +   0.453 (31,4,4,3,1,0,2,3,0)
    28        1:1        3:3   +   0.453 (25,4,4,1,1,1,3,4,0)
    29        1:1        3:3   +   0.453 (24,2,4,2,1,1,3,4,0)
    30        1:1        3:3   +   0.453 (24,2,3,2,1,1,3,1,0)
    31        1:1        3:3   +   0.453 (45,2,4,8,1,1,2,3,0)
    32        1:1        3:3   +   0.453 (33,1,1,5,1,1,3,1,1)
    33        1:1        3:3   +   0.453 (20,2,3,3,1,1,3,4,0)
    34        2:2        3:3   +   0.453 (44,4,4,5,1,0,1,4,0)
    35        2:2        3:3   +   0.453 (31,4,4,4,1,1,3,3,0)
    36        2:2        3:3   +   0.453 (32,3,3,4,1,0,3,3,0)
    37        2:2        3:3   +   0.453 (21,3,4,3,1,1,1,4,0)
    38        2:2        3:3   +   0.453 (43,2,4,13,1,1,2,3,0)
    39        2:2        3:3   +   0.453 (28,4,4,2,0,1,1,4,0)
    40        2:2        3:3   +   0.453 (30,4,4,1,0,1,2,4,0)
    41        2:2        3:3   +   0.453 (22,4,4,1,1,1,1,3,0)
    42        2:2        3:3   +   0.453 (36,3,3,5,1,0,1,3,0)
    43        2:2        3:3   +   0.453 (41,3,3,5,1,1,1,4,0)
    44        2:2        3:3   +   0.453 (29,4,4,2,1,1,3,4,0)
    45        2:2        3:3   +   0.453 (30,3,3,2,1,1,2,3,0)
    46        2:2        3:3   +   0.453 (40,4,4,5,1,1,1,3,0)
    47        2:2        3:3   +   0.453 (34,4,4,4,1,0,3,3,0)
    48        2:2        3:3   +   0.453 (27,4,4,3,1,1,1,3,0)
    49        2:2        3:3   +   0.453 (38,4,4,5,1,1,1,3,0)
    50        2:2        3:3   +   0.453 (41,4,4,3,1,0,2,3,0)
    51        2:2        3:3   +   0.453 (30,4,1,4,1,1,3,3,0)
    52        2:2        3:3   +   0.453 (41,4,4,5,0,1,2,4,0)
    53        2:2        3:3   +   0.453 (37,4,4,2,1,0,3,3,0)
    54        2:2        3:3   +   0.453 (31,4,4,3,1,1,1,4,0)
    55        2:2        3:3   +   0.453 (34,4,4,3,1,1,1,4,0)
    56        2:2        3:3   +   0.453 (45,2,2,9,1,1,3,3,0)
    57        2:2        3:3   +   0.453 (34,4,4,2,1,1,1,4,0)
    58        2:2        3:3   +   0.453 (32,3,4,5,1,1,1,2,0)
    59        2:2        3:3   +   0.453 (24,4,4,1,1,1,1,4,0)
    60        2:2        3:3   +   0.453 (30,4,4,2,0,0,1,4,0)
    61        2:2        3:3   +   0.453 (42,3,3,4,1,1,2,4,0)
    62        2:2        3:3   +   0.453 (33,4,3,5,1,1,2,4,0)
    63        2:2        3:3   +   0.453 (32,4,4,2,0,0,1,4,0)
    64        2:2        3:3   +   0.453 (37,4,4,4,0,0,2,4,0)
    65        2:2        3:3   +   0.453 (39,4,4,3,1,1,1,4,0)
    66        2:2        3:3   +   0.453 (35,4,4,5,0,0,1,4,0)
    67        2:2        3:3   +   0.453 (24,4,4,1,1,1,3,2,0)
    68        3:3        3:3       0.453 (41,1,2,6,1,1,3,3,0)
    69        3:3        3:3       0.453 (20,3,4,1,0,1,2,4,0)
    70        3:3        3:3       0.453 (33,4,4,4,1,1,2,3,0)
    71        3:3        3:3       0.453 (40,3,4,6,1,1,1,3,0)
    72        3:3        3:3       0.453 (35,1,2,5,1,1,3,3,0)
    73        3:3        3:3       0.453 (35,2,3,6,1,1,2,3,0)
    74        3:3        3:3       0.453 (22,4,4,1,0,1,3,1,0)
    75        3:3        3:3       0.453 (21,4,4,2,1,1,3,3,0)
    76        3:3        3:3       0.453 (25,1,2,2,1,1,2,1,0)
    77        3:3        3:3       0.453 (31,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.453 (35,4,4,2,1,1,2,4,0)
    79        3:3        3:3       0.453 (36,1,2,4,1,1,3,1,1)
    80        3:3        3:3       0.453 (34,4,4,6,1,1,2,2,0)
    81        3:3        3:3       0.453 (23,2,3,2,1,0,3,2,0)
    82        3:3        3:3       0.453 (27,2,4,4,1,1,2,1,0)
    83        3:3        3:3       0.453 (22,4,3,1,1,1,2,2,0)
    84        3:3        3:3       0.453 (31,2,3,7,1,1,3,3,0)
    85        3:3        3:3       0.453 (34,2,2,4,0,1,3,2,0)
    86        3:3        3:3       0.453 (40,2,2,4,0,0,2,4,0)
    87        3:3        3:3       0.453 (30,3,3,4,1,0,2,2,0)
    88        3:3        3:3       0.453 (43,4,4,5,0,1,1,4,0)
    89        3:3        3:3       0.453 (25,4,4,1,0,1,1,4,0)
    90        3:3        3:3       0.453 (22,3,4,2,1,1,2,4,0)
    91        3:3        3:3       0.453 (24,2,2,2,1,1,3,4,0)
    92        3:3        3:3       0.453 (31,1,1,3,1,1,4,2,1)
    93        3:3        3:3       0.453 (37,3,4,5,1,0,2,4,0)
    94        3:3        3:3       0.453 (22,3,4,2,0,1,3,4,0)
    95        3:3        3:3       0.453 (21,3,3,2,1,1,2,3,0)
    96        3:3        3:3       0.453 (41,4,3,5,1,0,3,4,0)
    97        3:3        3:3       0.453 (44,3,4,5,1,0,1,4,0)
    98        3:3        3:3       0.453 (29,2,3,4,1,1,3,2,0)
    99        3:3        3:3       0.453 (22,3,4,3,1,1,2,3,0)
   100        3:3        3:3       0.453 (25,4,4,2,1,1,2,3,0)
   101        3:3        3:3       0.453 (32,3,2,5,1,1,3,3,0)
   102        3:3        3:3       0.453 (36,4,4,4,1,1,1,3,0)
   103        3:3        3:3       0.453 (25,2,2,1,1,1,3,1,0)
   104        3:3        3:3       0.453 (35,2,2,6,1,0,2,2,1)
   105        3:3        3:3       0.453 (22,2,2,2,1,1,2,3,0)
   106        3:3        3:3       0.453 (28,4,4,1,1,1,3,2,0)
   107        3:3        3:3       0.453 (19,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.453 (33,2,3,7,1,0,3,1,0)
   109        3:3        3:3       0.453 (23,3,2,1,1,1,3,3,0)
   110        3:3        3:3       0.453 (32,2,2,8,1,1,2,1,0)
   111        3:3        3:3       0.453 (40,3,4,5,1,1,1,2,0)
   112        3:3        3:3       0.453 (25,3,4,3,1,1,2,4,0)
   113        3:3        3:3       0.453 (32,3,4,5,0,1,1,4,0)
   114        3:3        3:3       0.453 (31,4,4,2,0,1,1,4,0)
   115        3:3        3:3       0.453 (35,3,4,5,1,1,1,4,0)
   116        3:3        3:3       0.453 (27,4,4,1,1,1,1,4,0)
   117        3:3        3:3       0.453 (36,2,2,7,1,0,2,2,1)
   118        3:3        3:3       0.453 (39,4,3,4,1,1,3,4,0)
     1        1:1        3:3   +   0.452 (39,3,4,6,1,1,1,4,0)
     2        1:1        3:3   +   0.452 (32,1,2,4,1,1,3,2,1)
     3        1:1        3:3   +   0.452 (46,3,1,5,1,1,3,2,0)
     4        1:1        1:1       0.957 (34,4,3,0,0,0,3,3,0)
     5        1:1        3:3   +   0.452 (40,2,2,8,1,1,2,2,0)
     6        1:1        3:3   +   0.452 (42,4,4,3,1,1,1,4,0)
     7        1:1        3:3   +   0.452 (49,1,3,6,1,1,2,4,0)
     8        1:1        3:3   +   0.452 (48,1,1,8,1,0,2,2,1)
     9        1:1        3:3   +   0.452 (37,2,3,5,0,0,2,4,0)
    10        1:1        1:1       0.957 (27,3,4,0,1,1,3,3,0)
    11        1:1        3:3   +   0.452 (40,1,2,6,1,1,3,1,1)
    12        1:1        3:3   +   0.452 (29,3,4,4,1,1,1,4,0)
    13        1:1        1:1       0.957 (28,1,4,0,1,0,4,1,0)
    14        1:1        3:3   +   0.452 (45,1,3,7,1,0,1,3,0)
    15        1:1        1:1       0.957 (25,4,4,0,1,0,2,4,0)
    16        1:1        3:3   +   0.452 (45,2,3,6,1,1,3,2,1)
    17        1:1        3:3   +   0.452 (44,1,4,9,1,1,1,2,0)
    18        1:1        1:1       0.957 (28,3,4,0,1,0,3,4,0)
    19        1:1        3:3   +   0.452 (28,4,4,3,0,1,1,4,0)
    20        1:1        3:3   +   0.452 (27,2,2,1,1,0,3,2,1)
    21        1:1        3:3   +   0.452 (25,4,4,3,1,1,1,2,0)
    22        1:1        3:3   +   0.452 (41,3,4,3,0,1,2,4,0)
    23        1:1        3:3   +   0.452 (43,3,4,2,0,1,3,4,0)
    24        1:1        1:1       0.957 (33,4,4,0,1,0,3,3,0)
    25        1:1        3:3   +   0.452 (33,4,4,3,0,0,1,3,0)
    26        1:1        3:3   +   0.452 (48,1,1,1,1,0,3,3,1)
    27        1:1        3:3   +   0.452 (42,4,4,1,1,0,1,4,0)
    28        1:1        3:3   +   0.452 (47,1,4,6,1,1,1,4,0)
    29        1:1        3:3   +   0.452 (45,4,4,1,1,1,1,4,0)
    30        1:1        1:1       0.957 (23,4,4,0,1,0,1,4,0)
    31        1:1        3:3   +   0.452 (38,2,4,3,1,1,1,3,0)
    32        1:1        3:3   +   0.452 (39,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.452 (23,3,3,2,1,1,2,2,0)
    34        2:2        3:3   +   0.452 (30,2,4,1,1,0,3,4,0)
    35        2:2        3:3   +   0.452 (22,4,4,1,1,1,1,2,0)
    36        2:2        3:3   +   0.452 (27,4,4,3,1,1,1,4,0)
    37        2:2        3:3   +   0.452 (36,4,4,4,0,1,1,4,0)
    38        2:2        3:3   +   0.452 (42,4,4,4,0,0,2,4,0)
    39        2:2        3:3   +   0.452 (44,1,4,2,1,1,1,3,0)
    40        2:2        3:3   +   0.452 (29,3,4,2,1,1,1,4,0)
    41        2:2        3:3   +   0.452 (23,4,4,1,1,0,3,4,0)
    42        2:2        3:3   +   0.452 (41,4,4,4,0,0,2,4,0)
    43        2:2        3:3   +   0.452 (35,3,4,5,1,0,1,3,1)
    44        2:2        3:3   +   0.452 (38,4,4,4,0,0,1,2,0)
    45        2:2        3:3   +   0.452 (37,4,4,3,0,1,3,4,0)
    46        2:2        3:3   +   0.452 (30,2,4,3,1,1,3,4,0)
    47        2:2        3:3   +   0.452 (25,3,1,2,1,0,3,4,0)
    48        2:2        3:3   +   0.452 (36,3,2,6,1,1,3,2,0)
    49        2:2        3:3   +   0.452 (36,4,4,3,1,1,1,4,0)
    50        2:2        3:3   +   0.452 (35,4,4,5,1,0,1,3,0)
    51        2:2        3:3   +   0.452 (22,3,4,1,1,1,4,4,0)
    52        2:2        3:3   +   0.452 (34,3,3,6,1,1,3,4,0)
    53        2:2        3:3   +   0.452 (29,3,4,3,1,1,1,3,0)
    54        2:2        3:3   +   0.452 (29,4,4,2,1,0,1,3,0)
    55        2:2        3:3   +   0.452 (43,3,4,5,1,1,3,2,1)
    56        2:2        3:3   +   0.452 (47,1,1,10,1,1,3,3,0)
    57        2:2        3:3   +   0.452 (29,4,4,3,1,1,1,4,0)
    58        2:2        3:3   +   0.452 (35,4,4,4,1,1,1,4,0)
