

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    33        1:1        3:3   +   0.611 (33,2,2,3,0,0,2,4,0)
    34        1:1        2:2   +   0.959 (34,2,3,7,1,0,3,3,0)
    35        2:2        2:2       0.686 (39,4,4,4,1,0,1,4,0)
    36        2:2        3:3   +   0.989 (23,4,4,1,0,1,1,4,0)
    37        2:2        1:1   +   0.769 (38,3,4,7,0,1,2,3,0)
    38        2:2        1:1   +   0.504 (30,2,3,5,1,1,3,1,1)
    39        2:2        3:3   +   0.513 (42,2,4,8,1,1,1,4,0)
    40        2:2        1:1   +   0.964 (31,4,4,3,0,0,4,4,0)
    41        2:2        2:2       0.997 (37,4,4,7,1,1,1,4,0)
    42        2:2        3:3   +   0.805 (26,3,3,2,1,1,1,3,0)
    43        2:2        2:2       0.976 (33,3,3,6,1,1,3,4,0)
    44        2:2        2:2       0.825 (36,4,4,3,0,1,1,3,0)
    45        2:2        1:1   +   0.574 (35,4,4,5,1,1,1,4,0)
    46        2:2        3:3   +   0.873 (41,4,4,4,1,1,1,4,0)
    47        2:2        1:1   +   0.654 (25,2,4,6,1,1,3,4,0)
    48        2:2        2:2       1 (44,4,4,6,0,1,1,3,0)
    49        2:2        2:2       0.787 (35,2,4,3,0,0,3,4,1)
    50        2:2        1:1   +   0.938 (42,4,4,8,0,1,1,4,0)
    51        2:2        3:3   +   0.988 (24,2,4,2,1,1,3,3,0)
    52        2:2        1:1   +   0.697 (34,3,4,2,0,1,2,3,0)
    53        2:2        3:3   +   1 (34,1,2,5,1,1,3,4,0)
    54        2:2        2:2       0.741 (38,4,4,6,1,1,3,3,0)
    55        2:2        3:3   +   0.998 (25,3,1,4,1,1,3,1,0)
    56        2:2        2:2       0.999 (41,4,4,7,1,1,2,4,0)
    57        2:2        3:3   +   0.971 (36,4,4,3,1,0,1,4,0)
    58        2:2        3:3   +   0.55 (47,4,4,8,1,1,1,4,0)
    59        2:2        2:2       0.902 (29,4,4,2,1,1,1,4,0)
    60        2:2        2:2       0.985 (37,4,4,4,1,1,1,4,0)
    61        2:2        1:1   +   1 (38,2,3,4,1,1,1,2,0)
    62        2:2        2:2       0.995 (45,3,3,6,0,1,2,4,0)
    63        2:2        3:3   +   0.577 (24,4,4,2,1,0,1,3,0)
    64        2:2        1:1   +   1 (35,3,4,3,1,1,2,2,0)
    65        2:2        3:3   +   1 (28,2,3,2,1,1,3,3,0)
    66        2:2        3:3   +   0.77 (39,4,4,4,0,1,1,4,0)
    67        2:2        1:1   +   0.607 (42,4,4,3,1,0,1,4,0)
    68        3:3        1:1   +   0.913 (21,2,2,1,1,1,3,2,0)
    69        3:3        2:2   +   1 (38,4,3,9,1,1,3,3,0)
    70        3:3        3:3       0.912 (22,3,4,1,0,0,1,4,0)
    71        3:3        3:3       0.987 (48,3,4,8,1,0,1,4,0)
    72        3:3        3:3       1 (26,2,3,2,1,1,2,3,0)
    73        3:3        3:3       0.991 (32,4,4,3,1,0,1,4,0)
    74        3:3        1:1   +   0.823 (32,4,4,3,1,1,1,4,0)
    75        3:3        3:3       1 (21,3,3,1,1,1,3,3,0)
    76        3:3        3:3       0.999 (33,3,3,3,1,1,3,3,0)
    77        3:3        2:2   +   0.975 (29,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.831 (28,4,4,2,1,1,1,4,0)
    79        3:3        3:3       0.822 (19,4,4,1,1,1,3,2,0)
    80        3:3        2:2   +   0.903 (34,4,4,2,1,1,1,4,0)
    81        3:3        3:3       0.999 (21,3,4,1,1,1,3,2,0)
    82        3:3        3:3       1 (28,2,4,4,1,1,3,4,0)
    83        3:3        1:1   +   0.668 (25,4,4,1,1,1,1,4,0)
    84        3:3        3:3       1 (30,2,2,6,1,1,3,1,0)
    85        3:3        2:2   +   0.94 (26,4,4,2,1,0,1,4,0)
    86        3:3        3:3       0.993 (24,4,4,1,1,1,1,3,0)
    87        3:3        1:1   +   0.875 (24,2,3,2,1,1,2,1,0)
    88        3:3        2:2   +   0.816 (46,2,3,6,0,0,3,4,0)
    89        3:3        2:2   +   0.745 (47,4,4,5,1,1,1,3,0)
    90        3:3        2:2   +   0.686 (22,3,3,3,1,1,3,3,0)
    91        3:3        3:3       0.513 (25,4,4,2,1,1,3,3,0)
    92        3:3        3:3       0.996 (26,3,3,3,1,1,3,3,0)
    93        3:3        1:1   +   0.557 (37,3,3,11,1,1,1,2,0)
    94        3:3        3:3       0.962 (26,4,4,2,1,0,3,3,0)
    95        3:3        3:3       0.909 (25,2,3,4,1,1,3,3,0)
    96        3:3        1:1   +   0.996 (30,2,2,4,1,1,2,4,0)
    97        3:3        3:3       0.736 (29,3,3,6,1,1,3,3,0)
    98        3:3        3:3       1 (30,3,4,4,1,1,3,3,0)
    99        3:3        1:1   +   1 (30,1,3,4,1,1,3,4,0)
   100        3:3        3:3       0.762 (19,3,3,1,1,1,2,1,0)
   101        3:3        3:3       0.983 (25,2,4,3,1,1,1,3,0)
   102        3:3        2:2   +   0.65 (24,4,4,2,1,1,1,4,0)
   103        3:3        3:3       0.996 (27,4,4,4,1,1,1,2,1)
   104        3:3        2:2   +   0.587 (24,4,3,3,1,1,3,3,0)
   105        3:3        3:3       0.949 (33,2,2,2,1,1,3,4,0)
   106        3:3        3:3       1 (21,3,4,3,1,1,3,1,0)
   107        3:3        1:1   +   1 (16,2,3,1,1,1,3,1,0)
   108        3:3        2:2   +   0.564 (35,4,4,4,0,0,1,4,0)
   109        3:3        3:3       0.994 (26,3,4,3,1,1,3,3,0)
   110        3:3        1:1   +   0.922 (24,3,3,1,1,1,3,2,0)
   111        3:3        2:2   +   0.542 (34,3,3,6,1,1,1,4,0)
   112        3:3        1:1   +   0.998 (37,2,3,5,1,1,4,2,0)
   113        3:3        3:3       1 (23,1,2,3,1,1,3,2,1)
   114        3:3        3:3       1 (29,3,3,3,1,1,2,1,0)
   115        3:3        3:3       0.783 (35,4,4,4,1,1,1,4,0)
   116        3:3        3:3       0.578 (26,3,4,3,1,1,3,2,0)
   117        3:3        3:3       0.801 (31,4,4,3,1,0,1,4,0)
   118        3:3        1:1   +   0.569 (30,3,4,2,1,1,1,2,0)
     1        1:1        1:1       0.999 (25,3,3,1,1,0,2,4,0)
     2        1:1        3:3   +   0.997 (23,4,4,1,1,0,2,4,0)
     3        1:1        3:3   +   0.999 (31,3,4,2,1,1,3,3,0)
     4        1:1        2:2   +   0.977 (47,2,2,4,1,1,3,1,0)
     5        1:1        3:3   +   0.996 (30,3,3,5,1,0,3,4,0)
     6        1:1        2:2   +   0.979 (35,2,2,6,1,0,3,1,1)
     7        1:1        2:2   +   0.851 (25,3,4,3,1,1,1,1,0)
     8        1:1        3:3   +   0.934 (28,2,3,1,1,1,3,1,0)
     9        1:1        1:1       0.988 (39,3,1,1,1,1,2,3,0)
    10        1:1        3:3   +   0.999 (28,4,4,1,0,1,2,4,0)
    11        1:1        3:3   +   0.919 (22,3,4,2,1,1,2,3,0)
    12        1:1        3:3   +   0.501 (18,3,4,1,1,1,3,1,0)
    13        1:1        3:3   +   1 (37,3,4,4,1,0,2,4,0)
    14        1:1        2:2   +   0.917 (36,4,3,3,1,0,3,2,0)
    15        1:1        1:1       0.733 (31,1,1,6,1,1,3,2,0)
    16        1:1        3:3   +   0.912 (39,2,3,10,1,1,3,4,0)
    17        1:1        1:1       1 (25,4,4,0,1,0,3,4,0)
    18        1:1        1:1       0.815 (25,1,4,2,1,0,3,3,1)
    19        1:1        1:1       0.899 (49,4,4,1,1,1,3,4,0)
    20        1:1        1:1       0.878 (46,1,2,8,1,1,3,3,1)
    21        1:1        3:3   +   1 (31,4,4,2,1,1,1,2,0)
    22        1:1        2:2   +   0.989 (42,4,4,3,1,0,1,4,0)
    23        1:1        3:3   +   1 (37,2,3,4,1,1,2,3,0)
    24        1:1        2:2   +   0.997 (20,3,4,1,1,1,3,2,0)
    25        1:1        1:1       0.969 (45,3,4,0,1,1,1,3,0)
    26        1:1        1:1       1 (49,2,3,0,1,1,1,2,0)
    27        1:1        3:3   +   0.942 (22,2,4,1,1,1,3,4,0)
    28        1:1        2:2   +   0.831 (42,3,3,8,1,1,4,3,0)
    29        1:1        3:3   +   0.996 (21,2,4,3,1,1,3,2,0)
    30        1:1        3:3   +   0.999 (34,2,2,9,1,0,2,3,0)
    31        1:1        1:1       0.555 (39,1,2,2,1,1,3,1,1)
    32        1:1        1:1       0.968 (42,2,4,2,1,1,3,4,0)
    33        1:1        3:3   +   0.917 (30,2,3,2,1,0,2,4,0)
    34        2:2        3:3   +   0.982 (33,2,3,5,1,0,2,1,0)
    35        2:2        2:2       0.727 (41,4,4,6,1,1,1,4,0)
    36        2:2        3:3   +   0.971 (28,3,4,3,1,1,1,4,0)
    37        2:2        3:3   +   0.942 (34,3,4,3,0,1,1,4,0)
    38        2:2        3:3   +   1 (34,4,4,2,0,0,3,2,0)
    39        2:2        3:3   +   1 (33,4,4,2,0,0,1,3,0)
    40        2:2        2:2       1 (44,4,4,4,1,1,1,4,0)
    41        2:2        2:2       0.999 (45,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.848 (40,4,4,6,1,1,1,3,0)
    43        2:2        2:2       0.821 (48,4,4,3,0,1,1,4,0)
    44        2:2        3:3   +   0.903 (43,4,4,6,1,1,1,4,0)
    45        2:2        1:1   +   1 (43,1,3,4,1,1,1,4,0)
    46        2:2        3:3   +   0.998 (41,4,4,8,1,1,1,4,0)
    47        2:2        3:3   +   0.588 (41,3,4,5,1,1,1,3,0)
    48        2:2        3:3   +   0.788 (26,2,4,2,1,1,1,4,0)
    49        2:2        3:3   +   1 (42,3,3,4,0,1,3,4,0)
    50        2:2        2:2       0.652 (45,3,3,8,1,1,2,3,0)
    51        2:2        3:3   +   0.998 (29,4,3,4,1,0,3,2,0)
    52        2:2        1:1   +   0.999 (42,2,4,5,0,1,2,3,0)
    53        2:2        1:1   +   0.651 (27,3,2,5,1,1,2,4,0)
    54        2:2        2:2       0.987 (47,4,4,4,1,0,1,4,0)
    55        2:2        2:2       0.994 (39,4,4,4,1,1,1,4,0)
    56        2:2        3:3   +   0.918 (26,2,4,2,1,1,1,3,0)
    57        2:2        2:2       1 (35,4,4,4,0,1,3,3,0)
    58        2:2        3:3   +   0.931 (35,4,4,3,0,0,3,4,0)
    59        2:2        3:3   +   0.762 (37,3,4,3,1,1,1,3,0)
    60        2:2        2:2       0.575 (33,4,4,3,1,1,1,4,0)
    61        2:2        1:1   +   0.969 (28,4,4,2,1,1,1,3,0)
    62        2:2        3:3   +   1 (34,2,3,2,1,1,3,3,0)
    63        2:2        2:2       0.985 (44,3,3,9,1,1,1,1,0)
    64        2:2        2:2       0.732 (32,3,3,6,1,0,3,3,0)
    65        2:2        3:3   +   0.897 (49,4,4,10,1,1,1,4,0)
    66        2:2        2:2       0.604 (44,4,4,3,1,1,1,4,0)
    67        2:2        2:2       0.998 (48,4,4,7,0,1,1,4,0)
    68        3:3        3:3       0.505 (24,4,4,1,1,1,1,3,0)
    69        3:3        1:1   +   0.524 (36,2,2,5,1,1,3,4,0)
    70        3:3        1:1   +   0.968 (19,4,4,1,1,1,1,3,0)
    71        3:3        3:3       0.975 (29,2,3,3,1,1,3,3,0)
    72        3:3        1:1   +   0.57 (41,1,4,5,1,0,2,4,0)
    73        3:3        3:3       0.992 (27,4,4,2,0,0,2,4,0)
    74        3:3        3:3       1 (32,3,4,4,1,1,3,2,0)
    75        3:3        3:3       1 (29,1,4,3,1,1,4,4,1)
    76        3:3        1:1   +   0.798 (35,2,3,6,1,0,3,2,0)
    77        3:3        1:1   +   0.741 (49,4,3,13,1,1,1,4,0)
    78        3:3        1:1   +   0.928 (32,4,4,3,0,1,1,4,0)
    79        3:3        3:3       0.99 (26,4,4,3,1,1,3,2,0)
    80        3:3        2:2   +   1 (44,4,4,8,1,1,2,4,0)
    81        3:3        3:3       0.993 (22,4,4,2,1,1,3,4,0)
    82        3:3        3:3       0.986 (36,3,4,9,1,1,3,4,0)
    83        3:3        3:3       1 (30,3,3,3,1,1,3,1,0)
    84        3:3        3:3       0.994 (45,1,3,3,1,1,3,2,0)
    85        3:3        1:1   +   0.909 (28,4,4,1,1,1,1,3,0)
    86        3:3        3:3       0.516 (35,4,4,6,1,1,1,4,0)
    87        3:3        3:3       0.999 (33,4,4,2,1,0,2,4,0)
    88        3:3        3:3       1 (21,4,4,2,1,1,2,3,0)
    89        3:3        2:2   +   0.994 (39,4,4,3,1,0,1,4,0)
    90        3:3        3:3       0.625 (34,4,4,2,1,1,3,3,0)
    91        3:3        3:3       0.478 (20,3,3,2,1,1,2,2,1)
    92        3:3        3:3       0.54 (27,2,4,1,1,1,1,4,0)
    93        3:3        2:2   +   0.786 (30,4,4,2,1,1,4,3,0)
    94        3:3        3:3       0.576 (48,4,4,16,1,1,1,4,0)
    95        3:3        1:1   +   0.999 (20,2,2,1,1,1,3,2,0)
    96        3:3        1:1   +   0.975 (21,3,2,1,1,1,3,1,1)
    97        3:3        2:2   +   0.672 (44,4,4,5,1,1,3,4,0)
    98        3:3        2:2   +   1 (47,4,3,4,1,1,1,3,0)
    99        3:3        2:2   +   0.998 (42,4,4,7,1,1,2,4,0)
   100        3:3        1:1   +   0.904 (17,2,2,1,1,1,3,2,0)
   101        3:3        3:3       0.807 (33,3,4,4,1,1,3,3,0)
   102        3:3        3:3       1 (47,4,4,5,1,1,3,2,0)
   103        3:3        3:3       0.971 (28,3,4,3,1,1,1,4,0)
   104        3:3        3:3       0.787 (36,4,4,4,1,1,1,4,0)
   105        3:3        1:1   +   0.928 (32,4,4,3,0,1,1,4,0)
   106        3:3        3:3       0.644 (26,4,4,2,1,1,3,3,0)
   107        3:3        2:2   +   0.999 (21,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.642 (19,4,4,2,1,1,1,4,0)
   109        3:3        2:2   +   1 (40,4,4,4,1,1,1,4,0)
   110        3:3        3:3       0.998 (25,2,3,5,1,1,2,3,0)
   111        3:3        3:3       0.758 (28,2,3,3,1,1,3,4,0)
   112        3:3        3:3       1 (36,1,3,6,1,1,3,2,0)
   113        3:3        2:2   +   0.774 (32,4,4,2,0,0,1,4,0)
   114        3:3        1:1   +   0.812 (33,3,4,6,1,1,3,2,0)
   115        3:3        3:3       1 (28,1,3,5,1,1,3,4,0)
   116        3:3        2:2   +   0.813 (37,2,4,5,1,1,1,4,0)
   117        3:3        2:2   +   0.575 (33,4,4,3,1,1,1,4,0)
   118        3:3        3:3       0.997 (33,4,4,2,1,1,2,4,0)
     1        1:1        1:1       1 (23,3,2,0,1,1,2,2,0)
     2        1:1        1:1       1 (26,4,4,0,1,1,3,4,0)
     3        1:1        3:3   +   0.743 (31,2,2,8,1,1,2,2,1)
     4        1:1        1:1       0.999 (36,3,3,2,1,0,2,4,0)
     5        1:1        1:1       0.655 (45,2,2,7,1,1,3,1,1)
     6        1:1        2:2   +   1 (48,4,4,4,0,1,1,4,0)
     7        1:1        3:3   +   0.997 (46,1,2,7,1,1,3,1,1)
     8        1:1        1:1       1 (25,2,3,1,1,0,2,1,0)
     9        1:1        3:3   +   0.993 (40,3,3,3,1,1,2,2,1)
    10        1:1        3:3   +   0.993 (24,2,2,2,1,1,3,1,1)
    11        1:1        2:2   +   0.55 (46,1,4,8,1,1,1,4,1)
    12        1:1        1:1       0.996 (30,1,1,7,1,1,2,3,0)
    13        1:1        1:1       0.998 (21,4,4,1,1,1,3,4,0)
    14        1:1        1:1       0.987 (20,3,4,0,1,1,3,3,0)
    15        1:1        3:3   +   0.991 (32,2,4,5,1,1,2,3,0)
    16        1:1        1:1       1 (41,1,3,3,1,0,2,4,0)
    17        1:1        3:3   +   0.55 (33,3,3,3,1,1,3,4,0)
    18        1:1        1:1       1 (28,3,4,0,1,0,1,3,0)
    19        1:1        3:3   +   0.993 (27,3,4,2,1,1,1,3,0)
    20        1:1        2:2   +   0.999 (32,3,4,1,0,1,2,4,0)
    21        1:1        2:2   +   0.629 (20,2,3,1,1,1,3,4,0)
    22        1:1        1:1       0.954 (20,3,4,2,1,1,3,3,0)
    23        1:1        2:2   +   0.999 (38,3,3,5,1,1,1,4,0)
    24        1:1        2:2   +   0.999 (28,3,4,1,0,1,2,2,0)
    25        1:1        2:2   +   0.527 (35,2,3,8,1,1,3,3,1)
    26        1:1        3:3   +   0.993 (24,3,4,2,1,1,2,4,0)
    27        1:1        2:2   +   0.919 (31,4,4,3,1,0,2,3,0)
    28        1:1        1:1       0.859 (25,4,4,1,1,1,3,4,0)
    29        1:1        3:3   +   0.966 (24,2,4,2,1,1,3,4,0)
    30        1:1        3:3   +   1 (24,2,3,2,1,1,3,1,0)
    31        1:1        3:3   +   0.998 (45,2,4,8,1,1,2,3,0)
    32        1:1        3:3   +   0.999 (33,1,1,5,1,1,3,1,1)
    33        1:1        1:1       0.843 (20,2,3,3,1,1,3,4,0)
    34        2:2        3:3   +   0.993 (44,4,4,5,1,0,1,4,0)
    35        2:2        3:3   +   0.994 (31,4,4,4,1,1,3,3,0)
    36        2:2        2:2       0.951 (32,3,3,4,1,0,3,3,0)
    37        2:2        1:1   +   0.889 (21,3,4,3,1,1,1,4,0)
    38        2:2        1:1   +   0.881 (43,2,4,13,1,1,2,3,0)
    39        2:2        1:1   +   0.514 (28,4,4,2,0,1,1,4,0)
    40        2:2        3:3   +   0.959 (30,4,4,1,0,1,2,4,0)
    41        2:2        2:2       0.964 (22,4,4,1,1,1,1,3,0)
    42        2:2        2:2       0.511 (36,3,3,5,1,0,1,3,0)
    43        2:2        2:2       0.854 (41,3,3,5,1,1,1,4,0)
    44        2:2        3:3   +   0.99 (29,4,4,2,1,1,3,4,0)
    45        2:2        1:1   +   0.97 (30,3,3,2,1,1,2,3,0)
    46        2:2        2:2       0.968 (40,4,4,5,1,1,1,3,0)
    47        2:2        2:2       0.992 (34,4,4,4,1,0,3,3,0)
    48        2:2        3:3   +   0.602 (27,4,4,3,1,1,1,3,0)
    49        2:2        2:2       0.995 (38,4,4,5,1,1,1,3,0)
    50        2:2        1:1   +   0.808 (41,4,4,3,1,0,2,3,0)
    51        2:2        2:2       0.748 (30,4,1,4,1,1,3,3,0)
    52        2:2        2:2       0.999 (41,4,4,5,0,1,2,4,0)
    53        2:2        3:3   +   0.998 (37,4,4,2,1,0,3,3,0)
    54        2:2        2:2       0.788 (31,4,4,3,1,1,1,4,0)
    55        2:2        3:3   +   0.74 (34,4,4,3,1,1,1,4,0)
    56        2:2        3:3   +   0.997 (45,2,2,9,1,1,3,3,0)
    57        2:2        3:3   +   0.979 (34,4,4,2,1,1,1,4,0)
    58        2:2        3:3   +   1 (32,3,4,5,1,1,1,2,0)
    59        2:2        3:3   +   0.697 (24,4,4,1,1,1,1,4,0)
    60        2:2        1:1   +   0.604 (30,4,4,2,0,0,1,4,0)
    61        2:2        1:1   +   1 (42,3,3,4,1,1,2,4,0)
    62        2:2        3:3   +   0.811 (33,4,3,5,1,1,2,4,0)
    63        2:2        3:3   +   0.944 (32,4,4,2,0,0,1,4,0)
    64        2:2        2:2       0.982 (37,4,4,4,0,0,2,4,0)
    65        2:2        2:2       0.803 (39,4,4,3,1,1,1,4,0)
    66        2:2        2:2       0.961 (35,4,4,5,0,0,1,4,0)
    67        2:2        3:3   +   0.998 (24,4,4,1,1,1,3,2,0)
    68        3:3        3:3       0.603 (41,1,2,6,1,1,3,3,0)
    69        3:3        2:2   +   0.954 (20,3,4,1,0,1,2,4,0)
    70        3:3        2:2   +   1 (33,4,4,4,1,1,2,3,0)
    71        3:3        3:3       0.967 (40,3,4,6,1,1,1,3,0)
    72        3:3        2:2   +   0.994 (35,1,2,5,1,1,3,3,0)
    73        3:3        3:3       1 (35,2,3,6,1,1,2,3,0)
    74        3:3        1:1   +   0.592 (22,4,4,1,0,1,3,1,0)
    75        3:3        3:3       0.998 (21,4,4,2,1,1,3,3,0)
    76        3:3        3:3       0.994 (25,1,2,2,1,1,2,1,0)
    77        3:3        2:2   +   0.788 (31,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.971 (35,4,4,2,1,1,2,4,0)
    79        3:3        3:3       0.507 (36,1,2,4,1,1,3,1,1)
    80        3:3        2:2   +   0.999 (34,4,4,6,1,1,2,2,0)
    81        3:3        2:2   +   0.67 (23,2,3,2,1,0,3,2,0)
    82        3:3        1:1   +   0.504 (27,2,4,4,1,1,2,1,0)
    83        3:3        3:3       1 (22,4,3,1,1,1,2,2,0)
    84        3:3        3:3       0.966 (31,2,3,7,1,1,3,3,0)
    85        3:3        2:2   +   0.636 (34,2,2,4,0,1,3,2,0)
    86        3:3        1:1   +   0.996 (40,2,2,4,0,0,2,4,0)
    87        3:3        3:3       0.991 (30,3,3,4,1,0,2,2,0)
    88        3:3        2:2   +   0.998 (43,4,4,5,0,1,1,4,0)
    89        3:3        1:1   +   0.967 (25,4,4,1,0,1,1,4,0)
    90        3:3        3:3       1 (22,3,4,2,1,1,2,4,0)
    91        3:3        3:3       0.987 (24,2,2,2,1,1,3,4,0)
    92        3:3        3:3       0.997 (31,1,1,3,1,1,4,2,1)
    93        3:3        1:1   +   0.955 (37,3,4,5,1,0,2,4,0)
    94        3:3        1:1   +   0.96 (22,3,4,2,0,1,3,4,0)
    95        3:3        3:3       1 (21,3,3,2,1,1,2,3,0)
    96        3:3        1:1   +   0.992 (41,4,3,5,1,0,3,4,0)
    97        3:3        3:3       0.982 (44,3,4,5,1,0,1,4,0)
    98        3:3        3:3       1 (29,2,3,4,1,1,3,2,0)
    99        3:3        2:2   +   0.565 (22,3,4,3,1,1,2,3,0)
   100        3:3        3:3       0.801 (25,4,4,2,1,1,2,3,0)
   101        3:3        1:1   +   0.884 (32,3,2,5,1,1,3,3,0)
   102        3:3        3:3       1 (36,4,4,4,1,1,1,3,0)
   103        3:3        1:1   +   0.996 (25,2,2,1,1,1,3,1,0)
   104        3:3        2:2   +   0.783 (35,2,2,6,1,0,2,2,1)
   105        3:3        3:3       0.589 (22,2,2,2,1,1,2,3,0)
   106        3:3        3:3       1 (28,4,4,1,1,1,3,2,0)
   107        3:3        2:2   +   0.996 (19,4,4,1,1,1,2,3,0)
   108        3:3        1:1   +   0.961 (33,2,3,7,1,0,3,1,0)
   109        3:3        3:3       0.591 (23,3,2,1,1,1,3,3,0)
   110        3:3        2:2   +   0.973 (32,2,2,8,1,1,2,1,0)
   111        3:3        3:3       0.487 (40,3,4,5,1,1,1,2,0)
   112        3:3        2:2   +   0.528 (25,3,4,3,1,1,2,4,0)
   113        3:3        3:3       0.983 (32,3,4,5,0,1,1,4,0)
   114        3:3        3:3       0.758 (31,4,4,2,0,1,1,4,0)
   115        3:3        3:3       0.923 (35,3,4,5,1,1,1,4,0)
   116        3:3        2:2   +   0.917 (27,4,4,1,1,1,1,4,0)
   117        3:3        2:2   +   0.887 (36,2,2,7,1,0,2,2,1)
   118        3:3        2:2   +   0.45 (39,4,3,4,1,1,3,4,0)
     1        1:1        1:1       0.785 (39,3,4,6,1,1,1,4,0)
     2        1:1        3:3   +   0.948 (32,1,2,4,1,1,3,2,1)
     3        1:1        2:2   +   0.978 (46,3,1,5,1,1,3,2,0)
     4        1:1        2:2   +   0.521 (34,4,3,0,0,0,3,3,0)
     5        1:1        2:2   +   0.977 (40,2,2,8,1,1,2,2,0)
     6        1:1        2:2   +   0.751 (42,4,4,3,1,1,1,4,0)
     7        1:1        1:1       0.962 (49,1,3,6,1,1,2,4,0)
     8        1:1        1:1       0.874 (48,1,1,8,1,0,2,2,1)
     9        1:1        3:3   +   0.984 (37,2,3,5,0,0,2,4,0)
    10        1:1        3:3   +   0.998 (27,3,4,0,1,1,3,3,0)
    11        1:1        2:2   +   0.672 (40,1,2,6,1,1,3,1,1)
    12        1:1        3:3   +   1 (29,3,4,4,1,1,1,4,0)
    13        1:1        1:1       1 (28,1,4,0,1,0,4,1,0)
    14        1:1        1:1       0.548 (45,1,3,7,1,0,1,3,0)
    15        1:1        3:3   +   0.787 (25,4,4,0,1,0,2,4,0)
    16        1:1        1:1       0.986 (45,2,3,6,1,1,3,2,1)
    17        1:1        3:3   +   0.973 (44,1,4,9,1,1,1,2,0)
    18        1:1        1:1       1 (28,3,4,0,1,0,3,4,0)
    19        1:1        2:2   +   1 (28,4,4,3,0,1,1,4,0)
    20        1:1        2:2   +   0.63 (27,2,2,1,1,0,3,2,1)
    21        1:1        2:2   +   0.963 (25,4,4,3,1,1,1,2,0)
    22        1:1        2:2   +   0.999 (41,3,4,3,0,1,2,4,0)
    23        1:1        3:3   +   0.994 (43,3,4,2,0,1,3,4,0)
    24        1:1        3:3   +   0.785 (33,4,4,0,1,0,3,3,0)
    25        1:1        2:2   +   0.999 (33,4,4,3,0,0,1,3,0)
    26        1:1        1:1       0.998 (48,1,1,1,1,0,3,3,1)
    27        1:1        1:1       1 (42,4,4,1,1,0,1,4,0)
    28        1:1        1:1       0.993 (47,1,4,6,1,1,1,4,0)
    29        1:1        1:1       0.998 (45,4,4,1,1,1,1,4,0)
    30        1:1        1:1       1 (23,4,4,0,1,0,1,4,0)
    31        1:1        2:2   +   1 (38,2,4,3,1,1,1,3,0)
    32        1:1        3:3   +   0.988 (39,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.953 (23,3,3,2,1,1,2,2,0)
    34        2:2        1:1   +   1 (30,2,4,1,1,0,3,4,0)
    35        2:2        2:2       0.983 (22,4,4,1,1,1,1,2,0)
    36        2:2        1:1   +   0.957 (27,4,4,3,1,1,1,4,0)
    37        2:2        3:3   +   0.981 (36,4,4,4,0,1,1,4,0)
    38        2:2        2:2       1 (42,4,4,4,0,0,2,4,0)
    39        2:2        3:3   +   0.82 (44,1,4,2,1,1,1,3,0)
    40        2:2        3:3   +   0.887 (29,3,4,2,1,1,1,4,0)
    41        2:2        1:1   +   0.997 (23,4,4,1,1,0,3,4,0)
    42        2:2        2:2       0.999 (41,4,4,4,0,0,2,4,0)
    43        2:2        3:3   +   1 (35,3,4,5,1,0,1,3,1)
    44        2:2        2:2       0.993 (38,4,4,4,0,0,1,2,0)
    45        2:2        3:3   +   1 (37,4,4,3,0,1,3,4,0)
    46        2:2        3:3   +   1 (30,2,4,3,1,1,3,4,0)
    47        2:2        2:2       1 (25,3,1,2,1,0,3,4,0)
    48        2:2        3:3   +   0.818 (36,3,2,6,1,1,3,2,0)
    49        2:2        2:2       0.767 (36,4,4,3,1,1,1,4,0)
    50        2:2        3:3   +   0.659 (35,4,4,5,1,0,1,3,0)
    51        2:2        3:3   +   1 (22,3,4,1,1,1,4,4,0)
    52        2:2        2:2       0.789 (34,3,3,6,1,1,3,4,0)
    53        2:2        3:3   +   0.998 (29,3,4,3,1,1,1,3,0)
    54        2:2        2:2       0.914 (29,4,4,2,1,0,1,3,0)
    55        2:2        3:3   +   0.76 (43,3,4,5,1,1,3,2,1)
    56        2:2        1:1   +   0.998 (47,1,1,10,1,1,3,3,0)
    57        2:2        3:3   +   1 (29,4,4,3,1,1,1,4,0)
    58        2:2        3:3   +   0.986 (35,4,4,4,1,1,1,4,0)
    59        2:2        1:1   +   0.562 (38,4,4,2,1,1,1,4,0)
    60        2:2        3:3   +   0.998 (29,3,4,3,1,1,1,3,0)
    61        2:2        3:3   +   0.938 (32,4,4,2,1,0,3,4,0)
    62        2:2        3:3   +   1 (29,4,4,3,1,1,3,2,0)
    63        2:2        3:3   +   0.666 (46,4,3,5,1,1,1,4,0)
    64        2:2        1:1   +   0.666 (30,3,4,7,1,1,2,4,0)
    65        2:2        3:3   +   1 (23,4,3,3,1,1,3,3,0)
    66        2:2        2:2       0.997 (26,4,4,1,1,0,2,3,0)
