

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    31        1:1        1:1       0.5 (23,3,4,4,1,1,3,1,1)
    32        1:1        1:1       1 (30,4,2,0,1,0,3,3,0)
    33        1:1        3:3   +   0.5 (33,2,2,3,0,0,2,4,0)
    34        1:1        3:3   +   0.5 (34,2,3,7,1,0,3,3,0)
    35        2:2        2:2       0.627 (39,4,4,4,1,0,1,4,0)
    36        2:2        3:3   +   0.398 (23,4,4,1,0,1,1,4,0)
    37        2:2        3:3   +   1 (38,3,4,7,0,1,2,3,0)
    38        2:2        3:3   +   0.5 (30,2,3,5,1,1,3,1,1)
    39        2:2        3:3   +   0.5 (42,2,4,8,1,1,1,4,0)
    40        2:2        2:2       0.465 (31,4,4,3,0,0,4,4,0)
    41        2:2        2:2       0.875 (37,4,4,7,1,1,1,4,0)
    42        2:2        3:3   +   0.643 (26,3,3,2,1,1,1,3,0)
    43        2:2        3:3   +   1 (33,3,3,6,1,1,3,4,0)
    44        2:2        2:2       0.465 (36,4,4,3,0,1,1,3,0)
    45        2:2        2:2       0.462 (35,4,4,5,1,1,1,4,0)
    46        2:2        2:2       0.627 (41,4,4,4,1,1,1,4,0)
    47        2:2        3:3   +   0.5 (25,2,4,6,1,1,3,4,0)
    48        2:2        2:2       0.571 (44,4,4,6,0,1,1,3,0)
    49        2:2        3:3   +   0.5 (35,2,4,3,0,0,3,4,1)
    50        2:2        2:2       0.5 (42,4,4,8,0,1,1,4,0)
    51        2:2        3:3   +   0.5 (24,2,4,2,1,1,3,3,0)
    52        2:2        1:1   +   0.5 (34,3,4,2,0,1,2,3,0)
    53        2:2        1:1   +   0.535 (34,1,2,5,1,1,3,4,0)
    54        2:2        2:2       0.571 (38,4,4,6,1,1,3,3,0)
    55        2:2        3:3   +   0.526 (25,3,1,4,1,1,3,1,0)
    56        2:2        2:2       0.875 (41,4,4,7,1,1,2,4,0)
    57        2:2        2:2       0.465 (36,4,4,3,1,0,1,4,0)
    58        2:2        2:2       0.5 (47,4,4,8,1,1,1,4,0)
    59        2:2        3:3   +   0.553 (29,4,4,2,1,1,1,4,0)
    60        2:2        2:2       0.627 (37,4,4,4,1,1,1,4,0)
    61        2:2        3:3   +   0.5 (38,2,3,4,1,1,1,2,0)
    62        2:2        2:2       1 (45,3,3,6,0,1,2,4,0)
    63        2:2        3:3   +   0.553 (24,4,4,2,1,0,1,3,0)
    64        2:2        1:1   +   0.667 (35,3,4,3,1,1,2,2,0)
    65        2:2        3:3   +   0.5 (28,2,3,2,1,1,3,3,0)
    66        2:2        2:2       0.627 (39,4,4,4,0,1,1,4,0)
    67        2:2        2:2       0.465 (42,4,4,3,1,0,1,4,0)
    68        3:3        3:3       0.5 (21,2,2,1,1,1,3,2,0)
    69        3:3        2:2   +   0.427 (38,4,3,9,1,1,3,3,0)
    70        3:3        3:3       0.571 (22,3,4,1,0,0,1,4,0)
    71        3:3        1:1   +   0.8 (48,3,4,8,1,0,1,4,0)
    72        3:3        3:3       0.5 (26,2,3,2,1,1,2,3,0)
    73        3:3        2:2   +   0.465 (32,4,4,3,1,0,1,4,0)
    74        3:3        2:2   +   0.465 (32,4,4,3,1,1,1,4,0)
    75        3:3        3:3       0.9 (21,3,3,1,1,1,3,3,0)
    76        3:3        1:1   +   0.5 (33,3,3,3,1,1,3,3,0)
    77        3:3        2:2   +   0.465 (29,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.553 (28,4,4,2,1,1,1,4,0)
    79        3:3        3:3       0.398 (19,4,4,1,1,1,3,2,0)
    80        3:3        3:3       0.553 (34,4,4,2,1,1,1,4,0)
    81        3:3        3:3       0.9 (21,3,4,1,1,1,3,2,0)
    82        3:3        3:3       0.5 (28,2,4,4,1,1,3,4,0)
    83        3:3        3:3       0.398 (25,4,4,1,1,1,1,4,0)
    84        3:3        3:3       0.5 (30,2,2,6,1,1,3,1,0)
    85        3:3        3:3       0.553 (26,4,4,2,1,0,1,4,0)
    86        3:3        3:3       0.398 (24,4,4,1,1,1,1,3,0)
    87        3:3        3:3       0.5 (24,2,3,2,1,1,2,1,0)
    88        3:3        3:3       0.5 (46,2,3,6,0,0,3,4,0)
    89        3:3        2:2   +   0.462 (47,4,4,5,1,1,1,3,0)
    90        3:3        3:3       0.571 (22,3,3,3,1,1,3,3,0)
    91        3:3        3:3       0.553 (25,4,4,2,1,1,3,3,0)
    92        3:3        3:3       0.643 (26,3,3,3,1,1,3,3,0)
    93        3:3        1:1   +   0.571 (37,3,3,11,1,1,1,2,0)
    94        3:3        3:3       0.553 (26,4,4,2,1,0,3,3,0)
    95        3:3        3:3       0.5 (25,2,3,4,1,1,3,3,0)
    96        3:3        3:3       0.5 (30,2,2,4,1,1,2,4,0)
    97        3:3        3:3       1 (29,3,3,6,1,1,3,3,0)
    98        3:3        3:3       0.667 (30,3,4,4,1,1,3,3,0)
    99        3:3        1:1   +   0.535 (30,1,3,4,1,1,3,4,0)
   100        3:3        1:1   +   0.5 (19,3,3,1,1,1,2,1,0)
   101        3:3        3:3       0.5 (25,2,4,3,1,1,1,3,0)
   102        3:3        3:3       0.553 (24,4,4,2,1,1,1,4,0)
   103        3:3        2:2   +   0.627 (27,4,4,4,1,1,1,2,1)
   104        3:3        2:2   +   0.465 (24,4,3,3,1,1,3,3,0)
   105        3:3        3:3       0.5 (33,2,2,2,1,1,3,4,0)
   106        3:3        3:3       0.9 (21,3,4,3,1,1,3,1,0)
   107        3:3        3:3       0.5 (16,2,3,1,1,1,3,1,0)
   108        3:3        2:2   +   0.627 (35,4,4,4,0,0,1,4,0)
   109        3:3        3:3       0.643 (26,3,4,3,1,1,3,3,0)
   110        3:3        3:3       0.538 (24,3,3,1,1,1,3,2,0)
   111        3:3        2:2   +   0.667 (34,3,3,6,1,1,1,4,0)
   112        3:3        3:3       0.5 (37,2,3,5,1,1,4,2,0)
   113        3:3        1:1   +   0.535 (23,1,2,3,1,1,3,2,1)
   114        3:3        3:3       1 (29,3,3,3,1,1,2,1,0)
   115        3:3        2:2   +   0.627 (35,4,4,4,1,1,1,4,0)
   116        3:3        3:3       0.643 (26,3,4,3,1,1,3,2,0)
   117        3:3        2:2   +   0.465 (31,4,4,3,1,0,1,4,0)
   118        3:3        3:3       0.667 (30,3,4,2,1,1,1,2,0)
     1        1:1        3:3   +   0.519 (25,3,3,1,1,0,2,4,0)
     2        1:1        2:2   +   0.556 (23,4,4,1,1,0,2,4,0)
     3        1:1        3:3   +   0.439 (31,3,4,2,1,1,3,3,0)
     4        1:1        3:3   +   0.509 (47,2,2,4,1,1,3,1,0)
     5        1:1        3:3   +   0.485 (30,3,3,5,1,0,3,4,0)
     6        1:1        3:3   +   0.509 (35,2,2,6,1,0,3,1,1)
     7        1:1        3:3   +   0.614 (25,3,4,3,1,1,1,1,0)
     8        1:1        3:3   +   0.509 (28,2,3,1,1,1,3,1,0)
     9        1:1        3:3   +   0.519 (39,3,1,1,1,1,2,3,0)
    10        1:1        3:3   +   1 (28,4,4,1,0,1,2,4,0)
    11        1:1        3:3   +   0.439 (22,3,4,2,1,1,2,3,0)
    12        1:1        3:3   +   0.519 (18,3,4,1,1,1,3,1,0)
    13        1:1        3:3   +   0.558 (37,3,4,4,1,0,2,4,0)
    14        1:1        2:2   +   0.461 (36,4,3,3,1,0,3,2,0)
    15        1:1        1:1       0.552 (31,1,1,6,1,1,3,2,0)
    16        1:1        3:3   +   0.509 (39,2,3,10,1,1,3,4,0)
    17        1:1        1:1       1 (25,4,4,0,1,0,3,4,0)
    18        1:1        1:1       0.552 (25,1,4,2,1,0,3,3,1)
    19        1:1        3:3   +   0.392 (49,4,4,1,1,1,3,4,0)
    20        1:1        1:1       0.552 (46,1,2,8,1,1,3,3,1)
    21        1:1        3:3   +   0.524 (31,4,4,2,1,1,1,2,0)
    22        1:1        2:2   +   0.461 (42,4,4,3,1,0,1,4,0)
    23        1:1        3:3   +   0.509 (37,2,3,4,1,1,2,3,0)
    24        1:1        3:3   +   0.519 (20,3,4,1,1,1,3,2,0)
    25        1:1        1:1       1 (45,3,4,0,1,1,1,3,0)
    26        1:1        3:3   +   0.509 (49,2,3,0,1,1,1,2,0)
    27        1:1        3:3   +   0.509 (22,2,4,1,1,1,3,4,0)
    28        1:1        3:3   +   0.833 (42,3,3,8,1,1,4,3,0)
    29        1:1        3:3   +   0.509 (21,2,4,3,1,1,3,2,0)
    30        1:1        3:3   +   0.509 (34,2,2,9,1,0,2,3,0)
    31        1:1        1:1       0.552 (39,1,2,2,1,1,3,1,1)
    32        1:1        3:3   +   0.509 (42,2,4,2,1,1,3,4,0)
    33        1:1        3:3   +   0.509 (30,2,3,2,1,0,2,4,0)
    34        2:2        3:3   +   0.509 (33,2,3,5,1,0,2,1,0)
    35        2:2        2:2       0.579 (41,4,4,6,1,1,1,4,0)
    36        2:2        3:3   +   0.614 (28,3,4,3,1,1,1,4,0)
    37        2:2        3:3   +   0.614 (34,3,4,3,0,1,1,4,0)
    38        2:2        3:3   +   0.524 (34,4,4,2,0,0,3,2,0)
    39        2:2        3:3   +   0.524 (33,4,4,2,0,0,1,3,0)
    40        2:2        2:2       0.615 (44,4,4,4,1,1,1,4,0)
    41        2:2        2:2       0.615 (45,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.579 (40,4,4,6,1,1,1,3,0)
    43        2:2        2:2       0.461 (48,4,4,3,0,1,1,4,0)
    44        2:2        2:2       0.579 (43,4,4,6,1,1,1,4,0)
    45        2:2        1:1   +   0.552 (43,1,3,4,1,1,1,4,0)
    46        2:2        2:2       0.75 (41,4,4,8,1,1,1,4,0)
    47        2:2        3:3   +   0.485 (41,3,4,5,1,1,1,3,0)
    48        2:2        3:3   +   0.509 (26,2,4,2,1,1,1,4,0)
    49        2:2        3:3   +   0.558 (42,3,3,4,0,1,3,4,0)
    50        2:2        3:3   +   0.833 (45,3,3,8,1,1,2,3,0)
    51        2:2        2:2       0.615 (29,4,3,4,1,0,3,2,0)
    52        2:2        3:3   +   0.509 (42,2,4,5,0,1,2,3,0)
    53        2:2        3:3   +   0.485 (27,3,2,5,1,1,2,4,0)
    54        2:2        2:2       0.615 (47,4,4,4,1,0,1,4,0)
    55        2:2        2:2       0.615 (39,4,4,4,1,1,1,4,0)
    56        2:2        3:3   +   0.509 (26,2,4,2,1,1,1,3,0)
    57        2:2        2:2       0.615 (35,4,4,4,0,1,3,3,0)
    58        2:2        2:2       0.461 (35,4,4,3,0,0,3,4,0)
    59        2:2        3:3   +   0.614 (37,3,4,3,1,1,1,3,0)
    60        2:2        2:2       0.461 (33,4,4,3,1,1,1,4,0)
    61        2:2        3:3   +   0.524 (28,4,4,2,1,1,1,3,0)
    62        2:2        3:3   +   0.509 (34,2,3,2,1,1,3,3,0)
    63        2:2        3:3   +   0.667 (44,3,3,9,1,1,1,1,0)
    64        2:2        2:2       0.389 (32,3,3,6,1,0,3,3,0)
    65        2:2        1:1   +   1 (49,4,4,10,1,1,1,4,0)
    66        2:2        2:2       0.461 (44,4,4,3,1,1,1,4,0)
    67        2:2        2:2       1 (48,4,4,7,0,1,1,4,0)
    68        3:3        2:2   +   0.583 (24,4,4,1,1,1,1,3,0)
    69        3:3        3:3       0.509 (36,2,2,5,1,1,3,4,0)
    70        3:3        3:3       0.6 (19,4,4,1,1,1,1,3,0)
    71        3:3        3:3       0.509 (29,2,3,3,1,1,3,3,0)
    72        3:3        1:1   +   0.552 (41,1,4,5,1,0,2,4,0)
    73        3:3        3:3       0.524 (27,4,4,2,0,0,2,4,0)
    74        3:3        3:3       0.558 (32,3,4,4,1,1,3,2,0)
    75        3:3        1:1   +   0.552 (29,1,4,3,1,1,4,4,1)
    76        3:3        3:3       0.509 (35,2,3,6,1,0,3,2,0)
    77        3:3        2:2   +   0.431 (49,4,3,13,1,1,1,4,0)
    78        3:3        2:2   +   0.461 (32,4,4,3,0,1,1,4,0)
    79        3:3        2:2   +   0.461 (26,4,4,3,1,1,3,2,0)
    80        3:3        2:2   +   0.75 (44,4,4,8,1,1,2,4,0)
    81        3:3        3:3       0.524 (22,4,4,2,1,1,3,4,0)
    82        3:3        3:3       0.667 (36,3,4,9,1,1,3,4,0)
    83        3:3        3:3       0.614 (30,3,3,3,1,1,3,1,0)
    84        3:3        1:1   +   0.552 (45,1,3,3,1,1,3,2,0)
    85        3:3        1:1   +   1 (28,4,4,1,1,1,1,3,0)
    86        3:3        2:2   +   0.579 (35,4,4,6,1,1,1,4,0)
    87        3:3        3:3       0.524 (33,4,4,2,1,0,2,4,0)
    88        3:3        3:3       0.524 (21,4,4,2,1,1,2,3,0)
    89        3:3        2:2   +   0.461 (39,4,4,3,1,0,1,4,0)
    90        3:3        3:3       0.524 (34,4,4,2,1,1,3,3,0)
    91        3:3        3:3       0.439 (20,3,3,2,1,1,2,2,1)
    92        3:3        3:3       0.509 (27,2,4,1,1,1,1,4,0)
    93        3:3        3:3       0.524 (30,4,4,2,1,1,4,3,0)
    94        3:3        2:2   +   0.431 (48,4,4,16,1,1,1,4,0)
    95        3:3        3:3       0.509 (20,2,2,1,1,1,3,2,0)
    96        3:3        3:3       0.519 (21,3,2,1,1,1,3,1,1)
    97        3:3        2:2   +   0.487 (44,4,4,5,1,1,3,4,0)
    98        3:3        2:2   +   0.615 (47,4,3,4,1,1,1,3,0)
    99        3:3        2:2   +   1 (42,4,4,7,1,1,2,4,0)
   100        3:3        3:3       0.509 (17,2,2,1,1,1,3,2,0)
   101        3:3        3:3       0.558 (33,3,4,4,1,1,3,3,0)
   102        3:3        2:2   +   0.487 (47,4,4,5,1,1,3,2,0)
   103        3:3        3:3       0.614 (28,3,4,3,1,1,1,4,0)
   104        3:3        2:2   +   0.615 (36,4,4,4,1,1,1,4,0)
   105        3:3        2:2   +   0.461 (32,4,4,3,0,1,1,4,0)
   106        3:3        3:3       0.524 (26,4,4,2,1,1,3,3,0)
   107        3:3        2:2   +   0.5 (21,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.524 (19,4,4,2,1,1,1,4,0)
   109        3:3        2:2   +   0.615 (40,4,4,4,1,1,1,4,0)
   110        3:3        3:3       0.509 (25,2,3,5,1,1,2,3,0)
   111        3:3        3:3       0.509 (28,2,3,3,1,1,3,4,0)
   112        3:3        1:1   +   0.552 (36,1,3,6,1,1,3,2,0)
   113        3:3        3:3       0.524 (32,4,4,2,0,0,1,4,0)
   114        3:3        2:2   +   0.389 (33,3,4,6,1,1,3,2,0)
   115        3:3        1:1   +   0.552 (28,1,3,5,1,1,3,4,0)
   116        3:3        3:3       0.509 (37,2,4,5,1,1,1,4,0)
   117        3:3        2:2   +   0.461 (33,4,4,3,1,1,1,4,0)
   118        3:3        3:3       0.524 (33,4,4,2,1,1,2,4,0)
     1        1:1        1:1       0.959 (23,3,2,0,1,1,2,2,0)
     2        1:1        1:1       0.959 (26,4,4,0,1,1,3,4,0)
     3        1:1        1:1       0.667 (31,2,2,8,1,1,2,2,1)
     4        1:1        3:3   +   0.49 (36,3,3,2,1,0,2,4,0)
     5        1:1        2:2   +   0.559 (45,2,2,7,1,1,3,1,1)
     6        1:1        2:2   +   0.636 (48,4,4,4,0,1,1,4,0)
     7        1:1        2:2   +   0.559 (46,1,2,7,1,1,3,1,1)
     8        1:1        3:3   +   0.667 (25,2,3,1,1,0,2,1,0)
     9        1:1        3:3   +   0.54 (40,3,3,3,1,1,2,2,1)
    10        1:1        3:3   +   0.49 (24,2,2,2,1,1,3,1,1)
    11        1:1        3:3   +   0.538 (46,1,4,8,1,1,1,4,1)
    12        1:1        2:2   +   0.559 (30,1,1,7,1,1,2,3,0)
    13        1:1        3:3   +   0.75 (21,4,4,1,1,1,3,4,0)
    14        1:1        1:1       0.959 (20,3,4,0,1,1,3,3,0)
    15        1:1        3:3   +   0.5 (32,2,4,5,1,1,2,3,0)
    16        1:1        3:3   +   0.54 (41,1,3,3,1,0,2,4,0)
    17        1:1        3:3   +   0.54 (33,3,3,3,1,1,3,4,0)
    18        1:1        1:1       0.959 (28,3,4,0,1,0,1,3,0)
    19        1:1        3:3   +   0.49 (27,3,4,2,1,1,1,3,0)
    20        1:1        1:1       1 (32,3,4,1,0,1,2,4,0)
    21        1:1        3:3   +   1 (20,2,3,1,1,1,3,4,0)
    22        1:1        3:3   +   0.49 (20,3,4,2,1,1,3,3,0)
    23        1:1        3:3   +   0.5 (38,3,3,5,1,1,1,4,0)
    24        1:1        1:1       0.625 (28,3,4,1,0,1,2,2,0)
    25        1:1        1:1       0.714 (35,2,3,8,1,1,3,3,1)
    26        1:1        3:3   +   0.49 (24,3,4,2,1,1,2,4,0)
    27        1:1        3:3   +   0.54 (31,4,4,3,1,0,2,3,0)
    28        1:1        3:3   +   0.429 (25,4,4,1,1,1,3,4,0)
    29        1:1        3:3   +   0.49 (24,2,4,2,1,1,3,4,0)
    30        1:1        3:3   +   0.49 (24,2,3,2,1,1,3,1,0)
    31        1:1        1:1       0.714 (45,2,4,8,1,1,2,3,0)
    32        1:1        3:3   +   0.5 (33,1,1,5,1,1,3,1,1)
    33        1:1        3:3   +   0.54 (20,2,3,3,1,1,3,4,0)
    34        2:2        3:3   +   0.5 (44,4,4,5,1,0,1,4,0)
    35        2:2        2:2       0.636 (31,4,4,4,1,1,3,3,0)
    36        2:2        3:3   +   0.568 (32,3,3,4,1,0,3,3,0)
    37        2:2        3:3   +   0.54 (21,3,4,3,1,1,1,4,0)
    38        2:2        3:3   +   1 (43,2,4,13,1,1,2,3,0)
    39        2:2        3:3   +   0.49 (28,4,4,2,0,1,1,4,0)
    40        2:2        3:3   +   0.5 (30,4,4,1,0,1,2,4,0)
    41        2:2        3:3   +   0.6 (22,4,4,1,1,1,1,3,0)
    42        2:2        3:3   +   0.5 (36,3,3,5,1,0,1,3,0)
    43        2:2        3:3   +   0.5 (41,3,3,5,1,1,1,4,0)
    44        2:2        3:3   +   0.49 (29,4,4,2,1,1,3,4,0)
    45        2:2        3:3   +   0.49 (30,3,3,2,1,1,2,3,0)
    46        2:2        3:3   +   0.5 (40,4,4,5,1,1,1,3,0)
    47        2:2        2:2       0.636 (34,4,4,4,1,0,3,3,0)
    48        2:2        3:3   +   0.54 (27,4,4,3,1,1,1,3,0)
    49        2:2        3:3   +   0.5 (38,4,4,5,1,1,1,3,0)
    50        2:2        3:3   +   0.54 (41,4,4,3,1,0,2,3,0)
    51        2:2        2:2       0.636 (30,4,1,4,1,1,3,3,0)
    52        2:2        3:3   +   0.5 (41,4,4,5,0,1,2,4,0)
    53        2:2        3:3   +   0.49 (37,4,4,2,1,0,3,3,0)
    54        2:2        3:3   +   0.54 (31,4,4,3,1,1,1,4,0)
    55        2:2        3:3   +   0.54 (34,4,4,3,1,1,1,4,0)
    56        2:2        3:3   +   0.875 (45,2,2,9,1,1,3,3,0)
    57        2:2        3:3   +   0.49 (34,4,4,2,1,1,1,4,0)
    58        2:2        3:3   +   0.5 (32,3,4,5,1,1,1,2,0)
    59        2:2        3:3   +   0.6 (24,4,4,1,1,1,1,4,0)
    60        2:2        3:3   +   0.49 (30,4,4,2,0,0,1,4,0)
    61        2:2        3:3   +   0.568 (42,3,3,4,1,1,2,4,0)
    62        2:2        3:3   +   0.5 (33,4,3,5,1,1,2,4,0)
    63        2:2        3:3   +   0.49 (32,4,4,2,0,0,1,4,0)
    64        2:2        2:2       0.636 (37,4,4,4,0,0,2,4,0)
    65        2:2        3:3   +   0.54 (39,4,4,3,1,1,1,4,0)
    66        2:2        3:3   +   0.5 (35,4,4,5,0,0,1,4,0)
    67        2:2        3:3   +   0.6 (24,4,4,1,1,1,3,2,0)
    68        3:3        2:2   +   1 (41,1,2,6,1,1,3,3,0)
    69        3:3        2:2   +   0.667 (20,3,4,1,0,1,2,4,0)
    70        3:3        2:2   +   0.636 (33,4,4,4,1,1,2,3,0)
    71        3:3        2:2   +   1 (40,3,4,6,1,1,1,3,0)
    72        3:3        3:3       0.5 (35,1,2,5,1,1,3,3,0)
    73        3:3        3:3       0.556 (35,2,3,6,1,1,2,3,0)
    74        3:3        3:3       0.6 (22,4,4,1,0,1,3,1,0)
    75        3:3        3:3       0.49 (21,4,4,2,1,1,3,3,0)
    76        3:3        3:3       0.49 (25,1,2,2,1,1,2,1,0)
    77        3:3        3:3       0.54 (31,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.49 (35,4,4,2,1,1,2,4,0)
    79        3:3        3:3       0.667 (36,1,2,4,1,1,3,1,1)
    80        3:3        1:1   +   0.333 (34,4,4,6,1,1,2,2,0)
    81        3:3        3:3       0.49 (23,2,3,2,1,0,3,2,0)
    82        3:3        3:3       0.536 (27,2,4,4,1,1,2,1,0)
    83        3:3        3:3       0.6 (22,4,3,1,1,1,2,2,0)
    84        3:3        2:2   +   0.559 (31,2,3,7,1,1,3,3,0)
    85        3:3        3:3       0.536 (34,2,2,4,0,1,3,2,0)
    86        3:3        3:3       0.536 (40,2,2,4,0,0,2,4,0)
    87        3:3        3:3       0.568 (30,3,3,4,1,0,2,2,0)
    88        3:3        3:3       0.5 (43,4,4,5,0,1,1,4,0)
    89        3:3        3:3       0.429 (25,4,4,1,0,1,1,4,0)
    90        3:3        3:3       0.49 (22,3,4,2,1,1,2,4,0)
    91        3:3        3:3       0.49 (24,2,2,2,1,1,3,4,0)
    92        3:3        3:3       0.54 (31,1,1,3,1,1,4,2,1)
    93        3:3        3:3       0.5 (37,3,4,5,1,0,2,4,0)
    94        3:3        3:3       0.49 (22,3,4,2,0,1,3,4,0)
    95        3:3        3:3       0.49 (21,3,3,2,1,1,2,3,0)
    96        3:3        3:3       0.5 (41,4,3,5,1,0,3,4,0)
    97        3:3        3:3       0.5 (44,3,4,5,1,0,1,4,0)
    98        3:3        3:3       0.536 (29,2,3,4,1,1,3,2,0)
    99        3:3        3:3       0.54 (22,3,4,3,1,1,2,3,0)
   100        3:3        3:3       0.49 (25,4,4,2,1,1,2,3,0)
   101        3:3        3:3       0.5 (32,3,2,5,1,1,3,3,0)
   102        3:3        2:2   +   0.636 (36,4,4,4,1,1,1,3,0)
   103        3:3        3:3       0.667 (25,2,2,1,1,1,3,1,0)
   104        3:3        3:3       0.556 (35,2,2,6,1,0,2,2,1)
   105        3:3        3:3       0.49 (22,2,2,2,1,1,2,3,0)
   106        3:3        1:1   +   0.625 (28,4,4,1,1,1,3,2,0)
   107        3:3        3:3       0.625 (19,4,4,1,1,1,2,3,0)
   108        3:3        2:2   +   0.559 (33,2,3,7,1,0,3,1,0)
   109        3:3        2:2   +   0.667 (23,3,2,1,1,1,3,3,0)
   110        3:3        1:1   +   1 (32,2,2,8,1,1,2,1,0)
   111        3:3        3:3       0.5 (40,3,4,5,1,1,1,2,0)
   112        3:3        3:3       0.54 (25,3,4,3,1,1,2,4,0)
   113        3:3        3:3       0.5 (32,3,4,5,0,1,1,4,0)
   114        3:3        3:3       0.49 (31,4,4,2,0,1,1,4,0)
   115        3:3        3:3       0.5 (35,3,4,5,1,1,1,4,0)
   116        3:3        2:2   +   1 (27,4,4,1,1,1,1,4,0)
   117        3:3        2:2   +   0.559 (36,2,2,7,1,0,2,2,1)
   118        3:3        2:2   +   0.636 (39,4,3,4,1,1,3,4,0)
     1        1:1        1:1       0.5 (39,3,4,6,1,1,1,4,0)
     2        1:1        1:1       0.533 (32,1,2,4,1,1,3,2,1)
     3        1:1        3:3   +   1 (46,3,1,5,1,1,3,2,0)
     4        1:1        1:1       1 (34,4,3,0,0,0,3,3,0)
     5        1:1        3:3   +   0.489 (40,2,2,8,1,1,2,2,0)
     6        1:1        2:2   +   0.455 (42,4,4,3,1,1,1,4,0)
     7        1:1        1:1       0.533 (49,1,3,6,1,1,2,4,0)
     8        1:1        1:1       0.533 (48,1,1,8,1,0,2,2,1)
     9        1:1        3:3   +   0.489 (37,2,3,5,0,0,2,4,0)
    10        1:1        3:3   +   0.667 (27,3,4,0,1,1,3,3,0)
    11        1:1        1:1       0.533 (40,1,2,6,1,1,3,1,1)
    12        1:1        3:3   +   0.667 (29,3,4,4,1,1,1,4,0)
    13        1:1        1:1       0.533 (28,1,4,0,1,0,4,1,0)
    14        1:1        1:1       0.533 (45,1,3,7,1,0,1,3,0)
    15        1:1        1:1       1 (25,4,4,0,1,0,2,4,0)
    16        1:1        3:3   +   0.489 (45,2,3,6,1,1,3,2,1)
    17        1:1        1:1       0.533 (44,1,4,9,1,1,1,2,0)
    18        1:1        3:3   +   0.385 (28,3,4,0,1,0,3,4,0)
    19        1:1        2:2   +   0.455 (28,4,4,3,0,1,1,4,0)
    20        1:1        3:3   +   0.489 (27,2,2,1,1,0,3,2,1)
    21        1:1        2:2   +   0.455 (25,4,4,3,1,1,1,2,0)
    22        1:1        2:2   +   0.6 (41,3,4,3,0,1,2,4,0)
    23        1:1        1:1       0.667 (43,3,4,2,0,1,3,4,0)
    24        1:1        1:1       1 (33,4,4,0,1,0,3,3,0)
    25        1:1        2:2   +   0.455 (33,4,4,3,0,0,1,3,0)
    26        1:1        1:1       0.533 (48,1,1,1,1,0,3,3,1)
    27        1:1        3:3   +   0.4 (42,4,4,1,1,0,1,4,0)
    28        1:1        1:1       0.533 (47,1,4,6,1,1,1,4,0)
    29        1:1        3:3   +   0.4 (45,4,4,1,1,1,1,4,0)
    30        1:1        1:1       1 (23,4,4,0,1,0,1,4,0)
    31        1:1        3:3   +   0.489 (38,2,4,3,1,1,1,3,0)
    32        1:1        3:3   +   0.558 (39,4,4,2,1,0,1,4,0)
    33        1:1        1:1       0.455 (23,3,3,2,1,1,2,2,0)
    34        2:2        3:3   +   0.489 (30,2,4,1,1,0,3,4,0)
    35        2:2        3:3   +   0.4 (22,4,4,1,1,1,1,2,0)
    36        2:2        2:2       0.455 (27,4,4,3,1,1,1,4,0)
    37        2:2        2:2       0.612 (36,4,4,4,0,1,1,4,0)
    38        2:2        2:2       0.612 (42,4,4,4,0,0,2,4,0)
    39        2:2        1:1   +   0.533 (44,1,4,2,1,1,1,3,0)
    40        2:2        3:3   +   0.667 (29,3,4,2,1,1,1,4,0)
    41        2:2        3:3   +   0.4 (23,4,4,1,1,0,3,4,0)
    42        2:2        2:2       0.612 (41,4,4,4,0,0,2,4,0)
    43        2:2        2:2       1 (35,3,4,5,1,0,1,3,1)
    44        2:2        2:2       0.612 (38,4,4,4,0,0,1,2,0)
    45        2:2        2:2       0.455 (37,4,4,3,0,1,3,4,0)
    46        2:2        3:3   +   0.489 (30,2,4,3,1,1,3,4,0)
    47        2:2        3:3   +   1 (25,3,1,2,1,0,3,4,0)
    48        2:2        2:2       0.625 (36,3,2,6,1,1,3,2,0)
    49        2:2        2:2       0.455 (36,4,4,3,1,1,1,4,0)
    50        2:2        2:2       0.459 (35,4,4,5,1,0,1,3,0)
    51        2:2        3:3   +   0.667 (22,3,4,1,1,1,4,4,0)
    52        2:2        1:1   +   0.5 (34,3,3,6,1,1,3,4,0)
    53        2:2        3:3   +   0.667 (29,3,4,3,1,1,1,3,0)
    54        2:2        3:3   +   0.558 (29,4,4,2,1,0,1,3,0)
    55        2:2        1:1   +   0.667 (43,3,4,5,1,1,3,2,1)
    56        2:2        1:1   +   0.533 (47,1,1,10,1,1,3,3,0)
    57        2:2        2:2       0.455 (29,4,4,3,1,1,1,4,0)
    58        2:2        2:2       0.612 (35,4,4,4,1,1,1,4,0)
    59        2:2        3:3   +   0.558 (38,4,4,2,1,1,1,4,0)
    60        2:2        3:3   +   0.667 (29,3,4,3,1,1,1,3,0)
    61        2:2        3:3   +   0.558 (32,4,4,2,1,0,3,4,0)
    62        2:2        2:2       0.455 (29,4,4,3,1,1,3,2,0)
