

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc)
   106      4:ME3      2:NUC   +   0.426 (PMT1_YEAST,0.37,0.51,0.39,0.18,0.5,0,0.51,0.27)
   107      4:ME3      2:NUC   +   0.426 (SC62_YEAST,0.54,0.44,0.35,0.19,0.5,0,0.51,0.27)
   108      4:ME3      2:NUC   +   0.426 (YJ43_YEAST,0.4,0.51,0.42,0.13,0.5,0,0.45,0.25)
   109      4:ME3      2:NUC   +   0.426 (YBY2_YEAST,0.22,0.53,0.36,0.22,0.5,0,0.54,0.31)
   110      4:ME3      1:CYT   +   0.325 (YHK8_YEAST,0.49,0.56,0.37,0.2,0.5,0,0.53,0.22)
   111      9:POX      1:CYT   +   0.325 (CAO_YEAST,0.46,0.37,0.48,0.36,0.5,0,0.48,0.22)
   112      9:POX      1:CYT   +   0.325 (ACEA_YEAST,0.52,0.5,0.53,0.1,0.5,0,0.48,0.22)
   113      5:ME2      2:NUC   +   0.426 (YCK1_YEAST,0.71,0.51,0.49,0.23,0.5,0,0.3,0.32)
   114      5:ME2      1:CYT   +   0.325 (KRE2_YEAST,0.89,0.82,0.6,0.49,0.5,0,0.55,0.22)
   115      5:ME2      1:CYT   +   0.325 (YUR1_YEAST,0.81,0.62,0.43,0.17,0.5,0,0.53,0.22)
   116      5:ME2      1:CYT   +   0.325 (YINO_YEAST,0.76,0.67,0.37,0.22,0.5,0,0.54,0.22)
   117      8:VAC      1:CYT   +   0.325 (VM11_YEAST,0.68,0.68,0.35,0.16,0.5,0,0.62,0.22)
   118      8:VAC      1:CYT   +   0.325 (VATC_YEAST,0.64,0.61,0.56,0.15,0.5,0,0.54,0.22)
   119      8:VAC      2:NUC   +   0.426 (PRTB_YEAST,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4)
     1      2:NUC      2:NUC       0.425 (NHPA_YEAST,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29)
     2      2:NUC      1:CYT   +   0.329 (SUG1_YEAST,0.58,0.37,0.58,0.16,0.5,0,0.51,0.22)
     3      2:NUC      2:NUC       0.425 (RAP1_YEAST,0.54,0.53,0.53,0.17,0.5,0,0.51,0.39)
     4      2:NUC      1:CYT   +   0.329 (RPC9_YEAST,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22)
     5      2:NUC      2:NUC       0.425 (RA14_YEAST,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27)
     6      2:NUC      2:NUC       0.425 (DPOD_YEAST,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28)
     7      2:NUC      2:NUC       0.425 (RCC_YEAST,0.31,0.5,0.54,0.32,0.5,0,0.53,0.31)
     8      2:NUC      2:NUC       0.425 (TF3B_YEAST,0.49,0.51,0.52,0.13,0.5,0,0.51,0.33)
     9      2:NUC      2:NUC       0.425 (HEX2_YEAST,0.44,0.42,0.62,0.14,0.5,0,0.55,0.37)
    10      2:NUC      1:CYT   +   0.329 (RA23_YEAST,0.43,0.48,0.53,0.18,0.5,0,0.46,0.22)
    11      2:NUC      2:NUC       0.425 (GCN4_YEAST,0.56,0.54,0.59,0.14,0.5,0,0.52,0.27)
    12      2:NUC      1:CYT   +   0.329 (RN12_YEAST,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22)
    13      2:NUC      2:NUC       0.425 (SIR2_YEAST,0.42,0.28,0.49,0.22,0.5,0,0.55,0.34)
    14      2:NUC      1:CYT   +   0.329 (MAT1_YEAST,0.37,0.22,0.64,0.35,0.5,0,0.47,0.22)
    15      2:NUC      2:NUC       0.425 (PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0,0.57,0.27)
    16      2:NUC      2:NUC       0.425 (SRS2_YEAST,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61)
    17      2:NUC      2:NUC       0.425 (SPK1_YEAST,0.44,0.43,0.46,0.28,0.5,0,0.45,0.29)
    18      2:NUC      2:NUC       0.425 (YCW2_YEAST,0.54,0.54,0.56,0.18,0.5,0,0.46,0.29)
    19      2:NUC      2:NUC       0.425 (HAP4_YEAST,0.56,0.57,0.63,0.39,1,0,0.59,0.4)
    20      2:NUC      2:NUC       0.425 (NHPB_YEAST,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29)
    21      2:NUC      2:NUC       0.425 (DPOA_YEAST,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28)
    22      2:NUC      2:NUC       0.425 (UGA3_YEAST,0.49,0.36,0.47,0.28,0.5,0,0.56,0.54)
    23      2:NUC      2:NUC       0.425 (MAT2_YEAST,0.51,0.48,0.58,0.22,0.5,0,0.5,0.28)
    24      2:NUC      2:NUC       0.425 (HIR2_YEAST,0.61,0.57,0.45,0.21,0.5,0,0.5,0.42)
    25      2:NUC      2:NUC       0.425 (SON1_YEAST,0.4,0.39,0.6,0.23,0.5,0,0.52,0.31)
    26      2:NUC      2:NUC       0.425 (MBP1_YEAST,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52)
    27      2:NUC      2:NUC       0.425 (YAB9_YEAST,0.4,0.45,0.45,0.15,0.5,0,0.53,0.48)
    28      2:NUC      2:NUC       0.425 (XRS2_YEAST,0.64,0.56,0.52,0.17,0.5,0,0.54,0.47)
    29      2:NUC      2:NUC       0.425 (NDC1_YEAST,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36)
    30      2:NUC      2:NUC       0.425 (RPA2_YEAST,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29)
    31      2:NUC      1:CYT   +   0.329 (N100_YEAST,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22)
    32      2:NUC      2:NUC       0.425 (SP11_YEAST,0.46,0.5,0.5,0.28,0.5,0,0.5,0.37)
    33      2:NUC      1:CYT   +   0.329 (SIN4_YEAST,0.45,0.65,0.51,0.17,0.5,0,0.49,0.22)
    34      2:NUC      2:NUC       0.425 (NI96_YEAST,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31)
    35      2:NUC      2:NUC       0.425 (RAD5_YEAST,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6)
    36      2:NUC      2:NUC       0.425 (MSN2_YEAST,0.53,0.4,0.57,0.12,0.5,0,0.53,0.32)
    37      3:MIT      1:CYT   +   0.329 (YMC1_YEAST,0.39,0.58,0.47,0.18,0.5,0,0.48,0.22)
    38      3:MIT      1:CYT   +   0.329 (DHSB_YEAST,0.53,0.51,0.55,0.57,0.5,0,0.46,0.22)
    39      3:MIT      1:CYT   +   0.329 (IDHP_YEAST,0.51,0.52,0.48,0.5,0.5,0,0.51,0.22)
    40      3:MIT      1:CYT   +   0.329 (RT17_YEAST,0.41,0.54,0.58,0.2,0.5,0,0.52,0.22)
    41      3:MIT      1:CYT   +   0.329 (SMF2_YEAST,0.23,0.37,0.32,0.13,0.5,0,0.53,0.22)
    42      3:MIT      2:NUC   +   0.425 (OM70_YEAST,0.81,0.65,0.52,0.41,0.5,0,0.57,0.26)
    43      3:MIT      1:CYT   +   0.329 (MRS3_YEAST,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22)
    44      3:MIT      2:NUC   +   0.425 (STF2_YEAST,0.28,0.18,0.72,0.26,0.5,0,0.49,0.25)
    45      3:MIT      1:CYT   +   0.329 (GPDM_YEAST,0.69,0.5,0.49,0.42,0.5,0,0.49,0.22)
    46      3:MIT      2:NUC   +   0.425 (YMC2_YEAST,0.38,0.47,0.47,0.18,0.5,0,0.44,0.26)
    47      3:MIT      2:NUC   +   0.425 (PT11_YEAST,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32)
    48      3:MIT      1:CYT   +   0.329 (RM49_YEAST,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22)
    49      3:MIT      1:CYT   +   0.329 (RT04_YEAST,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22)
    50      3:MIT      1:CYT   +   0.329 (RT01_YEAST,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22)
    51      3:MIT      1:CYT   +   0.329 (UCR2_YEAST,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22)
    52      3:MIT      1:CYT   +   0.329 (UCRX_YEAST,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22)
    53      3:MIT      1:CYT   +   0.329 (SHM1_YEAST,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22)
    54      1:CYT      2:NUC   +   0.425 (R16B_YEAST,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16)
    55      1:CYT      1:CYT       0.329 (RLA0_YEAST,0.48,0.55,0.48,0.1,0.5,0,0.55,0.22)
    56      1:CYT      1:CYT       0.329 (SEC2_YEAST,0.58,0.56,0.46,0.14,0.5,0,0.51,0.22)
    57      1:CYT      2:NUC   +   0.425 (INO1_YEAST,0.51,0.34,0.43,0.18,0.5,0,0.48,0.25)
    58      1:CYT      1:CYT       0.329 (SDHL_YEAST,0.46,0.42,0.51,0.16,0.5,0,0.56,0.22)
    59      1:CYT      1:CYT       0.329 (AP17_YEAST,0.53,0.52,0.49,0.27,0.5,0,0.51,0.22)
    60      1:CYT      2:NUC   +   0.425 (RS28_YEAST,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11)
    61      1:CYT      1:CYT       0.329 (RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22)
    62      1:CYT      1:CYT       0.329 (VP16_YEAST,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22)
    63      1:CYT      1:CYT       0.329 (PROF_YEAST,0.47,0.49,0.6,0.15,0.5,0,0.38,0.22)
    64      1:CYT      2:NUC   +   0.425 (UBP3_YEAST,0.27,0.43,0.5,0.13,0.5,0,0.54,0.31)
    65      1:CYT      1:CYT       0.329 (SYMC_YEAST,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22)
    66      1:CYT      1:CYT       0.329 (KPYK_YEAST,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22)
    67      1:CYT      2:NUC   +   0.425 (LYS1_YEAST,0.5,0.45,0.48,0.17,0.5,0,0.5,0.26)
    68      1:CYT      1:CYT       0.329 (UMPK_YEAST,0.47,0.59,0.56,0.09,0.5,0,0.5,0.22)
    69      1:CYT      1:CYT       0.329 (TCPZ_YEAST,0.49,0.48,0.52,0.24,0.5,0,0.5,0.22)
    70      1:CYT      2:NUC   +   0.425 (RL27_YEAST,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11)
    71      1:CYT      2:NUC   +   0.425 (SUP2_YEAST,0.23,0.29,0.46,0,0.5,0,0.43,0.31)
    72      1:CYT      1:CYT       0.329 (RS4_YEAST,0.25,0.48,0.45,0.32,0.5,0,0.4,0.22)
    73      1:CYT      1:CYT       0.329 (SUI1_YEAST,0.39,0.39,0.65,0.16,0.5,0,0.45,0.22)
    74      1:CYT      1:CYT       0.329 (PRCE_YEAST,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22)
    75      1:CYT      2:NUC   +   0.425 (RL1A_YEAST,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31)
    76      1:CYT      2:NUC   +   0.425 (VP15_YEAST,0.65,0.63,0.47,0.22,0.5,0,0.52,0.27)
    77      1:CYT      2:NUC   +   0.425 (SIC1_YEAST,0.42,0.43,0.67,0.7,0.5,0,0.42,0.25)
    78      1:CYT      2:NUC   +   0.425 (UBA1_YEAST,0.52,0.51,0.48,0.12,0.5,0,0.54,0.31)
    79      1:CYT      2:NUC   +   0.425 (SC15_YEAST,0.55,0.55,0.52,0.13,0.5,0,0.53,0.25)
    80      1:CYT      2:NUC   +   0.425 (UGS1_YEAST,0.58,0.45,0.48,0.24,0.5,0,0.52,0.37)
    81      1:CYT      2:NUC   +   0.425 (RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31)
    82      1:CYT      1:CYT       0.329 (MTD1_YEAST,0.57,0.4,0.48,0.24,0.5,0,0.55,0.22)
    83      1:CYT      2:NUC   +   0.425 (E2BE_YEAST,0.32,0.38,0.52,0.2,0.5,0,0.52,0.28)
    84      1:CYT      1:CYT       0.329 (TYR1_YEAST,0.66,0.54,0.53,0.17,0.5,0,0.54,0.22)
    85      1:CYT      2:NUC   +   0.425 (R26B_YEAST,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21)
    86      1:CYT      2:NUC   +   0.425 (PP12_YEAST,0.49,0.47,0.52,0.16,0.5,0,0.53,0.28)
    87      1:CYT      1:CYT       0.329 (CNA1_YEAST,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22)
    88      1:CYT      2:NUC   +   0.425 (EF3_YEAST,0.48,0.58,0.47,0.17,0.5,0,0.53,0.74)
    89      1:CYT      1:CYT       0.329 (RL2_YEAST,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22)
    90      1:CYT      2:NUC   +   0.425 (RS41_YEAST,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19)
    91      6:ME1      1:CYT   +   0.329 (YKE6_YEAST,0.77,0.74,0.37,0.29,0.5,0,0.45,0.22)
    92      6:ME1      1:CYT   +   0.329 (SRP2_YEAST,0.8,0.83,0.43,0.24,0.5,0,0.54,0.22)
    93      6:ME1      1:CYT   +   0.329 (SED1_YEAST,0.77,0.82,0.4,0.36,0.5,0,0.38,0.22)
    94      6:ME1      1:CYT   +   0.329 (MSB2_YEAST,0.76,0.76,0.35,0.27,0.5,0,0.44,0.22)
    95      7:EXC      2:NUC   +   0.425 (PPAB_YEAST,0.74,0.72,0.5,0.28,0.5,0,0.5,0.27)
    96      7:EXC      1:CYT   +   0.329 (KRE9_YEAST,0.87,0.83,0.57,0.36,0.5,0,0.36,0.22)
    97      7:EXC      1:CYT   +   0.329 (FLO1_YEAST,0.81,0.82,0.41,0.36,0.5,0,0.39,0.22)
    98      4:ME3      1:CYT   +   0.329 (STE6_YEAST,0.46,0.61,0.38,0.35,0.5,0,0.49,0.22)
    99      4:ME3      2:NUC   +   0.425 (ITR1_YEAST,0.49,0.41,0.32,0.21,0.5,0,0.5,0.32)
   100      4:ME3      2:NUC   +   0.425 (YHF0_YEAST,0.5,0.63,0.45,0.13,0.5,0,0.45,0.32)
   101      4:ME3      1:CYT   +   0.329 (HXT3_YEAST,0.34,0.4,0.3,0.23,0.5,0,0.51,0.22)
   102      4:ME3      1:CYT   +   0.329 (YEA6_YEAST,0.42,0.71,0.45,0.15,0.5,0,0.48,0.22)
   103      4:ME3      2:NUC   +   0.425 (YCS7_YEAST,0.31,0.3,0.34,0.19,0.5,0,0.55,0.3)
   104      4:ME3      1:CYT   +   0.329 (SST2_YEAST,0.46,0.41,0.43,0.18,0.5,0,0.54,0.22)
   105      4:ME3      1:CYT   +   0.329 (ST14_YEAST,0.4,0.65,0.38,0.17,0.5,0,0.57,0.22)
   106      4:ME3      1:CYT   +   0.329 (RER1_YEAST,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22)
   107      4:ME3      1:CYT   +   0.329 (RSD1_YEAST,0.57,0.5,0.4,0.08,0.5,0,0.47,0.22)
   108      4:ME3      2:NUC   +   0.425 (PTR2_YEAST,0.36,0.33,0.38,0.15,0.5,0,0.55,0.36)
   109      4:ME3      2:NUC   +   0.425 (SLN1_YEAST,0.52,0.65,0.36,0.37,0.5,0,0.52,0.34)
   110      4:ME3      2:NUC   +   0.425 (USO1_YEAST,0.5,0.47,0.45,0.14,0.5,0,0.53,0.32)
   111      9:POX      1:CYT   +   0.329 (PAS7_YEAST,0.5,0.51,0.57,0.27,0.5,0,0.48,0.22)
   112      9:POX      1:CYT   +   0.329 (MASY_YEAST,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22)
   113      5:ME2      1:CYT   +   0.329 (YHN8_YEAST,0.86,0.78,0.34,0.15,0.5,0,0.53,0.22)
   114      5:ME2      2:NUC   +   0.425 (YCR3_YEAST,0.69,0.57,0.39,0.19,0.5,0,0.48,0.39)
   115      5:ME2      1:CYT   +   0.329 (PMP2_YEAST,0.97,0.71,0.29,0.42,0.5,0,0.35,0.22)
   116      5:ME2      2:NUC   +   0.425 (MNS1_YEAST,0.89,0.52,0.41,0.26,0.5,0,0.52,0.31)
   117      8:VAC      2:NUC   +   0.425 (VM12_YEAST,0.4,0.36,0.32,0.16,0.5,0,0.51,0.27)
   118      8:VAC      1:CYT   +   0.329 (PEP3_YEAST,0.51,0.46,0.49,0.21,0.5,0,0.55,0.22)
   119      8:VAC      1:CYT   +   0.329 (VATA_YEAST,0.36,0.51,0.51,0.17,0.5,0,0.52,0.22)
     1      2:NUC      2:NUC       0.43 (UNG_YEAST,0.53,0.44,0.54,0.52,0.5,0,0.49,0.38)
     2      2:NUC      1:CYT   +   0.327 (MTA1_YEAST,0.49,0.37,0.59,0.17,0.5,0,0.51,0.22)
     3      2:NUC      2:NUC       0.43 (R114_YEAST,0.44,0.45,0.53,0.19,0.5,0,0.41,0.28)
     4      2:NUC      2:NUC       0.43 (RPA3_YEAST,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28)
     5      2:NUC      2:NUC       0.43 (YHP0_YEAST,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52)
     6      2:NUC      2:NUC       0.43 (MSH2_YEAST,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33)
     7      2:NUC      2:NUC       0.43 (LY14_YEAST,0.44,0.53,0.43,0.17,0.5,0,0.54,0.75)
     8      2:NUC      1:CYT   +   0.327 (S160_YEAST,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22)
     9      2:NUC      2:NUC       0.43 (PR16_YEAST,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46)
    10      2:NUC      2:NUC       0.43 (RNC1_YEAST,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48)
    11      2:NUC      1:CYT   +   0.327 (PYR1_YEAST,0.56,0.49,0.47,0.13,0.5,0,0.52,0.22)
    12      2:NUC      2:NUC       0.43 (RAD4_YEAST,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86)
    13      2:NUC      2:NUC       0.43 (NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57)
    14      2:NUC      2:NUC       0.43 (SKO1_YEAST,0.47,0.55,0.57,0.17,0.5,0,0.52,0.66)
    15      2:NUC      2:NUC       0.43 (NAB2_YEAST,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26)
    16      2:NUC      2:NUC       0.43 (UME6_YEAST,0.6,0.57,0.63,0.22,0.5,0,0.5,0.49)
    17      2:NUC      1:CYT   +   0.327 (RFA1_YEAST,0.35,0.42,0.56,0.28,0.5,0,0.47,0.22)
    18      2:NUC      1:CYT   +   0.327 (RPB5_YEAST,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22)
    19      2:NUC      1:CYT   +   0.327 (H2A2_YEAST,0.44,0.53,0.52,0.37,0.5,0,0.5,0.22)
    20      2:NUC      2:NUC       0.43 (ADA3_YEAST,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55)
    21      2:NUC      1:CYT   +   0.327 (RFA2_YEAST,0.46,0.41,0.58,0.1,0.5,0,0.48,0.22)
    22      2:NUC      2:NUC       0.43 (RGM1_YEAST,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27)
    23      2:NUC      1:CYT   +   0.327 (RPCX_YEAST,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22)
    24      2:NUC      1:CYT   +   0.327 (RPB1_YEAST,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22)
    25      2:NUC      1:CYT   +   0.327 (R104_YEAST,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22)
    26      2:NUC      2:NUC       0.43 (PR08_YEAST,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42)
    27      2:NUC      1:CYT   +   0.327 (PR02_YEAST,0.3,0.3,0.46,0.32,0.5,0,0.45,0.22)
    28      2:NUC      2:NUC       0.43 (RU1A_YEAST,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46)
    29      2:NUC      2:NUC       0.43 (SMI1_YEAST,0.43,0.32,0.56,0.27,0.5,0,0.47,0.27)
    30      2:NUC      2:NUC       0.43 (DPO2_YEAST,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33)
    31      2:NUC      2:NUC       0.43 (RAD1_YEAST,0.24,0.41,0.47,0.16,0.5,0,0.51,0.38)
    32      2:NUC      2:NUC       0.43 (SRB4_YEAST,0.49,0.6,0.42,0.18,0.5,0,0.58,0.28)
    33      2:NUC      2:NUC       0.43 (RA57_YEAST,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32)
    34      2:NUC      2:NUC       0.43 (YKD8_YEAST,0.38,0.4,0.39,0.19,0.5,0,0.46,0.62)
    35      2:NUC      2:NUC       0.43 (REB1_YEAST,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33)
    36      2:NUC      2:NUC       0.43 (SIN3_YEAST,0.4,0.49,0.53,0.23,0.5,0,0.44,0.26)
    37      3:MIT      1:CYT   +   0.327 (UCRI_YEAST,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22)
    38      3:MIT      2:NUC   +   0.43 (RM08_YEAST,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27)
    39      3:MIT      2:NUC   +   0.43 (ILVB_YEAST,0.45,0.59,0.53,0.74,0.5,0,0.47,0.25)
    40      3:MIT      1:CYT   +   0.327 (DHSA_YEAST,0.56,0.65,0.49,0.56,0.5,0,0.49,0.22)
    41      3:MIT      1:CYT   +   0.327 (UCRQ_YEAST,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22)
    42      3:MIT      2:NUC   +   0.43 (RM27_YEAST,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26)
    43      3:MIT      2:NUC   +   0.43 (RT09_YEAST,0.58,0.53,0.5,0.53,0.5,0,0.47,0.31)
    44      3:MIT      1:CYT   +   0.327 (UCR6_YEAST,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22)
    45      3:MIT      1:CYT   +   0.327 (YIA6_YEAST,0.51,0.59,0.46,0.13,0.5,0,0.48,0.22)
    46      3:MIT      2:NUC   +   0.43 (SMF1_YEAST,0.57,0.51,0.34,0.13,0.5,0,0.53,0.27)
    47      3:MIT      1:CYT   +   0.327 (MPP2_YEAST,0.5,0.62,0.54,0.66,0.5,0,0.49,0.22)
    48      3:MIT      1:CYT   +   0.327 (YM38_YEAST,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22)
    49      3:MIT      1:CYT   +   0.327 (RPOM_YEAST,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22)
    50      3:MIT      1:CYT   +   0.327 (RF1M_YEAST,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22)
    51      3:MIT      2:NUC   +   0.43 (TRAM_YEAST,0.47,0.52,0.54,0.25,0.5,0,0.54,0.29)
    52      3:MIT      1:CYT   +   0.327 (MTF1_YEAST,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22)
    53      3:MIT      1:CYT   +   0.327 (PORI_YEAST,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22)
    54      1:CYT      1:CYT       0.327 (PRT1_YEAST,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22)
    55      1:CYT      1:CYT       0.327 (NIN1_YEAST,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22)
    56      1:CYT      2:NUC   +   0.43 (RS15_YEAST,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26)
    57      1:CYT      2:NUC   +   0.43 (TPS2_YEAST,0.54,0.43,0.48,0.27,0.5,0,0.44,0.41)
    58      1:CYT      2:NUC   +   0.43 (PTP2_YEAST,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26)
    59      1:CYT      1:CYT       0.327 (HAL1_YEAST,0.38,0.49,0.61,0.13,0.5,0,0.54,0.22)
    60      1:CYT      2:NUC   +   0.43 (SYFB_YEAST,0.47,0.47,0.58,0.16,0.5,0,0.49,0.28)
    61      1:CYT      2:NUC   +   0.43 (SR54_YEAST,0.5,0.52,0.51,0.22,0.5,0,0.46,0.37)
    62      1:CYT      1:CYT       0.327 (SEC6_YEAST,0.46,0.38,0.51,0.2,0.5,0,0.51,0.22)
    63      1:CYT      1:CYT       0.327 (IF4A_YEAST,0.38,0.42,0.5,0.19,0.5,0,0.44,0.22)
    64      1:CYT      1:CYT       0.327 (UBC5_YEAST,0.5,0.46,0.49,0.27,0.5,0,0.6,0.22)
    65      1:CYT      1:CYT       0.327 (RL9_YEAST,0.48,0.46,0.58,0.16,0.5,0,0.45,0.22)
    66      1:CYT      2:NUC   +   0.43 (UBR1_YEAST,0.42,0.46,0.44,0.17,0.5,0,0.51,0.42)
    67      1:CYT      1:CYT       0.327 (RL6_YEAST,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22)
    68      1:CYT      1:CYT       0.327 (KAPC_YEAST,0.42,0.37,0.54,0.17,0.5,0,0.51,0.22)
    69      1:CYT      2:NUC   +   0.43 (PAN1_YEAST,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35)
    70      1:CYT      2:NUC   +   0.43 (SC21_YEAST,0.44,0.71,0.5,0.21,0.5,0,0.54,0.27)
    71      1:CYT      1:CYT       0.327 (MET2_YEAST,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22)
    72      1:CYT      2:NUC   +   0.43 (SYI_YEAST,0.5,0.46,0.52,0.16,0.5,0,0.52,0.26)
    73      1:CYT      1:CYT       0.327 (RS4E_YEAST,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22)
    74      1:CYT      1:CYT       0.327 (PPX1_YEAST,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22)
    75      1:CYT      2:NUC   +   0.43 (SAC7_YEAST,0.34,0.25,0.55,0.28,0.5,0,0.51,0.49)
    76      1:CYT      2:NUC   +   0.43 (PYC2_YEAST,0.43,0.46,0.5,0.21,0.5,0,0.49,0.34)
    77      1:CYT      1:CYT       0.327 (R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22)
    78      1:CYT      2:NUC   +   0.43 (DCP1_YEAST,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31)
    79      1:CYT      1:CYT       0.327 (RAM2_YEAST,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22)
    80      1:CYT      1:CYT       0.327 (R19A_YEAST,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22)
    81      1:CYT      1:CYT       0.327 (TBB_YEAST,0.53,0.42,0.53,0.19,0.5,0,0.47,0.22)
    82      1:CYT      1:CYT       0.327 (YP52_YEAST,0.48,0.61,0.57,0.17,0.5,0,0.45,0.22)
    83      1:CYT      2:NUC   +   0.43 (E2BB_YEAST,0.59,0.65,0.52,0.3,0.5,0,0.46,0.31)
    84      1:CYT      1:CYT       0.327 (SLP1_YEAST,0.56,0.68,0.42,0.36,0.5,0,0.49,0.22)
    85      1:CYT      2:NUC   +   0.43 (SPA2_YEAST,0.5,0.45,0.51,0.19,0.5,0,0.53,0.25)
    86      1:CYT      1:CYT       0.327 (NIP1_YEAST,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22)
    87      1:CYT      2:NUC   +   0.43 (RS37_YEAST,0.41,0.49,0.65,0.28,0.5,0,0.59,0.57)
    88      1:CYT      2:NUC   +   0.43 (SLY1_YEAST,0.64,0.31,0.53,0.15,0.5,0,0.53,0.31)
    89      1:CYT      2:NUC   +   0.43 (RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39)
    90      1:CYT      1:CYT       0.327 (SYTC_YEAST,0.31,0.31,0.57,0.15,0.5,0,0.5,0.22)
    91      6:ME1      1:CYT   +   0.327 (SC11_YEAST,0.85,0.66,0.49,0.18,0.5,0,0.51,0.22)
    92      6:ME1      1:CYT   +   0.327 (YAB8_YEAST,0.69,0.66,0.36,0.09,0.5,0,0.56,0.22)
