

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    30        1:1        3:3   +   0.494 (23,3,3,1,1,0,2,4,0)
    31        1:1        3:3   +   0.656 (23,3,4,4,1,1,3,1,1)
    32        1:1        1:1       0.711 (30,4,2,0,1,0,3,3,0)
    33        1:1        3:3   +   0.589 (33,2,2,3,0,0,2,4,0)
    34        1:1        3:3   +   0.599 (34,2,3,7,1,0,3,3,0)
    35        2:2        2:2       0.5 (39,4,4,4,1,0,1,4,0)
    36        2:2        1:1   +   0.656 (23,4,4,1,0,1,1,4,0)
    37        2:2        2:2       0.515 (38,3,4,7,0,1,2,3,0)
    38        2:2        3:3   +   0.461 (30,2,3,5,1,1,3,1,1)
    39        2:2        2:2       0.528 (42,2,4,8,1,1,1,4,0)
    40        2:2        2:2       0.502 (31,4,4,3,0,0,4,4,0)
    41        2:2        2:2       0.59 (37,4,4,7,1,1,1,4,0)
    42        2:2        3:3   +   0.617 (26,3,3,2,1,1,1,3,0)
    43        2:2        3:3   +   0.659 (33,3,3,6,1,1,3,4,0)
    44        2:2        2:2       0.544 (36,4,4,3,0,1,1,3,0)
    45        2:2        3:3   +   0.505 (35,4,4,5,1,1,1,4,0)
    46        2:2        2:2       0.605 (41,4,4,4,1,1,1,4,0)
    47        2:2        3:3   +   0.613 (25,2,4,6,1,1,3,4,0)
    48        2:2        2:2       0.576 (44,4,4,6,0,1,1,3,0)
    49        2:2        3:3   +   0.597 (35,2,4,3,0,0,3,4,1)
    50        2:2        2:2       0.407 (42,4,4,8,0,1,1,4,0)
    51        2:2        3:3   +   0.707 (24,2,4,2,1,1,3,3,0)
    52        2:2        2:2       0.462 (34,3,4,2,0,1,2,3,0)
    53        2:2        3:3   +   0.459 (34,1,2,5,1,1,3,4,0)
    54        2:2        2:2       0.613 (38,4,4,6,1,1,3,3,0)
    55        2:2        3:3   +   0.54 (25,3,1,4,1,1,3,1,0)
    56        2:2        2:2       0.593 (41,4,4,7,1,1,2,4,0)
    57        2:2        2:2       0.476 (36,4,4,3,1,0,1,4,0)
    58        2:2        1:1   +   0.436 (47,4,4,8,1,1,1,4,0)
    59        2:2        2:2       0.442 (29,4,4,2,1,1,1,4,0)
    60        2:2        2:2       0.495 (37,4,4,4,1,1,1,4,0)
    61        2:2        3:3   +   0.473 (38,2,3,4,1,1,1,2,0)
    62        2:2        2:2       0.363 (45,3,3,6,0,1,2,4,0)
    63        2:2        2:2       0.466 (24,4,4,2,1,0,1,3,0)
    64        2:2        3:3   +   0.603 (35,3,4,3,1,1,2,2,0)
    65        2:2        3:3   +   0.723 (28,2,3,2,1,1,3,3,0)
    66        2:2        3:3   +   0.434 (39,4,4,4,0,1,1,4,0)
    67        2:2        2:2       0.521 (42,4,4,3,1,0,1,4,0)
    68        3:3        3:3       0.622 (21,2,2,1,1,1,3,2,0)
    69        3:3        3:3       0.626 (38,4,3,9,1,1,3,3,0)
    70        3:3        1:1   +   0.699 (22,3,4,1,0,0,1,4,0)
    71        3:3        1:1   +   0.698 (48,3,4,8,1,0,1,4,0)
    72        3:3        3:3       0.617 (26,2,3,2,1,1,2,3,0)
    73        3:3        3:3       0.473 (32,4,4,3,1,0,1,4,0)
    74        3:3        3:3       0.486 (32,4,4,3,1,1,1,4,0)
    75        3:3        3:3       0.801 (21,3,3,1,1,1,3,3,0)
    76        3:3        3:3       0.817 (33,3,3,3,1,1,3,3,0)
    77        3:3        2:2   +   0.516 (29,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.58 (28,4,4,2,1,1,1,4,0)
    79        3:3        3:3       0.483 (19,4,4,1,1,1,3,2,0)
    80        3:3        3:3       0.519 (34,4,4,2,1,1,1,4,0)
    81        3:3        3:3       0.754 (21,3,4,1,1,1,3,2,0)
    82        3:3        3:3       0.639 (28,2,4,4,1,1,3,4,0)
    83        3:3        1:1   +   0.539 (25,4,4,1,1,1,1,4,0)
    84        3:3        3:3       0.455 (30,2,2,6,1,1,3,1,0)
    85        3:3        3:3       0.473 (26,4,4,2,1,0,1,4,0)
    86        3:3        2:2   +   0.378 (24,4,4,1,1,1,1,3,0)
    87        3:3        1:1   +   0.547 (24,2,3,2,1,1,2,1,0)
    88        3:3        1:1   +   0.492 (46,2,3,6,0,0,3,4,0)
    89        3:3        2:2   +   0.515 (47,4,4,5,1,1,1,3,0)
    90        3:3        3:3       0.817 (22,3,3,3,1,1,3,3,0)
    91        3:3        3:3       0.463 (25,4,4,2,1,1,3,3,0)
    92        3:3        3:3       0.82 (26,3,3,3,1,1,3,3,0)
    93        3:3        2:2   +   0.439 (37,3,3,11,1,1,1,2,0)
    94        3:3        2:2   +   0.5 (26,4,4,2,1,0,3,3,0)
    95        3:3        3:3       0.784 (25,2,3,4,1,1,3,3,0)
    96        3:3        3:3       0.577 (30,2,2,4,1,1,2,4,0)
    97        3:3        3:3       0.808 (29,3,3,6,1,1,3,3,0)
    98        3:3        3:3       0.754 (30,3,4,4,1,1,3,3,0)
    99        3:3        3:3       0.668 (30,1,3,4,1,1,3,4,0)
   100        3:3        1:1   +   0.483 (19,3,3,1,1,1,2,1,0)
   101        3:3        3:3       0.598 (25,2,4,3,1,1,1,3,0)
   102        3:3        3:3       0.533 (24,4,4,2,1,1,1,4,0)
   103        3:3        2:2   +   0.539 (27,4,4,4,1,1,1,2,1)
   104        3:3        3:3       0.72 (24,4,3,3,1,1,3,3,0)
   105        3:3        3:3       0.584 (33,2,2,2,1,1,3,4,0)
   106        3:3        3:3       0.795 (21,3,4,3,1,1,3,1,0)
   107        3:3        3:3       0.49 (16,2,3,1,1,1,3,1,0)
   108        3:3        3:3       0.547 (35,4,4,4,0,0,1,4,0)
   109        3:3        3:3       0.764 (26,3,4,3,1,1,3,3,0)
   110        3:3        3:3       0.744 (24,3,3,1,1,1,3,2,0)
   111        3:3        2:2   +   0.626 (34,3,3,6,1,1,1,4,0)
   112        3:3        1:1   +   0.512 (37,2,3,5,1,1,4,2,0)
   113        3:3        3:3       0.453 (23,1,2,3,1,1,3,2,1)
   114        3:3        3:3       0.805 (29,3,3,3,1,1,2,1,0)
   115        3:3        2:2   +   0.516 (35,4,4,4,1,1,1,4,0)
   116        3:3        3:3       0.783 (26,3,4,3,1,1,3,2,0)
   117        3:3        3:3       0.435 (31,4,4,3,1,0,1,4,0)
   118        3:3        3:3       0.503 (30,3,4,2,1,1,1,2,0)
     1        1:1        3:3   +   0.501 (25,3,3,1,1,0,2,4,0)
     2        1:1        2:2   +   0.388 (23,4,4,1,1,0,2,4,0)
     3        1:1        3:3   +   0.689 (31,3,4,2,1,1,3,3,0)
     4        1:1        1:1       0.681 (47,2,2,4,1,1,3,1,0)
     5        1:1        3:3   +   0.661 (30,3,3,5,1,0,3,4,0)
     6        1:1        1:1       0.759 (35,2,2,6,1,0,3,1,1)
     7        1:1        3:3   +   0.444 (25,3,4,3,1,1,1,1,0)
     8        1:1        3:3   +   0.776 (28,2,3,1,1,1,3,1,0)
     9        1:1        3:3   +   0.435 (39,3,1,1,1,1,2,3,0)
    10        1:1        3:3   +   0.434 (28,4,4,1,0,1,2,4,0)
    11        1:1        3:3   +   0.708 (22,3,4,2,1,1,2,3,0)
    12        1:1        1:1       0.578 (18,3,4,1,1,1,3,1,0)
    13        1:1        3:3   +   0.492 (37,3,4,4,1,0,2,4,0)
    14        1:1        3:3   +   0.575 (36,4,3,3,1,0,3,2,0)
    15        1:1        1:1       0.677 (31,1,1,6,1,1,3,2,0)
    16        1:1        3:3   +   0.425 (39,2,3,10,1,1,3,4,0)
    17        1:1        1:1       0.825 (25,4,4,0,1,0,3,4,0)
    18        1:1        1:1       0.464 (25,1,4,2,1,0,3,3,1)
    19        1:1        1:1       0.821 (49,4,4,1,1,1,3,4,0)
    20        1:1        1:1       0.767 (46,1,2,8,1,1,3,3,1)
    21        1:1        2:2   +   0.462 (31,4,4,2,1,1,1,2,0)
    22        1:1        2:2   +   0.513 (42,4,4,3,1,0,1,4,0)
    23        1:1        3:3   +   0.667 (37,2,3,4,1,1,2,3,0)
    24        1:1        3:3   +   0.612 (20,3,4,1,1,1,3,2,0)
    25        1:1        1:1       0.943 (45,3,4,0,1,1,1,3,0)
    26        1:1        1:1       0.819 (49,2,3,0,1,1,1,2,0)
    27        1:1        3:3   +   0.637 (22,2,4,1,1,1,3,4,0)
    28        1:1        1:1       0.601 (42,3,3,8,1,1,4,3,0)
    29        1:1        3:3   +   0.788 (21,2,4,3,1,1,3,2,0)
    30        1:1        3:3   +   0.693 (34,2,2,9,1,0,2,3,0)
    31        1:1        1:1       0.598 (39,1,2,2,1,1,3,1,1)
    32        1:1        2:2   +   0.407 (42,2,4,2,1,1,3,4,0)
    33        1:1        3:3   +   0.468 (30,2,3,2,1,0,2,4,0)
    34        2:2        1:1   +   0.457 (33,2,3,5,1,0,2,1,0)
    35        2:2        2:2       0.566 (41,4,4,6,1,1,1,4,0)
    36        2:2        1:1   +   0.503 (28,3,4,3,1,1,1,4,0)
    37        2:2        2:2       0.505 (34,3,4,3,0,1,1,4,0)
    38        2:2        2:2       0.552 (34,4,4,2,0,0,3,2,0)
    39        2:2        2:2       0.393 (33,4,4,2,0,0,1,3,0)
    40        2:2        2:2       0.479 (44,4,4,4,1,1,1,4,0)
    41        2:2        1:1   +   0.366 (45,4,4,4,1,1,1,4,0)
    42        2:2        2:2       0.628 (40,4,4,6,1,1,1,3,0)
    43        2:2        2:2       0.404 (48,4,4,3,0,1,1,4,0)
    44        2:2        2:2       0.388 (43,4,4,6,1,1,1,4,0)
    45        2:2        3:3   +   0.426 (43,1,3,4,1,1,1,4,0)
    46        2:2        2:2       0.552 (41,4,4,8,1,1,1,4,0)
    47        2:2        2:2       0.722 (41,3,4,5,1,1,1,3,0)
    48        2:2        3:3   +   0.491 (26,2,4,2,1,1,1,4,0)
    49        2:2        2:2       0.502 (42,3,3,4,0,1,3,4,0)
    50        2:2        1:1   +   0.632 (45,3,3,8,1,1,2,3,0)
    51        2:2        3:3   +   0.677 (29,4,3,4,1,0,3,2,0)
    52        2:2        2:2       0.591 (42,2,4,5,0,1,2,3,0)
    53        2:2        3:3   +   0.512 (27,3,2,5,1,1,2,4,0)
    54        2:2        2:2       0.391 (47,4,4,4,1,0,1,4,0)
    55        2:2        3:3   +   0.465 (39,4,4,4,1,1,1,4,0)
    56        2:2        2:2       0.458 (26,2,4,2,1,1,1,3,0)
    57        2:2        2:2       0.705 (35,4,4,4,0,1,3,3,0)
    58        2:2        2:2       0.482 (35,4,4,3,0,0,3,4,0)
    59        2:2        3:3   +   0.377 (37,3,4,3,1,1,1,3,0)
    60        2:2        2:2       0.483 (33,4,4,3,1,1,1,4,0)
    61        2:2        1:1   +   0.536 (28,4,4,2,1,1,1,3,0)
    62        2:2        3:3   +   0.766 (34,2,3,2,1,1,3,3,0)
    63        2:2        2:2       0.459 (44,3,3,9,1,1,1,1,0)
    64        2:2        3:3   +   0.708 (32,3,3,6,1,0,3,3,0)
    65        2:2        1:1   +   0.861 (49,4,4,10,1,1,1,4,0)
    66        2:2        2:2       0.503 (44,4,4,3,1,1,1,4,0)
    67        2:2        2:2       0.551 (48,4,4,7,0,1,1,4,0)
    68        3:3        1:1   +   0.382 (24,4,4,1,1,1,1,3,0)
    69        3:3        1:1   +   0.451 (36,2,2,5,1,1,3,4,0)
    70        3:3        1:1   +   0.687 (19,4,4,1,1,1,1,3,0)
    71        3:3        3:3       0.815 (29,2,3,3,1,1,3,3,0)
    72        3:3        3:3       0.411 (41,1,4,5,1,0,2,4,0)
    73        3:3        3:3       0.487 (27,4,4,2,0,0,2,4,0)
    74        3:3        3:3       0.596 (32,3,4,4,1,1,3,2,0)
    75        3:3        1:1   +   0.437 (29,1,4,3,1,1,4,4,1)
    76        3:3        1:1   +   0.47 (35,2,3,6,1,0,3,2,0)
    77        3:3        2:2   +   0.661 (49,4,3,13,1,1,1,4,0)
    78        3:3        3:3       0.447 (32,4,4,3,0,1,1,4,0)
    79        3:3        3:3       0.564 (26,4,4,3,1,1,3,2,0)
    80        3:3        2:2   +   0.527 (44,4,4,8,1,1,2,4,0)
    81        3:3        3:3       0.494 (22,4,4,2,1,1,3,4,0)
    82        3:3        3:3       0.468 (36,3,4,9,1,1,3,4,0)
    83        3:3        3:3       0.814 (30,3,3,3,1,1,3,1,0)
    84        3:3        1:1   +   0.499 (45,1,3,3,1,1,3,2,0)
    85        3:3        1:1   +   0.792 (28,4,4,1,1,1,1,3,0)
    86        3:3        2:2   +   0.479 (35,4,4,6,1,1,1,4,0)
    87        3:3        3:3       0.448 (33,4,4,2,1,0,2,4,0)
    88        3:3        3:3       0.48 (21,4,4,2,1,1,2,3,0)
    89        3:3        2:2   +   0.52 (39,4,4,3,1,0,1,4,0)
    90        3:3        2:2   +   0.476 (34,4,4,2,1,1,3,3,0)
    91        3:3        1:1   +   0.655 (20,3,3,2,1,1,2,2,1)
    92        3:3        3:3       0.443 (27,2,4,1,1,1,1,4,0)
    93        3:3        3:3       0.451 (30,4,4,2,1,1,4,3,0)
    94        3:3        1:1   +   0.558 (48,4,4,16,1,1,1,4,0)
    95        3:3        3:3       0.443 (20,2,2,1,1,1,3,2,0)
    96        3:3        3:3       0.597 (21,3,2,1,1,1,3,1,1)
    97        3:3        2:2   +   0.521 (44,4,4,5,1,1,3,4,0)
    98        3:3        2:2   +   0.806 (47,4,3,4,1,1,1,3,0)
    99        3:3        2:2   +   0.64 (42,4,4,7,1,1,2,4,0)
   100        3:3        3:3       0.667 (17,2,2,1,1,1,3,2,0)
   101        3:3        3:3       0.639 (33,3,4,4,1,1,3,3,0)
   102        3:3        2:2   +   0.513 (47,4,4,5,1,1,3,2,0)
   103        3:3        1:1   +   0.503 (28,3,4,3,1,1,1,4,0)
   104        3:3        3:3       0.492 (36,4,4,4,1,1,1,4,0)
   105        3:3        3:3       0.447 (32,4,4,3,0,1,1,4,0)
   106        3:3        3:3       0.426 (26,4,4,2,1,1,3,3,0)
   107        3:3        3:3       0.435 (21,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.449 (19,4,4,2,1,1,1,4,0)
   109        3:3        3:3       0.492 (40,4,4,4,1,1,1,4,0)
   110        3:3        3:3       0.637 (25,2,3,5,1,1,2,3,0)
   111        3:3        3:3       0.762 (28,2,3,3,1,1,3,4,0)
   112        3:3        1:1   +   0.531 (36,1,3,6,1,1,3,2,0)
   113        3:3        3:3       0.465 (32,4,4,2,0,0,1,4,0)
   114        3:3        3:3       0.676 (33,3,4,6,1,1,3,2,0)
   115        3:3        3:3       0.591 (28,1,3,5,1,1,3,4,0)
   116        3:3        3:3       0.488 (37,2,4,5,1,1,1,4,0)
   117        3:3        2:2   +   0.483 (33,4,4,3,1,1,1,4,0)
   118        3:3        3:3       0.45 (33,4,4,2,1,1,2,4,0)
     1        1:1        1:1       0.722 (23,3,2,0,1,1,2,2,0)
     2        1:1        1:1       0.898 (26,4,4,0,1,1,3,4,0)
     3        1:1        1:1       0.745 (31,2,2,8,1,1,2,2,1)
     4        1:1        3:3   +   0.484 (36,3,3,2,1,0,2,4,0)
     5        1:1        1:1       0.748 (45,2,2,7,1,1,3,1,1)
     6        1:1        2:2   +   0.654 (48,4,4,4,0,1,1,4,0)
     7        1:1        1:1       0.746 (46,1,2,7,1,1,3,1,1)
     8        1:1        3:3   +   0.737 (25,2,3,1,1,0,2,1,0)
     9        1:1        1:1       0.591 (40,3,3,3,1,1,2,2,1)
    10        1:1        1:1       0.68 (24,2,2,2,1,1,3,1,1)
    11        1:1        3:3   +   0.385 (46,1,4,8,1,1,1,4,1)
    12        1:1        1:1       0.615 (30,1,1,7,1,1,2,3,0)
    13        1:1        1:1       0.451 (21,4,4,1,1,1,3,4,0)
    14        1:1        1:1       0.9 (20,3,4,0,1,1,3,3,0)
    15        1:1        3:3   +   0.666 (32,2,4,5,1,1,2,3,0)
    16        1:1        3:3   +   0.425 (41,1,3,3,1,0,2,4,0)
    17        1:1        3:3   +   0.624 (33,3,3,3,1,1,3,4,0)
    18        1:1        1:1       0.875 (28,3,4,0,1,0,1,3,0)
    19        1:1        2:2   +   0.43 (27,3,4,2,1,1,1,3,0)
    20        1:1        3:3   +   0.373 (32,3,4,1,0,1,2,4,0)
    21        1:1        3:3   +   0.641 (20,2,3,1,1,1,3,4,0)
    22        1:1        3:3   +   0.483 (20,3,4,2,1,1,3,3,0)
    23        1:1        3:3   +   0.426 (38,3,3,5,1,1,1,4,0)
    24        1:1        1:1       0.694 (28,3,4,1,0,1,2,2,0)
    25        1:1        1:1       0.691 (35,2,3,8,1,1,3,3,1)
    26        1:1        3:3   +   0.672 (24,3,4,2,1,1,2,4,0)
    27        1:1        3:3   +   0.659 (31,4,4,3,1,0,2,3,0)
    28        1:1        3:3   +   0.39 (25,4,4,1,1,1,3,4,0)
    29        1:1        3:3   +   0.721 (24,2,4,2,1,1,3,4,0)
    30        1:1        3:3   +   0.746 (24,2,3,2,1,1,3,1,0)
    31        1:1        1:1       0.489 (45,2,4,8,1,1,2,3,0)
    32        1:1        1:1       0.731 (33,1,1,5,1,1,3,1,1)
    33        1:1        3:3   +   0.641 (20,2,3,3,1,1,3,4,0)
    34        2:2        2:2       0.621 (44,4,4,5,1,0,1,4,0)
    35        2:2        3:3   +   0.464 (31,4,4,4,1,1,3,3,0)
    36        2:2        3:3   +   0.747 (32,3,3,4,1,0,3,3,0)
    37        2:2        3:3   +   0.473 (21,3,4,3,1,1,1,4,0)
    38        2:2        3:3   +   0.439 (43,2,4,13,1,1,2,3,0)
    39        2:2        3:3   +   0.619 (28,4,4,2,0,1,1,4,0)
    40        2:2        3:3   +   0.401 (30,4,4,1,0,1,2,4,0)
    41        2:2        3:3   +   0.379 (22,4,4,1,1,1,1,3,0)
    42        2:2        3:3   +   0.476 (36,3,3,5,1,0,1,3,0)
    43        2:2        2:2       0.525 (41,3,3,5,1,1,1,4,0)
    44        2:2        3:3   +   0.684 (29,4,4,2,1,1,3,4,0)
    45        2:2        3:3   +   0.759 (30,3,3,2,1,1,2,3,0)
    46        2:2        2:2       0.507 (40,4,4,5,1,1,1,3,0)
    47        2:2        2:2       0.492 (34,4,4,4,1,0,3,3,0)
    48        2:2        3:3   +   0.726 (27,4,4,3,1,1,1,3,0)
    49        2:2        3:3   +   0.452 (38,4,4,5,1,1,1,3,0)
    50        2:2        3:3   +   0.606 (41,4,4,3,1,0,2,3,0)
    51        2:2        3:3   +   0.356 (30,4,1,4,1,1,3,3,0)
    52        2:2        2:2       0.608 (41,4,4,5,0,1,2,4,0)
    53        2:2        3:3   +   0.571 (37,4,4,2,1,0,3,3,0)
    54        2:2        3:3   +   0.588 (31,4,4,3,1,1,1,4,0)
    55        2:2        3:3   +   0.448 (34,4,4,3,1,1,1,4,0)
    56        2:2        1:1   +   0.634 (45,2,2,9,1,1,3,3,0)
    57        2:2        3:3   +   0.544 (34,4,4,2,1,1,1,4,0)
    58        2:2        3:3   +   0.589 (32,3,4,5,1,1,1,2,0)
    59        2:2        3:3   +   0.474 (24,4,4,1,1,1,1,4,0)
    60        2:2        3:3   +   0.543 (30,4,4,2,0,0,1,4,0)
    61        2:2        1:1   +   0.434 (42,3,3,4,1,1,2,4,0)
    62        2:2        3:3   +   0.438 (33,4,3,5,1,1,2,4,0)
    63        2:2        3:3   +   0.488 (32,4,4,2,0,0,1,4,0)
    64        2:2        2:2       0.563 (37,4,4,4,0,0,2,4,0)
    65        2:2        2:2       0.546 (39,4,4,3,1,1,1,4,0)
    66        2:2        2:2       0.619 (35,4,4,5,0,0,1,4,0)
    67        2:2        3:3   +   0.549 (24,4,4,1,1,1,3,2,0)
    68        3:3        1:1   +   0.709 (41,1,2,6,1,1,3,3,0)
    69        3:3        1:1   +   0.688 (20,3,4,1,0,1,2,4,0)
    70        3:3        3:3       0.554 (33,4,4,4,1,1,2,3,0)
    71        3:3        2:2   +   0.653 (40,3,4,6,1,1,1,3,0)
    72        3:3        1:1   +   0.48 (35,1,2,5,1,1,3,3,0)
    73        3:3        3:3       0.677 (35,2,3,6,1,1,2,3,0)
    74        3:3        1:1   +   0.534 (22,4,4,1,0,1,3,1,0)
    75        3:3        3:3       0.436 (21,4,4,2,1,1,3,3,0)
    76        3:3        1:1   +   0.564 (25,1,2,2,1,1,2,1,0)
    77        3:3        3:3       0.588 (31,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.55 (35,4,4,2,1,1,2,4,0)
    79        3:3        1:1   +   0.727 (36,1,2,4,1,1,3,1,1)
    80        3:3        2:2   +   0.486 (34,4,4,6,1,1,2,2,0)
    81        3:3        3:3       0.714 (23,2,3,2,1,0,3,2,0)
    82        3:3        3:3       0.62 (27,2,4,4,1,1,2,1,0)
    83        3:3        3:3       0.458 (22,4,3,1,1,1,2,2,0)
    84        3:3        3:3       0.746 (31,2,3,7,1,1,3,3,0)
    85        3:3        3:3       0.525 (34,2,2,4,0,1,3,2,0)
    86        3:3        2:2   +   0.391 (40,2,2,4,0,0,2,4,0)
    87        3:3        3:3       0.712 (30,3,3,4,1,0,2,2,0)
    88        3:3        2:2   +   0.605 (43,4,4,5,0,1,1,4,0)
    89        3:3        2:2   +   0.399 (25,4,4,1,0,1,1,4,0)
    90        3:3        3:3       0.533 (22,3,4,2,1,1,2,4,0)
    91        3:3        3:3       0.703 (24,2,2,2,1,1,3,4,0)
    92        3:3        1:1   +   0.766 (31,1,1,3,1,1,4,2,1)
    93        3:3        3:3       0.442 (37,3,4,5,1,0,2,4,0)
    94        3:3        3:3       0.53 (22,3,4,2,0,1,3,4,0)
    95        3:3        3:3       0.789 (21,3,3,2,1,1,2,3,0)
    96        3:3        2:2   +   0.498 (41,4,3,5,1,0,3,4,0)
    97        3:3        2:2   +   0.527 (44,3,4,5,1,0,1,4,0)
    98        3:3        3:3       0.814 (29,2,3,4,1,1,3,2,0)
    99        3:3        3:3       0.701 (22,3,4,3,1,1,2,3,0)
   100        3:3        3:3       0.572 (25,4,4,2,1,1,2,3,0)
   101        3:3        3:3       0.693 (32,3,2,5,1,1,3,3,0)
   102        3:3        3:3       0.452 (36,4,4,4,1,1,1,3,0)
   103        3:3        3:3       0.641 (25,2,2,1,1,1,3,1,0)
   104        3:3        1:1   +   0.722 (35,2,2,6,1,0,2,2,1)
   105        3:3        3:3       0.555 (22,2,2,2,1,1,2,3,0)
   106        3:3        1:1   +   0.43 (28,4,4,1,1,1,3,2,0)
   107        3:3        3:3       0.369 (19,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.704 (33,2,3,7,1,0,3,1,0)
   109        3:3        3:3       0.715 (23,3,2,1,1,1,3,3,0)
   110        3:3        1:1   +   0.717 (32,2,2,8,1,1,2,1,0)
   111        3:3        3:3       0.408 (40,3,4,5,1,1,1,2,0)
   112        3:3        3:3       0.586 (25,3,4,3,1,1,2,4,0)
   113        3:3        3:3       0.472 (32,3,4,5,0,1,1,4,0)
   114        3:3        3:3       0.533 (31,4,4,2,0,1,1,4,0)
   115        3:3        3:3       0.445 (35,3,4,5,1,1,1,4,0)
   116        3:3        3:3       0.43 (27,4,4,1,1,1,1,4,0)
   117        3:3        1:1   +   0.731 (36,2,2,7,1,0,2,2,1)
   118        3:3        2:2   +   0.479 (39,4,3,4,1,1,3,4,0)
     1        1:1        2:2   +   0.686 (39,3,4,6,1,1,1,4,0)
     2        1:1        3:3   +   0.549 (32,1,2,4,1,1,3,2,1)
     3        1:1        1:1       0.653 (46,3,1,5,1,1,3,2,0)
     4        1:1        1:1       0.852 (34,4,3,0,0,0,3,3,0)
     5        1:1        1:1       0.626 (40,2,2,8,1,1,2,2,0)
     6        1:1        2:2   +   0.628 (42,4,4,3,1,1,1,4,0)
     7        1:1        1:1       0.78 (49,1,3,6,1,1,2,4,0)
     8        1:1        1:1       0.854 (48,1,1,8,1,0,2,2,1)
     9        1:1        1:1       0.558 (37,2,3,5,0,0,2,4,0)
    10        1:1        1:1       0.915 (27,3,4,0,1,1,3,3,0)
    11        1:1        1:1       0.672 (40,1,2,6,1,1,3,1,1)
    12        1:1        3:3   +   0.654 (29,3,4,4,1,1,1,4,0)
    13        1:1        1:1       0.858 (28,1,4,0,1,0,4,1,0)
    14        1:1        1:1       0.568 (45,1,3,7,1,0,1,3,0)
    15        1:1        1:1       0.817 (25,4,4,0,1,0,2,4,0)
    16        1:1        3:3   +   0.682 (45,2,3,6,1,1,3,2,1)
    17        1:1        3:3   +   0.372 (44,1,4,9,1,1,1,2,0)
    18        1:1        1:1       0.901 (28,3,4,0,1,0,3,4,0)
    19        1:1        3:3   +   0.474 (28,4,4,3,0,1,1,4,0)
    20        1:1        3:3   +   0.449 (27,2,2,1,1,0,3,2,1)
    21        1:1        3:3   +   0.594 (25,4,4,3,1,1,1,2,0)
    22        1:1        2:2   +   0.595 (41,3,4,3,0,1,2,4,0)
    23        1:1        3:3   +   0.601 (43,3,4,2,0,1,3,4,0)
    24        1:1        1:1       0.899 (33,4,4,0,1,0,3,3,0)
    25        1:1        2:2   +   0.645 (33,4,4,3,0,0,1,3,0)
    26        1:1        1:1       0.897 (48,1,1,1,1,0,3,3,1)
    27        1:1        2:2   +   0.621 (42,4,4,1,1,0,1,4,0)
    28        1:1        1:1       0.57 (47,1,4,6,1,1,1,4,0)
    29        1:1        2:2   +   0.605 (45,4,4,1,1,1,1,4,0)
    30        1:1        1:1       0.811 (23,4,4,0,1,0,1,4,0)
    31        1:1        2:2   +   0.465 (38,2,4,3,1,1,1,3,0)
    32        1:1        2:2   +   0.453 (39,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.457 (23,3,3,2,1,1,2,2,0)
    34        2:2        1:1   +   0.552 (30,2,4,1,1,0,3,4,0)
    35        2:2        3:3   +   0.686 (22,4,4,1,1,1,1,2,0)
    36        2:2        3:3   +   0.642 (27,4,4,3,1,1,1,4,0)
    37        2:2        2:2       0.642 (36,4,4,4,0,1,1,4,0)
    38        2:2        2:2       0.482 (42,4,4,4,0,0,2,4,0)
    39        2:2        1:1   +   0.554 (44,1,4,2,1,1,1,3,0)
    40        2:2        3:3   +   0.764 (29,3,4,2,1,1,1,4,0)
    41        2:2        3:3   +   0.392 (23,4,4,1,1,0,3,4,0)
    42        2:2        2:2       0.455 (41,4,4,4,0,0,2,4,0)
    43        2:2        2:2       0.408 (35,3,4,5,1,0,1,3,1)
    44        2:2        3:3   +   0.496 (38,4,4,4,0,0,1,2,0)
    45        2:2        2:2       0.473 (37,4,4,3,0,1,3,4,0)
    46        2:2        3:3   +   0.529 (30,2,4,3,1,1,3,4,0)
    47        2:2        1:1   +   0.679 (25,3,1,2,1,0,3,4,0)
    48        2:2        3:3   +   0.702 (36,3,2,6,1,1,3,2,0)
    49        2:2        2:2       0.451 (36,4,4,3,1,1,1,4,0)
    50        2:2        2:2       0.586 (35,4,4,5,1,0,1,3,0)
    51        2:2        3:3   +   0.764 (22,3,4,1,1,1,4,4,0)
    52        2:2        3:3   +   0.436 (34,3,3,6,1,1,3,4,0)
    53        2:2        3:3   +   0.633 (29,3,4,3,1,1,1,3,0)
    54        2:2        2:2       0.437 (29,4,4,2,1,0,1,3,0)
    55        2:2        1:1   +   0.556 (43,3,4,5,1,1,3,2,1)
    56        2:2        1:1   +   0.902 (47,1,1,10,1,1,3,3,0)
    57        2:2        3:3   +   0.706 (29,4,4,3,1,1,1,4,0)
    58        2:2        2:2       0.502 (35,4,4,4,1,1,1,4,0)
    59        2:2        3:3   +   0.516 (38,4,4,2,1,1,1,4,0)
    60        2:2        3:3   +   0.633 (29,3,4,3,1,1,1,3,0)
    61        2:2        3:3   +   0.507 (32,4,4,2,1,0,3,4,0)
