

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure)
    29        1:1        3:3   +   0.485 (23,2,2,2,1,1,3,3,0)
    30        1:1        3:3   +   0.485 (23,3,3,1,1,0,2,4,0)
    31        1:1        3:3   +   0.485 (23,3,4,4,1,1,3,1,1)
    32        1:1        1:1       0.957 (30,4,2,0,1,0,3,3,0)
    33        1:1        3:3   +   0.485 (33,2,2,3,0,0,2,4,0)
    34        1:1        3:3   +   0.485 (34,2,3,7,1,0,3,3,0)
    35        2:2        2:2       0.627 (39,4,4,4,1,0,1,4,0)
    36        2:2        3:3   +   0.485 (23,4,4,1,0,1,1,4,0)
    37        2:2        3:3   +   0.485 (38,3,4,7,0,1,2,3,0)
    38        2:2        3:3   +   0.485 (30,2,3,5,1,1,3,1,1)
    39        2:2        3:3   +   0.485 (42,2,4,8,1,1,1,4,0)
    40        2:2        3:3   +   0.485 (31,4,4,3,0,0,4,4,0)
    41        2:2        3:3   +   0.485 (37,4,4,7,1,1,1,4,0)
    42        2:2        3:3   +   0.485 (26,3,3,2,1,1,1,3,0)
    43        2:2        3:3   +   0.485 (33,3,3,6,1,1,3,4,0)
    44        2:2        3:3   +   0.485 (36,4,4,3,0,1,1,3,0)
    45        2:2        3:3   +   0.485 (35,4,4,5,1,1,1,4,0)
    46        2:2        2:2       0.627 (41,4,4,4,1,1,1,4,0)
    47        2:2        3:3   +   0.485 (25,2,4,6,1,1,3,4,0)
    48        2:2        3:3   +   0.485 (44,4,4,6,0,1,1,3,0)
    49        2:2        3:3   +   0.485 (35,2,4,3,0,0,3,4,1)
    50        2:2        3:3   +   0.485 (42,4,4,8,0,1,1,4,0)
    51        2:2        3:3   +   0.485 (24,2,4,2,1,1,3,3,0)
    52        2:2        3:3   +   0.485 (34,3,4,2,0,1,2,3,0)
    53        2:2        3:3   +   0.485 (34,1,2,5,1,1,3,4,0)
    54        2:2        3:3   +   0.485 (38,4,4,6,1,1,3,3,0)
    55        2:2        3:3   +   0.485 (25,3,1,4,1,1,3,1,0)
    56        2:2        3:3   +   0.485 (41,4,4,7,1,1,2,4,0)
    57        2:2        3:3   +   0.485 (36,4,4,3,1,0,1,4,0)
    58        2:2        1:1   +   0.778 (47,4,4,8,1,1,1,4,0)
    59        2:2        3:3   +   0.485 (29,4,4,2,1,1,1,4,0)
    60        2:2        2:2       0.627 (37,4,4,4,1,1,1,4,0)
    61        2:2        3:3   +   0.485 (38,2,3,4,1,1,1,2,0)
    62        2:2        3:3   +   0.485 (45,3,3,6,0,1,2,4,0)
    63        2:2        3:3   +   0.485 (24,4,4,2,1,0,1,3,0)
    64        2:2        3:3   +   0.485 (35,3,4,3,1,1,2,2,0)
    65        2:2        3:3   +   0.485 (28,2,3,2,1,1,3,3,0)
    66        2:2        2:2       0.627 (39,4,4,4,0,1,1,4,0)
    67        2:2        3:3   +   0.485 (42,4,4,3,1,0,1,4,0)
    68        3:3        3:3       0.485 (21,2,2,1,1,1,3,2,0)
    69        3:3        3:3       0.485 (38,4,3,9,1,1,3,3,0)
    70        3:3        3:3       0.485 (22,3,4,1,0,0,1,4,0)
    71        3:3        3:3       0.485 (48,3,4,8,1,0,1,4,0)
    72        3:3        3:3       0.485 (26,2,3,2,1,1,2,3,0)
    73        3:3        3:3       0.485 (32,4,4,3,1,0,1,4,0)
    74        3:3        3:3       0.485 (32,4,4,3,1,1,1,4,0)
    75        3:3        3:3       0.485 (21,3,3,1,1,1,3,3,0)
    76        3:3        3:3       0.485 (33,3,3,3,1,1,3,3,0)
    77        3:3        3:3       0.485 (29,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.485 (28,4,4,2,1,1,1,4,0)
    79        3:3        3:3       0.485 (19,4,4,1,1,1,3,2,0)
    80        3:3        3:3       0.485 (34,4,4,2,1,1,1,4,0)
    81        3:3        3:3       0.485 (21,3,4,1,1,1,3,2,0)
    82        3:3        3:3       0.485 (28,2,4,4,1,1,3,4,0)
    83        3:3        3:3       0.485 (25,4,4,1,1,1,1,4,0)
    84        3:3        3:3       0.485 (30,2,2,6,1,1,3,1,0)
    85        3:3        3:3       0.485 (26,4,4,2,1,0,1,4,0)
    86        3:3        3:3       0.485 (24,4,4,1,1,1,1,3,0)
    87        3:3        3:3       0.485 (24,2,3,2,1,1,2,1,0)
    88        3:3        3:3       0.485 (46,2,3,6,0,0,3,4,0)
    89        3:3        3:3       0.485 (47,4,4,5,1,1,1,3,0)
    90        3:3        3:3       0.485 (22,3,3,3,1,1,3,3,0)
    91        3:3        3:3       0.485 (25,4,4,2,1,1,3,3,0)
    92        3:3        3:3       0.485 (26,3,3,3,1,1,3,3,0)
    93        3:3        3:3       0.485 (37,3,3,11,1,1,1,2,0)
    94        3:3        3:3       0.485 (26,4,4,2,1,0,3,3,0)
    95        3:3        3:3       0.485 (25,2,3,4,1,1,3,3,0)
    96        3:3        3:3       0.485 (30,2,2,4,1,1,2,4,0)
    97        3:3        3:3       0.485 (29,3,3,6,1,1,3,3,0)
    98        3:3        3:3       0.485 (30,3,4,4,1,1,3,3,0)
    99        3:3        3:3       0.485 (30,1,3,4,1,1,3,4,0)
   100        3:3        3:3       0.485 (19,3,3,1,1,1,2,1,0)
   101        3:3        3:3       0.485 (25,2,4,3,1,1,1,3,0)
   102        3:3        3:3       0.485 (24,4,4,2,1,1,1,4,0)
   103        3:3        2:2   +   0.627 (27,4,4,4,1,1,1,2,1)
   104        3:3        3:3       0.485 (24,4,3,3,1,1,3,3,0)
   105        3:3        3:3       0.485 (33,2,2,2,1,1,3,4,0)
   106        3:3        3:3       0.485 (21,3,4,3,1,1,3,1,0)
   107        3:3        3:3       0.485 (16,2,3,1,1,1,3,1,0)
   108        3:3        2:2   +   0.627 (35,4,4,4,0,0,1,4,0)
   109        3:3        3:3       0.485 (26,3,4,3,1,1,3,3,0)
   110        3:3        3:3       0.485 (24,3,3,1,1,1,3,2,0)
   111        3:3        3:3       0.485 (34,3,3,6,1,1,1,4,0)
   112        3:3        3:3       0.485 (37,2,3,5,1,1,4,2,0)
   113        3:3        1:1   +   0.647 (23,1,2,3,1,1,3,2,1)
   114        3:3        3:3       0.485 (29,3,3,3,1,1,2,1,0)
   115        3:3        2:2   +   0.627 (35,4,4,4,1,1,1,4,0)
   116        3:3        3:3       0.485 (26,3,4,3,1,1,3,2,0)
   117        3:3        3:3       0.485 (31,4,4,3,1,0,1,4,0)
   118        3:3        3:3       0.485 (30,3,4,2,1,1,1,2,0)
     1        1:1        3:3   +   0.48 (25,3,3,1,1,0,2,4,0)
     2        1:1        3:3   +   0.48 (23,4,4,1,1,0,2,4,0)
     3        1:1        3:3   +   0.48 (31,3,4,2,1,1,3,3,0)
     4        1:1        3:3   +   0.48 (47,2,2,4,1,1,3,1,0)
     5        1:1        3:3   +   0.48 (30,3,3,5,1,0,3,4,0)
     6        1:1        3:3   +   0.48 (35,2,2,6,1,0,3,1,1)
     7        1:1        3:3   +   0.48 (25,3,4,3,1,1,1,1,0)
     8        1:1        3:3   +   0.48 (28,2,3,1,1,1,3,1,0)
     9        1:1        3:3   +   0.48 (39,3,1,1,1,1,2,3,0)
    10        1:1        3:3   +   0.48 (28,4,4,1,0,1,2,4,0)
    11        1:1        3:3   +   0.48 (22,3,4,2,1,1,2,3,0)
    12        1:1        3:3   +   0.48 (18,3,4,1,1,1,3,1,0)
    13        1:1        3:3   +   0.48 (37,3,4,4,1,0,2,4,0)
    14        1:1        3:3   +   0.48 (36,4,3,3,1,0,3,2,0)
    15        1:1        3:3   +   0.48 (31,1,1,6,1,1,3,2,0)
    16        1:1        3:3   +   0.48 (39,2,3,10,1,1,3,4,0)
    17        1:1        1:1       0.96 (25,4,4,0,1,0,3,4,0)
    18        1:1        3:3   +   0.48 (25,1,4,2,1,0,3,3,1)
    19        1:1        1:1       0.615 (49,4,4,1,1,1,3,4,0)
    20        1:1        3:3   +   0.48 (46,1,2,8,1,1,3,3,1)
    21        1:1        3:3   +   0.48 (31,4,4,2,1,1,1,2,0)
    22        1:1        3:3   +   0.48 (42,4,4,3,1,0,1,4,0)
    23        1:1        3:3   +   0.48 (37,2,3,4,1,1,2,3,0)
    24        1:1        3:3   +   0.48 (20,3,4,1,1,1,3,2,0)
    25        1:1        1:1       0.96 (45,3,4,0,1,1,1,3,0)
    26        1:1        1:1       0.96 (49,2,3,0,1,1,1,2,0)
    27        1:1        1:1       0.615 (22,2,4,1,1,1,3,4,0)
    28        1:1        3:3   +   0.48 (42,3,3,8,1,1,4,3,0)
    29        1:1        3:3   +   0.48 (21,2,4,3,1,1,3,2,0)
    30        1:1        3:3   +   0.48 (34,2,2,9,1,0,2,3,0)
    31        1:1        3:3   +   0.48 (39,1,2,2,1,1,3,1,1)
    32        1:1        3:3   +   0.48 (42,2,4,2,1,1,3,4,0)
    33        1:1        3:3   +   0.48 (30,2,3,2,1,0,2,4,0)
    34        2:2        3:3   +   0.48 (33,2,3,5,1,0,2,1,0)
    35        2:2        3:3   +   0.48 (41,4,4,6,1,1,1,4,0)
    36        2:2        3:3   +   0.48 (28,3,4,3,1,1,1,4,0)
    37        2:2        3:3   +   0.48 (34,3,4,3,0,1,1,4,0)
    38        2:2        3:3   +   0.48 (34,4,4,2,0,0,3,2,0)
    39        2:2        3:3   +   0.48 (33,4,4,2,0,0,1,3,0)
    40        2:2        2:2       0.615 (44,4,4,4,1,1,1,4,0)
    41        2:2        2:2       0.615 (45,4,4,4,1,1,1,4,0)
    42        2:2        3:3   +   0.48 (40,4,4,6,1,1,1,3,0)
    43        2:2        3:3   +   0.48 (48,4,4,3,0,1,1,4,0)
    44        2:2        3:3   +   0.48 (43,4,4,6,1,1,1,4,0)
    45        2:2        3:3   +   0.48 (43,1,3,4,1,1,1,4,0)
    46        2:2        3:3   +   0.48 (41,4,4,8,1,1,1,4,0)
    47        2:2        3:3   +   0.48 (41,3,4,5,1,1,1,3,0)
    48        2:2        3:3   +   0.48 (26,2,4,2,1,1,1,4,0)
    49        2:2        3:3   +   0.48 (42,3,3,4,0,1,3,4,0)
    50        2:2        3:3   +   0.48 (45,3,3,8,1,1,2,3,0)
    51        2:2        2:2       0.615 (29,4,3,4,1,0,3,2,0)
    52        2:2        3:3   +   0.48 (42,2,4,5,0,1,2,3,0)
    53        2:2        3:3   +   0.48 (27,3,2,5,1,1,2,4,0)
    54        2:2        2:2       0.615 (47,4,4,4,1,0,1,4,0)
    55        2:2        2:2       0.615 (39,4,4,4,1,1,1,4,0)
    56        2:2        3:3   +   0.48 (26,2,4,2,1,1,1,3,0)
    57        2:2        2:2       0.615 (35,4,4,4,0,1,3,3,0)
    58        2:2        3:3   +   0.48 (35,4,4,3,0,0,3,4,0)
    59        2:2        3:3   +   0.48 (37,3,4,3,1,1,1,3,0)
    60        2:2        3:3   +   0.48 (33,4,4,3,1,1,1,4,0)
    61        2:2        3:3   +   0.48 (28,4,4,2,1,1,1,3,0)
    62        2:2        3:3   +   0.48 (34,2,3,2,1,1,3,3,0)
    63        2:2        3:3   +   0.48 (44,3,3,9,1,1,1,1,0)
    64        2:2        3:3   +   0.48 (32,3,3,6,1,0,3,3,0)
    65        2:2        3:3   +   0.48 (49,4,4,10,1,1,1,4,0)
    66        2:2        3:3   +   0.48 (44,4,4,3,1,1,1,4,0)
    67        2:2        3:3   +   0.48 (48,4,4,7,0,1,1,4,0)
    68        3:3        3:3       0.48 (24,4,4,1,1,1,1,3,0)
    69        3:3        3:3       0.48 (36,2,2,5,1,1,3,4,0)
    70        3:3        3:3       0.48 (19,4,4,1,1,1,1,3,0)
    71        3:3        3:3       0.48 (29,2,3,3,1,1,3,3,0)
    72        3:3        1:1   +   0.7 (41,1,4,5,1,0,2,4,0)
    73        3:3        3:3       0.48 (27,4,4,2,0,0,2,4,0)
    74        3:3        3:3       0.48 (32,3,4,4,1,1,3,2,0)
    75        3:3        3:3       0.48 (29,1,4,3,1,1,4,4,1)
    76        3:3        3:3       0.48 (35,2,3,6,1,0,3,2,0)
    77        3:3        3:3       0.48 (49,4,3,13,1,1,1,4,0)
    78        3:3        3:3       0.48 (32,4,4,3,0,1,1,4,0)
    79        3:3        3:3       0.48 (26,4,4,3,1,1,3,2,0)
    80        3:3        3:3       0.48 (44,4,4,8,1,1,2,4,0)
    81        3:3        3:3       0.48 (22,4,4,2,1,1,3,4,0)
    82        3:3        3:3       0.48 (36,3,4,9,1,1,3,4,0)
    83        3:3        3:3       0.48 (30,3,3,3,1,1,3,1,0)
    84        3:3        3:3       0.48 (45,1,3,3,1,1,3,2,0)
    85        3:3        3:3       0.48 (28,4,4,1,1,1,1,3,0)
    86        3:3        3:3       0.48 (35,4,4,6,1,1,1,4,0)
    87        3:3        3:3       0.48 (33,4,4,2,1,0,2,4,0)
    88        3:3        3:3       0.48 (21,4,4,2,1,1,2,3,0)
    89        3:3        3:3       0.48 (39,4,4,3,1,0,1,4,0)
    90        3:3        3:3       0.48 (34,4,4,2,1,1,3,3,0)
    91        3:3        3:3       0.48 (20,3,3,2,1,1,2,2,1)
    92        3:3        3:3       0.48 (27,2,4,1,1,1,1,4,0)
    93        3:3        3:3       0.48 (30,4,4,2,1,1,4,3,0)
    94        3:3        3:3       0.48 (48,4,4,16,1,1,1,4,0)
    95        3:3        3:3       0.48 (20,2,2,1,1,1,3,2,0)
    96        3:3        3:3       0.48 (21,3,2,1,1,1,3,1,1)
    97        3:3        3:3       0.48 (44,4,4,5,1,1,3,4,0)
    98        3:3        2:2   +   0.615 (47,4,3,4,1,1,1,3,0)
    99        3:3        3:3       0.48 (42,4,4,7,1,1,2,4,0)
   100        3:3        3:3       0.48 (17,2,2,1,1,1,3,2,0)
   101        3:3        3:3       0.48 (33,3,4,4,1,1,3,3,0)
   102        3:3        3:3       0.48 (47,4,4,5,1,1,3,2,0)
   103        3:3        3:3       0.48 (28,3,4,3,1,1,1,4,0)
   104        3:3        2:2   +   0.615 (36,4,4,4,1,1,1,4,0)
   105        3:3        3:3       0.48 (32,4,4,3,0,1,1,4,0)
   106        3:3        3:3       0.48 (26,4,4,2,1,1,3,3,0)
   107        3:3        3:3       0.48 (21,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.48 (19,4,4,2,1,1,1,4,0)
   109        3:3        2:2   +   0.615 (40,4,4,4,1,1,1,4,0)
   110        3:3        3:3       0.48 (25,2,3,5,1,1,2,3,0)
   111        3:3        3:3       0.48 (28,2,3,3,1,1,3,4,0)
   112        3:3        3:3       0.48 (36,1,3,6,1,1,3,2,0)
   113        3:3        3:3       0.48 (32,4,4,2,0,0,1,4,0)
   114        3:3        3:3       0.48 (33,3,4,6,1,1,3,2,0)
   115        3:3        3:3       0.48 (28,1,3,5,1,1,3,4,0)
   116        3:3        3:3       0.48 (37,2,4,5,1,1,1,4,0)
   117        3:3        3:3       0.48 (33,4,4,3,1,1,1,4,0)
   118        3:3        3:3       0.48 (33,4,4,2,1,1,2,4,0)
     1        1:1        1:1       0.958 (23,3,2,0,1,1,2,2,0)
     2        1:1        1:1       0.958 (26,4,4,0,1,1,3,4,0)
     3        1:1        1:1       0.65 (31,2,2,8,1,1,2,2,1)
     4        1:1        3:3   +   0.485 (36,3,3,2,1,0,2,4,0)
     5        1:1        1:1       0.65 (45,2,2,7,1,1,3,1,1)
     6        1:1        2:2   +   0.636 (48,4,4,4,0,1,1,4,0)
     7        1:1        1:1       0.65 (46,1,2,7,1,1,3,1,1)
     8        1:1        3:3   +   0.485 (25,2,3,1,1,0,2,1,0)
     9        1:1        3:3   +   0.485 (40,3,3,3,1,1,2,2,1)
    10        1:1        1:1       0.65 (24,2,2,2,1,1,3,1,1)
    11        1:1        3:3   +   0.485 (46,1,4,8,1,1,1,4,1)
    12        1:1        1:1       0.679 (30,1,1,7,1,1,2,3,0)
    13        1:1        1:1       0.583 (21,4,4,1,1,1,3,4,0)
    14        1:1        1:1       0.958 (20,3,4,0,1,1,3,3,0)
    15        1:1        3:3   +   0.485 (32,2,4,5,1,1,2,3,0)
    16        1:1        1:1       0.679 (41,1,3,3,1,0,2,4,0)
    17        1:1        3:3   +   0.485 (33,3,3,3,1,1,3,4,0)
    18        1:1        1:1       0.958 (28,3,4,0,1,0,1,3,0)
    19        1:1        3:3   +   0.485 (27,3,4,2,1,1,1,3,0)
    20        1:1        3:3   +   0.485 (32,3,4,1,0,1,2,4,0)
    21        1:1        1:1       0.583 (20,2,3,1,1,1,3,4,0)
    22        1:1        3:3   +   0.485 (20,3,4,2,1,1,3,3,0)
    23        1:1        2:2   +   0.571 (38,3,3,5,1,1,1,4,0)
    24        1:1        3:3   +   0.485 (28,3,4,1,0,1,2,2,0)
    25        1:1        3:3   +   0.485 (35,2,3,8,1,1,3,3,1)
    26        1:1        3:3   +   0.485 (24,3,4,2,1,1,2,4,0)
    27        1:1        3:3   +   0.485 (31,4,4,3,1,0,2,3,0)
    28        1:1        1:1       0.583 (25,4,4,1,1,1,3,4,0)
    29        1:1        3:3   +   0.485 (24,2,4,2,1,1,3,4,0)
    30        1:1        3:3   +   0.485 (24,2,3,2,1,1,3,1,0)
    31        1:1        3:3   +   0.485 (45,2,4,8,1,1,2,3,0)
    32        1:1        3:3   +   0.485 (33,1,1,5,1,1,3,1,1)
    33        1:1        3:3   +   0.485 (20,2,3,3,1,1,3,4,0)
    34        2:2        3:3   +   0.485 (44,4,4,5,1,0,1,4,0)
    35        2:2        2:2       0.636 (31,4,4,4,1,1,3,3,0)
    36        2:2        3:3   +   0.485 (32,3,3,4,1,0,3,3,0)
    37        2:2        3:3   +   0.485 (21,3,4,3,1,1,1,4,0)
    38        2:2        3:3   +   0.485 (43,2,4,13,1,1,2,3,0)
    39        2:2        3:3   +   0.485 (28,4,4,2,0,1,1,4,0)
    40        2:2        3:3   +   0.485 (30,4,4,1,0,1,2,4,0)
    41        2:2        3:3   +   0.485 (22,4,4,1,1,1,1,3,0)
    42        2:2        2:2       0.571 (36,3,3,5,1,0,1,3,0)
    43        2:2        2:2       0.571 (41,3,3,5,1,1,1,4,0)
    44        2:2        3:3   +   0.485 (29,4,4,2,1,1,3,4,0)
    45        2:2        3:3   +   0.485 (30,3,3,2,1,1,2,3,0)
    46        2:2        3:3   +   0.485 (40,4,4,5,1,1,1,3,0)
    47        2:2        2:2       0.636 (34,4,4,4,1,0,3,3,0)
    48        2:2        3:3   +   0.485 (27,4,4,3,1,1,1,3,0)
    49        2:2        3:3   +   0.485 (38,4,4,5,1,1,1,3,0)
    50        2:2        3:3   +   0.485 (41,4,4,3,1,0,2,3,0)
    51        2:2        2:2       0.636 (30,4,1,4,1,1,3,3,0)
    52        2:2        3:3   +   0.485 (41,4,4,5,0,1,2,4,0)
    53        2:2        3:3   +   0.485 (37,4,4,2,1,0,3,3,0)
    54        2:2        3:3   +   0.485 (31,4,4,3,1,1,1,4,0)
    55        2:2        3:3   +   0.485 (34,4,4,3,1,1,1,4,0)
    56        2:2        3:3   +   0.485 (45,2,2,9,1,1,3,3,0)
    57        2:2        3:3   +   0.485 (34,4,4,2,1,1,1,4,0)
    58        2:2        3:3   +   0.485 (32,3,4,5,1,1,1,2,0)
    59        2:2        3:3   +   0.485 (24,4,4,1,1,1,1,4,0)
    60        2:2        3:3   +   0.485 (30,4,4,2,0,0,1,4,0)
    61        2:2        3:3   +   0.485 (42,3,3,4,1,1,2,4,0)
    62        2:2        3:3   +   0.485 (33,4,3,5,1,1,2,4,0)
    63        2:2        3:3   +   0.485 (32,4,4,2,0,0,1,4,0)
    64        2:2        2:2       0.636 (37,4,4,4,0,0,2,4,0)
    65        2:2        3:3   +   0.485 (39,4,4,3,1,1,1,4,0)
    66        2:2        3:3   +   0.485 (35,4,4,5,0,0,1,4,0)
    67        2:2        3:3   +   0.485 (24,4,4,1,1,1,3,2,0)
    68        3:3        3:3       0.485 (41,1,2,6,1,1,3,3,0)
    69        3:3        3:3       0.485 (20,3,4,1,0,1,2,4,0)
    70        3:3        2:2   +   0.636 (33,4,4,4,1,1,2,3,0)
    71        3:3        3:3       0.485 (40,3,4,6,1,1,1,3,0)
    72        3:3        3:3       0.485 (35,1,2,5,1,1,3,3,0)
    73        3:3        3:3       0.485 (35,2,3,6,1,1,2,3,0)
    74        3:3        3:3       0.485 (22,4,4,1,0,1,3,1,0)
    75        3:3        3:3       0.485 (21,4,4,2,1,1,3,3,0)
    76        3:3        1:1   +   0.679 (25,1,2,2,1,1,2,1,0)
    77        3:3        3:3       0.485 (31,4,4,3,1,1,1,4,0)
    78        3:3        3:3       0.485 (35,4,4,2,1,1,2,4,0)
    79        3:3        1:1   +   0.65 (36,1,2,4,1,1,3,1,1)
    80        3:3        3:3       0.485 (34,4,4,6,1,1,2,2,0)
    81        3:3        3:3       0.485 (23,2,3,2,1,0,3,2,0)
    82        3:3        3:3       0.485 (27,2,4,4,1,1,2,1,0)
    83        3:3        3:3       0.485 (22,4,3,1,1,1,2,2,0)
    84        3:3        3:3       0.485 (31,2,3,7,1,1,3,3,0)
    85        3:3        3:3       0.485 (34,2,2,4,0,1,3,2,0)
    86        3:3        3:3       0.485 (40,2,2,4,0,0,2,4,0)
    87        3:3        3:3       0.485 (30,3,3,4,1,0,2,2,0)
    88        3:3        3:3       0.485 (43,4,4,5,0,1,1,4,0)
    89        3:3        3:3       0.485 (25,4,4,1,0,1,1,4,0)
    90        3:3        3:3       0.485 (22,3,4,2,1,1,2,4,0)
    91        3:3        3:3       0.485 (24,2,2,2,1,1,3,4,0)
    92        3:3        3:3       0.485 (31,1,1,3,1,1,4,2,1)
    93        3:3        3:3       0.485 (37,3,4,5,1,0,2,4,0)
    94        3:3        3:3       0.485 (22,3,4,2,0,1,3,4,0)
    95        3:3        3:3       0.485 (21,3,3,2,1,1,2,3,0)
    96        3:3        3:3       0.485 (41,4,3,5,1,0,3,4,0)
    97        3:3        3:3       0.485 (44,3,4,5,1,0,1,4,0)
    98        3:3        3:3       0.485 (29,2,3,4,1,1,3,2,0)
    99        3:3        3:3       0.485 (22,3,4,3,1,1,2,3,0)
   100        3:3        3:3       0.485 (25,4,4,2,1,1,2,3,0)
   101        3:3        3:3       0.485 (32,3,2,5,1,1,3,3,0)
   102        3:3        2:2   +   0.636 (36,4,4,4,1,1,1,3,0)
   103        3:3        3:3       0.485 (25,2,2,1,1,1,3,1,0)
   104        3:3        1:1   +   0.65 (35,2,2,6,1,0,2,2,1)
   105        3:3        3:3       0.485 (22,2,2,2,1,1,2,3,0)
   106        3:3        3:3       0.485 (28,4,4,1,1,1,3,2,0)
   107        3:3        3:3       0.485 (19,4,4,1,1,1,2,3,0)
   108        3:3        3:3       0.485 (33,2,3,7,1,0,3,1,0)
   109        3:3        3:3       0.485 (23,3,2,1,1,1,3,3,0)
   110        3:3        3:3       0.485 (32,2,2,8,1,1,2,1,0)
   111        3:3        3:3       0.485 (40,3,4,5,1,1,1,2,0)
   112        3:3        3:3       0.485 (25,3,4,3,1,1,2,4,0)
   113        3:3        3:3       0.485 (32,3,4,5,0,1,1,4,0)
   114        3:3        3:3       0.485 (31,4,4,2,0,1,1,4,0)
   115        3:3        3:3       0.485 (35,3,4,5,1,1,1,4,0)
   116        3:3        3:3       0.485 (27,4,4,1,1,1,1,4,0)
   117        3:3        1:1   +   0.65 (36,2,2,7,1,0,2,2,1)
   118        3:3        2:2   +   0.636 (39,4,3,4,1,1,3,4,0)
     1        1:1        3:3   +   0.474 (39,3,4,6,1,1,1,4,0)
     2        1:1        3:3   +   0.474 (32,1,2,4,1,1,3,2,1)
     3        1:1        3:3   +   0.474 (46,3,1,5,1,1,3,2,0)
     4        1:1        1:1       0.957 (34,4,3,0,0,0,3,3,0)
     5        1:1        3:3   +   0.474 (40,2,2,8,1,1,2,2,0)
     6        1:1        3:3   +   0.474 (42,4,4,3,1,1,1,4,0)
     7        1:1        1:1       0.72 (49,1,3,6,1,1,2,4,0)
     8        1:1        1:1       0.889 (48,1,1,8,1,0,2,2,1)
     9        1:1        3:3   +   0.474 (37,2,3,5,0,0,2,4,0)
    10        1:1        1:1       0.957 (27,3,4,0,1,1,3,3,0)
    11        1:1        3:3   +   0.474 (40,1,2,6,1,1,3,1,1)
    12        1:1        3:3   +   0.474 (29,3,4,4,1,1,1,4,0)
    13        1:1        1:1       0.957 (28,1,4,0,1,0,4,1,0)
    14        1:1        3:3   +   0.474 (45,1,3,7,1,0,1,3,0)
    15        1:1        1:1       0.957 (25,4,4,0,1,0,2,4,0)
    16        1:1        3:3   +   0.474 (45,2,3,6,1,1,3,2,1)
    17        1:1        3:3   +   0.474 (44,1,4,9,1,1,1,2,0)
    18        1:1        1:1       0.957 (28,3,4,0,1,0,3,4,0)
    19        1:1        3:3   +   0.474 (28,4,4,3,0,1,1,4,0)
    20        1:1        3:3   +   0.474 (27,2,2,1,1,0,3,2,1)
    21        1:1        3:3   +   0.474 (25,4,4,3,1,1,1,2,0)
    22        1:1        3:3   +   0.474 (41,3,4,3,0,1,2,4,0)
    23        1:1        3:3   +   0.474 (43,3,4,2,0,1,3,4,0)
    24        1:1        1:1       0.957 (33,4,4,0,1,0,3,3,0)
    25        1:1        3:3   +   0.474 (33,4,4,3,0,0,1,3,0)
    26        1:1        1:1       0.7 (48,1,1,1,1,0,3,3,1)
    27        1:1        3:3   +   0.474 (42,4,4,1,1,0,1,4,0)
    28        1:1        3:3   +   0.474 (47,1,4,6,1,1,1,4,0)
    29        1:1        3:3   +   0.474 (45,4,4,1,1,1,1,4,0)
    30        1:1        1:1       0.957 (23,4,4,0,1,0,1,4,0)
    31        1:1        3:3   +   0.474 (38,2,4,3,1,1,1,3,0)
    32        1:1        3:3   +   0.474 (39,4,4,2,1,0,1,4,0)
    33        1:1        3:3   +   0.474 (23,3,3,2,1,1,2,2,0)
    34        2:2        3:3   +   0.474 (30,2,4,1,1,0,3,4,0)
    35        2:2        3:3   +   0.474 (22,4,4,1,1,1,1,2,0)
    36        2:2        3:3   +   0.474 (27,4,4,3,1,1,1,4,0)
    37        2:2        2:2       0.612 (36,4,4,4,0,1,1,4,0)
    38        2:2        2:2       0.612 (42,4,4,4,0,0,2,4,0)
    39        2:2        3:3   +   0.474 (44,1,4,2,1,1,1,3,0)
    40        2:2        3:3   +   0.474 (29,3,4,2,1,1,1,4,0)
    41        2:2        3:3   +   0.474 (23,4,4,1,1,0,3,4,0)
    42        2:2        2:2       0.612 (41,4,4,4,0,0,2,4,0)
    43        2:2        3:3   +   0.474 (35,3,4,5,1,0,1,3,1)
    44        2:2        2:2       0.612 (38,4,4,4,0,0,1,2,0)
    45        2:2        3:3   +   0.474 (37,4,4,3,0,1,3,4,0)
    46        2:2        3:3   +   0.474 (30,2,4,3,1,1,3,4,0)
    47        2:2        3:3   +   0.474 (25,3,1,2,1,0,3,4,0)
    48        2:2        3:3   +   0.474 (36,3,2,6,1,1,3,2,0)
    49        2:2        3:3   +   0.474 (36,4,4,3,1,1,1,4,0)
    50        2:2        3:3   +   0.474 (35,4,4,5,1,0,1,3,0)
    51        2:2        3:3   +   0.474 (22,3,4,1,1,1,4,4,0)
    52        2:2        3:3   +   0.474 (34,3,3,6,1,1,3,4,0)
    53        2:2        3:3   +   0.474 (29,3,4,3,1,1,1,3,0)
    54        2:2        3:3   +   0.474 (29,4,4,2,1,0,1,3,0)
    55        2:2        3:3   +   0.474 (43,3,4,5,1,1,3,2,1)
    56        2:2        3:3   +   0.474 (47,1,1,10,1,1,3,3,0)
    57        2:2        3:3   +   0.474 (29,4,4,3,1,1,1,4,0)
    58        2:2        2:2       0.612 (35,4,4,4,1,1,1,4,0)
    59        2:2        3:3   +   0.474 (38,4,4,2,1,1,1,4,0)
