

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Buying,Maint,Doors,Persons,Lug_boot,Safety)
   138     3:good      2:acc   +   0.277 (low,low,2,4,med,high)
     1    1:unacc    1:unacc       1 (high,med,2,2,med,low)
     2    1:unacc    1:unacc       0.996 (high,vhigh,5more,2,big,med)
     3    1:unacc    1:unacc       0.504 (high,med,4,4,small,med)
     4    1:unacc    1:unacc       0.997 (high,low,2,more,small,low)
     5    1:unacc    1:unacc       0.991 (med,med,2,2,small,high)
     6    1:unacc    1:unacc       0.997 (high,med,2,2,small,high)
     7    1:unacc    1:unacc       0.985 (med,low,3,4,small,low)
     8    1:unacc    1:unacc       0.984 (vhigh,low,3,more,big,low)
     9    1:unacc    1:unacc       0.995 (high,low,3,2,big,med)
    10    1:unacc    1:unacc       0.99 (med,med,2,2,med,med)
    11    1:unacc    1:unacc       0.994 (low,vhigh,4,4,med,low)
    12    1:unacc    1:unacc       1 (high,vhigh,2,2,small,low)
    13    1:unacc    1:unacc       0.964 (low,high,5more,2,med,high)
    14    1:unacc    1:unacc       0.993 (med,vhigh,5more,4,big,low)
    15    1:unacc    1:unacc       1 (med,low,3,2,med,low)
    16    1:unacc    1:unacc       0.995 (low,vhigh,3,more,med,low)
    17    1:unacc    1:unacc       1 (low,high,4,2,med,low)
    18    1:unacc    1:unacc       0.966 (low,low,2,more,med,low)
    19    1:unacc      2:acc   +   0.607 (med,high,4,4,small,med)
    20    1:unacc    1:unacc       1 (low,high,2,2,big,low)
    21    1:unacc      2:acc   +   0.557 (high,low,3,4,med,med)
    22    1:unacc    1:unacc       0.998 (high,vhigh,2,2,small,high)
    23    1:unacc    1:unacc       0.995 (high,med,4,2,med,med)
    24    1:unacc    1:unacc       0.993 (high,high,5more,more,med,low)
    25    1:unacc    1:unacc       0.987 (vhigh,low,4,2,big,med)
    26    1:unacc    1:unacc       0.997 (high,med,5more,more,small,low)
    27    1:unacc    1:unacc       1 (low,low,2,2,med,low)
    28    1:unacc    1:unacc       0.997 (low,vhigh,5more,2,small,med)
    29    1:unacc      2:acc   +   0.541 (high,vhigh,2,more,big,high)
    30    1:unacc    1:unacc       0.997 (low,vhigh,4,2,small,med)
    31    1:unacc    1:unacc       0.953 (low,low,2,2,med,high)
    32    1:unacc    1:unacc       0.999 (low,med,3,2,med,low)
    33    1:unacc    1:unacc       0.992 (high,low,4,2,med,high)
    34    1:unacc    1:unacc       0.997 (low,vhigh,5more,more,small,low)
    35    1:unacc    1:unacc       0.997 (low,vhigh,3,4,small,low)
    36    1:unacc    1:unacc       0.994 (low,vhigh,5more,more,med,low)
    37    1:unacc    1:unacc       0.993 (high,high,2,2,big,high)
    38    1:unacc    1:unacc       0.996 (med,vhigh,4,more,small,low)
    39    1:unacc    1:unacc       0.955 (low,low,3,more,med,low)
    40    1:unacc    1:unacc       0.981 (med,med,2,4,med,low)
    41    1:unacc    1:unacc       0.979 (med,low,4,2,big,med)
    42    1:unacc      2:acc   +   0.493 (high,low,2,4,med,med)
    43    1:unacc    1:unacc       0.928 (low,med,5more,2,med,high)
    44    1:unacc    1:unacc       0.996 (high,low,5more,more,small,low)
    45    1:unacc    1:unacc       0.984 (med,low,2,2,big,med)
    46    1:unacc    1:unacc       0.989 (med,high,2,4,med,low)
    47    1:unacc    1:unacc       0.998 (high,vhigh,5more,2,small,med)
    48    1:unacc    1:unacc       0.997 (high,low,4,2,small,med)
    49    1:unacc    1:unacc       1 (high,vhigh,3,2,big,low)
    50    1:unacc    1:unacc       0.997 (high,high,2,more,small,low)
    51    1:unacc    1:unacc       0.996 (high,vhigh,3,more,big,low)
    52    1:unacc    1:unacc       0.991 (med,vhigh,4,2,big,high)
    53    1:unacc    1:unacc       0.992 (high,med,3,2,big,high)
    54    1:unacc    1:unacc       0.985 (vhigh,low,5more,more,med,low)
    55    1:unacc      2:acc   +   0.544 (high,vhigh,4,more,big,med)
    56    1:unacc    1:unacc       0.541 (high,low,3,4,small,med)
    57    1:unacc    1:unacc       0.946 (low,med,3,more,big,low)
    58    1:unacc    1:unacc       1 (vhigh,low,5more,2,med,low)
    59    1:unacc    1:unacc       0.996 (high,low,3,2,med,med)
    60    1:unacc    1:unacc       0.997 (high,vhigh,5more,2,med,med)
    61    1:unacc      2:acc   +   0.531 (high,vhigh,4,more,med,med)
    62    1:unacc    1:unacc       0.995 (high,vhigh,4,4,big,low)
    63    1:unacc    1:unacc       0.952 (low,med,4,4,med,low)
    64    1:unacc    1:unacc       0.996 (high,vhigh,3,more,med,low)
    65    1:unacc    1:unacc       0.996 (high,med,4,4,small,low)
    66    1:unacc    1:unacc       0.558 (high,vhigh,2,more,big,med)
    67    1:unacc    1:unacc       0.938 (med,low,5more,2,big,high)
    68    1:unacc    1:unacc       0.998 (high,vhigh,3,2,small,med)
    69    1:unacc    1:unacc       0.976 (med,high,4,4,big,low)
    70    1:unacc    1:unacc       0.993 (high,high,3,more,big,low)
    71    1:unacc    1:unacc       1 (vhigh,low,4,2,small,low)
    72    1:unacc    1:unacc       0.996 (med,vhigh,4,4,small,low)
    73    1:unacc      2:acc   +   0.545 (high,vhigh,4,4,med,med)
    74    1:unacc      2:acc   +   0.642 (high,vhigh,4,4,med,high)
    75    1:unacc    1:unacc       1 (med,low,5more,2,small,low)
    76    1:unacc    1:unacc       0.447 (med,low,2,more,small,med)
    77    1:unacc    1:unacc       0.992 (low,vhigh,5more,2,med,high)
    78    1:unacc    1:unacc       0.583 (low,vhigh,3,4,small,med)
    79    1:unacc    1:unacc       0.95 (low,med,4,more,med,low)
    80    1:unacc    1:unacc       0.98 (med,low,2,more,med,low)
    81    1:unacc    1:unacc       0.99 (high,high,5more,2,big,high)
    82    1:unacc    1:unacc       0.995 (high,low,2,more,big,low)
    83    1:unacc    1:unacc       0.988 (vhigh,low,5more,2,big,med)
    84    1:unacc    1:unacc       0.976 (low,med,5more,2,big,med)
    85    1:unacc    1:unacc       0.928 (low,med,4,more,big,low)
    86    1:unacc      2:acc   +   0.58 (vhigh,low,5more,more,small,med)
    87    1:unacc    1:unacc       0.962 (med,med,3,2,med,high)
    88    1:unacc    1:unacc       0.997 (high,low,3,2,small,med)
    89    1:unacc    1:unacc       0.972 (med,low,5more,4,med,low)
    90    1:unacc    1:unacc       1 (low,vhigh,4,2,big,low)
    91    1:unacc    1:unacc       1 (high,med,3,2,small,low)
    92    4:vgood     3:good   +   0.294 (low,low,3,more,med,high)
    93    4:vgood      2:acc   +   0.373 (med,low,3,more,big,high)
    94    4:vgood    4:vgood       0.579 (low,med,5more,more,big,high)
    95    4:vgood      2:acc   +   0.407 (med,med,5more,more,med,high)
    96    4:vgood      2:acc   +   0.394 (med,low,3,4,big,high)
    97    4:vgood    4:vgood       0.331 (low,low,5more,4,med,high)
    98      2:acc      2:acc       0.547 (high,low,5more,more,small,high)
    99      2:acc      2:acc       0.505 (med,vhigh,2,4,big,med)
   100      2:acc      2:acc       0.501 (med,med,3,more,med,med)
   101      2:acc     3:good   +   0.415 (low,low,5more,more,small,med)
   102      2:acc      2:acc       0.352 (low,med,2,more,med,med)
   103      2:acc      2:acc       0.505 (high,low,2,4,big,med)
   104      2:acc    1:unacc   +   0.524 (low,high,2,4,small,med)
   105      2:acc      2:acc       0.592 (high,med,2,4,med,high)
   106      2:acc      2:acc       0.5 (high,med,2,more,big,med)
   107      2:acc    1:unacc   +   0.553 (low,vhigh,2,4,small,high)
   108      2:acc      2:acc       0.674 (med,high,3,more,big,med)
   109      2:acc      2:acc       0.687 (med,high,3,4,big,med)
   110      2:acc      2:acc       0.565 (high,med,3,more,big,med)
   111      2:acc      2:acc       0.638 (high,high,5more,4,small,high)
   112      2:acc      2:acc       0.529 (low,high,5more,more,small,med)
   113      2:acc      2:acc       0.588 (high,med,4,more,med,med)
   114      2:acc      2:acc       0.542 (med,vhigh,3,4,small,high)
   115      2:acc      2:acc       0.748 (high,high,4,4,big,high)
   116      2:acc      2:acc       0.537 (high,med,3,more,small,high)
   117      2:acc      2:acc       0.704 (vhigh,low,4,4,big,high)
   118      2:acc      2:acc       0.54 (med,med,4,more,med,med)
   119      2:acc      2:acc       0.472 (med,med,2,4,big,med)
   120      2:acc      2:acc       0.621 (high,high,3,4,small,high)
   121      2:acc      2:acc       0.576 (med,vhigh,5more,4,med,med)
   122      2:acc      2:acc       0.643 (med,vhigh,5more,more,big,high)
   123      2:acc    1:unacc   +   0.364 (low,med,3,more,small,med)
   124      2:acc      2:acc       0.526 (low,vhigh,5more,more,big,med)
   125      2:acc      2:acc       0.509 (med,med,3,4,big,med)
   126      2:acc      2:acc       0.576 (high,low,5more,4,med,med)
   127      2:acc      2:acc       0.651 (vhigh,low,3,more,small,high)
   128      2:acc      2:acc       0.713 (high,high,3,more,big,high)
   129      2:acc      2:acc       0.593 (high,low,4,4,med,med)
   130      2:acc      2:acc       0.657 (med,vhigh,5more,4,med,high)
   131      2:acc      2:acc       0.447 (med,med,5more,4,small,med)
   132     3:good      2:acc   +   0.491 (med,low,5more,4,small,high)
   133     3:good      2:acc   +   0.48 (med,low,5more,4,big,med)
   134     3:good      2:acc   +   0.364 (low,med,2,4,small,high)
   135     3:good      2:acc   +   0.486 (med,low,4,more,med,med)
   136     3:good    4:vgood   +   0.353 (low,med,2,4,med,high)
   137     3:good     3:good       0.416 (low,low,4,4,med,med)
   138     3:good      2:acc   +   0.407 (low,med,5more,more,med,med)
     1    1:unacc    1:unacc       0.991 (med,high,5more,2,small,high)
     2    1:unacc    1:unacc       0.995 (med,vhigh,3,2,small,high)
     3    1:unacc    1:unacc       0.525 (high,vhigh,2,4,med,med)
     4    1:unacc      2:acc   +   0.596 (high,high,2,4,med,med)
     5    1:unacc    1:unacc       0.994 (low,vhigh,5more,4,med,low)
     6    1:unacc    1:unacc       1 (high,med,4,2,big,low)
     7    1:unacc    1:unacc       0.981 (low,med,2,2,big,med)
     8    1:unacc    1:unacc       0.993 (low,vhigh,5more,more,big,low)
     9    1:unacc    1:unacc       0.993 (low,high,5more,2,med,med)
    10    1:unacc      2:acc   +   0.419 (med,low,2,more,small,high)
    11    1:unacc    1:unacc       0.955 (med,high,5more,2,big,high)
    12    1:unacc    1:unacc       0.557 (high,vhigh,4,4,small,med)
    13    1:unacc    1:unacc       1 (med,med,2,2,small,low)
    14    1:unacc    1:unacc       1 (high,vhigh,5more,2,small,low)
    15    1:unacc    1:unacc       0.513 (high,vhigh,2,4,small,high)
    16    1:unacc    1:unacc       0.978 (low,med,4,2,med,med)
    17    1:unacc    1:unacc       0.992 (vhigh,low,3,2,small,high)
    18    1:unacc    1:unacc       0.996 (high,vhigh,4,more,big,low)
    19    1:unacc    1:unacc       1 (high,low,3,2,small,low)
    20    1:unacc    1:unacc       0.584 (med,vhigh,2,more,small,med)
    21    1:unacc    1:unacc       1 (low,low,2,2,small,low)
    22    1:unacc    1:unacc       0.995 (high,low,4,4,med,low)
    23    1:unacc    1:unacc       0.993 (high,low,5more,4,big,low)
    24    1:unacc    1:unacc       0.985 (med,high,3,more,med,low)
    25    1:unacc    1:unacc       0.995 (high,vhigh,5more,4,big,low)
    26    1:unacc    1:unacc       0.995 (high,med,4,2,small,high)
    27    1:unacc    1:unacc       0.992 (vhigh,low,5more,4,small,low)
    28    1:unacc    1:unacc       0.93 (low,low,2,2,big,high)
    29    1:unacc    1:unacc       0.995 (low,vhigh,5more,2,small,high)
    30    1:unacc    1:unacc       1 (med,high,4,2,big,low)
    31    1:unacc    1:unacc       0.994 (low,vhigh,3,4,big,low)
    32    1:unacc    1:unacc       1 (high,high,4,2,small,low)
    33    1:unacc      2:acc   +   0.526 (high,vhigh,3,more,big,med)
    34    1:unacc    1:unacc       0.996 (high,vhigh,5more,more,med,low)
    35    1:unacc    1:unacc       0.991 (vhigh,low,5more,2,small,high)
    36    1:unacc    1:unacc       0.993 (high,low,5more,2,med,high)
    37    1:unacc    1:unacc       0.995 (high,low,2,2,med,high)
    38    1:unacc    1:unacc       0.963 (med,med,5more,4,big,low)
    39    1:unacc    1:unacc       1 (med,high,2,2,med,low)
    40    1:unacc    1:unacc       0.593 (high,vhigh,3,more,small,med)
    41    1:unacc    1:unacc       0.521 (high,high,2,more,small,med)
    42    1:unacc    1:unacc       0.994 (low,high,2,2,small,high)
    43    1:unacc    1:unacc       0.997 (med,vhigh,2,more,small,low)
    44    1:unacc    1:unacc       1 (high,med,2,2,big,low)
    45    1:unacc      2:acc   +   0.642 (high,vhigh,5more,more,big,high)
    46    1:unacc    1:unacc       0.994 (high,high,4,2,big,med)
    47    1:unacc    1:unacc       0.995 (med,vhigh,4,2,small,high)
    48    1:unacc    1:unacc       0.975 (med,high,4,more,big,low)
    49    1:unacc    1:unacc       0.996 (high,vhigh,4,4,med,low)
    50    1:unacc    1:unacc       0.978 (med,low,5more,2,big,med)
    51    1:unacc    1:unacc       0.992 (vhigh,low,4,4,small,low)
    52    1:unacc    1:unacc       0.994 (high,high,5more,2,small,high)
    53    1:unacc    1:unacc       0.983 (low,med,3,2,med,med)
    54    1:unacc      2:acc   +   0.627 (med,high,5more,4,small,med)
    55    1:unacc    1:unacc       0.996 (high,vhigh,5more,4,med,low)
    56    1:unacc    1:unacc       0.996 (high,high,4,2,small,med)
    57    1:unacc    1:unacc       1 (med,vhigh,4,2,med,low)
    58    1:unacc    1:unacc       0.996 (high,low,5more,2,med,med)
    59    1:unacc    1:unacc       0.999 (low,med,4,2,big,low)
    60    1:unacc    1:unacc       0.997 (low,vhigh,3,2,small,med)
    61    1:unacc    1:unacc       0.995 (high,high,2,2,big,med)
    62    1:unacc    1:unacc       0.964 (med,med,4,4,big,low)
    63    1:unacc    1:unacc       1 (high,high,2,2,big,low)
    64    1:unacc    1:unacc       0.994 (high,high,3,2,small,high)
    65    1:unacc    1:unacc       0.986 (med,low,5more,more,small,low)
    66    1:unacc    1:unacc       0.997 (high,vhigh,5more,4,small,low)
    67    1:unacc    1:unacc       0.994 (high,med,5more,more,med,low)
    68    1:unacc    1:unacc       0.995 (low,high,3,more,small,low)
    69    1:unacc    1:unacc       0.994 (low,high,5more,4,small,low)
    70    1:unacc    1:unacc       1 (med,vhigh,4,2,big,low)
    71    1:unacc    1:unacc       0.978 (med,med,3,more,med,low)
    72    1:unacc      2:acc   +   0.566 (high,high,2,more,med,med)
    73    1:unacc    1:unacc       0.993 (high,high,3,4,med,low)
    74    1:unacc    1:unacc       0.996 (high,high,2,4,small,low)
    75    1:unacc    1:unacc       0.992 (low,high,3,2,big,med)
    76    1:unacc    1:unacc       0.994 (high,low,2,2,big,high)
    77    1:unacc    1:unacc       0.996 (high,vhigh,2,4,big,low)
    78    1:unacc    1:unacc       0.997 (high,vhigh,2,2,med,med)
    79    1:unacc    1:unacc       0.979 (low,low,3,2,small,high)
    80    1:unacc    1:unacc       0.995 (high,vhigh,5more,more,big,low)
    81    1:unacc    1:unacc       0.987 (low,med,3,2,small,med)
    82    1:unacc    1:unacc       0.953 (low,low,4,more,med,low)
    83    1:unacc    1:unacc       0.997 (high,med,3,2,small,med)
    84    1:unacc    1:unacc       0.967 (low,med,3,more,med,low)
    85    1:unacc    1:unacc       0.993 (high,med,2,2,big,high)
    86    1:unacc    1:unacc       1 (high,med,3,2,med,low)
    87    1:unacc    1:unacc       0.996 (high,med,2,2,big,med)
    88    1:unacc    1:unacc       1 (med,vhigh,2,2,big,low)
    89    1:unacc    1:unacc       0.996 (high,vhigh,2,2,med,high)
    90    1:unacc    1:unacc       0.996 (high,vhigh,4,2,big,med)
    91    4:vgood      2:acc   +   0.336 (low,med,5more,4,med,high)
    92    4:vgood    4:vgood       0.469 (low,med,4,4,big,high)
    93    4:vgood      2:acc   +   0.392 (med,med,4,4,big,high)
    94    4:vgood      2:acc   +   0.452 (med,med,4,4,med,high)
    95    4:vgood    4:vgood       0.417 (low,low,5more,4,big,high)
    96    4:vgood      2:acc   +   0.469 (med,med,5more,4,med,high)
    97    4:vgood    4:vgood       0.416 (low,med,5more,more,med,high)
    98      2:acc      2:acc       0.621 (vhigh,low,4,more,big,med)
    99      2:acc      2:acc       0.593 (low,high,2,more,big,med)
   100      2:acc      2:acc       0.423 (low,med,3,4,med,med)
   101      2:acc      2:acc       0.654 (high,high,2,more,med,high)
   102      2:acc      2:acc       0.516 (med,med,4,more,small,high)
   103      2:acc      2:acc       0.525 (med,med,5more,more,big,med)
   104      2:acc      2:acc       0.562 (low,high,3,4,small,med)
   105      2:acc      2:acc       0.649 (high,high,4,more,big,med)
   106      2:acc      2:acc       0.638 (high,low,3,4,big,high)
   107      2:acc      2:acc       0.603 (vhigh,low,2,more,big,high)
   108      2:acc      2:acc       0.575 (high,med,4,4,med,med)
   109      2:acc      2:acc       0.619 (vhigh,low,4,4,med,med)
   110      2:acc      2:acc       0.536 (med,med,4,4,small,high)
   111      2:acc      2:acc       0.585 (high,low,3,more,med,high)
   112      2:acc      2:acc       0.543 (high,low,3,4,small,high)
   113      2:acc      2:acc       0.627 (vhigh,low,3,more,big,med)
   114      2:acc      2:acc       0.607 (high,high,2,4,small,high)
   115      2:acc    1:unacc   +   0.385 (med,low,4,more,small,med)
   116      2:acc      2:acc       0.712 (high,high,5more,more,med,high)
   117      2:acc      2:acc       0.657 (high,med,4,4,med,high)
   118      2:acc      2:acc       0.644 (med,high,3,4,med,high)
   119      2:acc      2:acc       0.526 (med,med,4,4,big,med)
   120      2:acc      2:acc       0.604 (high,low,4,more,big,high)
   121      2:acc      2:acc       0.633 (high,low,5more,4,med,high)
   122      2:acc      2:acc       0.624 (med,vhigh,5more,4,big,med)
   123      2:acc      2:acc       0.641 (high,med,5more,more,med,high)
   124      2:acc      2:acc       0.647 (low,high,4,4,small,high)
   125      2:acc      2:acc       0.679 (low,high,5more,4,big,med)
   126      2:acc      2:acc       0.605 (med,vhigh,3,4,big,med)
   127      2:acc      2:acc       0.43 (med,med,4,more,small,med)
   128      2:acc      2:acc       0.583 (med,high,3,more,med,high)
   129      2:acc      2:acc       0.663 (high,high,5more,more,big,med)
   130      2:acc      2:acc       0.519 (high,low,5more,more,med,med)
   131      2:acc      2:acc       0.53 (med,med,5more,more,small,high)
   132     3:good      2:acc   +   0.425 (low,med,3,more,big,med)
   133     3:good      2:acc   +   0.352 (low,med,3,4,med,high)
   134     3:good     3:good       0.402 (low,low,2,more,big,med)
   135     3:good      2:acc   +   0.483 (med,low,3,4,small,high)
   136     3:good      2:acc   +   0.408 (med,low,2,4,med,high)
   137     3:good      2:acc   +   0.435 (low,med,3,more,small,high)
   138     3:good     3:good       0.362 (low,low,3,more,med,med)
     1    1:unacc      2:acc   +   0.543 (high,high,3,more,small,med)
     2    1:unacc    1:unacc       0.994 (high,low,3,4,med,low)
     3    1:unacc      2:acc   +   0.617 (med,high,4,more,small,med)
     4    1:unacc    1:unacc       0.982 (med,low,4,2,med,med)
     5    1:unacc    1:unacc       0.996 (high,vhigh,4,2,med,high)
     6    1:unacc    1:unacc       0.993 (med,vhigh,5more,2,med,high)
     7    1:unacc    1:unacc       1 (low,med,3,2,small,low)
     8    1:unacc    1:unacc       0.983 (low,med,5more,more,small,low)
     9    1:unacc    1:unacc       1 (low,high,5more,2,big,low)
    10    1:unacc    1:unacc       0.985 (vhigh,low,4,more,big,low)
    11    1:unacc    1:unacc       0.997 (med,vhigh,3,more,small,low)
    12    1:unacc    1:unacc       0.981 (low,high,5more,4,med,low)
    13    1:unacc      2:acc   +   0.507 (high,med,2,4,med,med)
    14    1:unacc    1:unacc       1 (med,high,5more,2,big,low)
    15    1:unacc    1:unacc       1 (med,med,2,2,big,low)
    16    1:unacc    1:unacc       0.951 (low,med,3,4,med,low)
    17    1:unacc    1:unacc       0.97 (med,low,4,4,med,low)
    18    1:unacc    1:unacc       0.985 (low,high,2,more,big,low)
    19    1:unacc    1:unacc       1 (med,med,3,2,med,low)
    20    1:unacc    1:unacc       0.952 (med,med,4,2,med,high)
    21    1:unacc    1:unacc       1 (low,vhigh,3,2,big,low)
    22    1:unacc    1:unacc       0.996 (low,vhigh,3,2,small,high)
    23    1:unacc    1:unacc       0.63 (high,vhigh,5more,more,small,med)
    24    1:unacc    1:unacc       0.983 (vhigh,low,4,4,big,low)
    25    1:unacc    1:unacc       0.997 (med,vhigh,2,2,big,med)
    26    1:unacc    1:unacc       0.511 (high,med,3,more,small,med)
    27    1:unacc    1:unacc       1 (high,high,3,2,big,low)
    28    1:unacc    1:unacc       0.972 (low,high,2,2,big,high)
    29    1:unacc    1:unacc       0.993 (med,vhigh,3,2,med,high)
    30    1:unacc    1:unacc       0.548 (high,vhigh,5more,more,med,med)
    31    1:unacc    1:unacc       0.991 (med,high,4,2,small,high)
    32    1:unacc      2:acc   +   0.599 (high,med,3,4,med,med)
    33    1:unacc    1:unacc       0.999 (low,low,2,2,big,low)
    34    1:unacc    1:unacc       0.987 (med,high,2,more,big,low)
    35    1:unacc    1:unacc       1 (high,low,5more,2,small,low)
    36    1:unacc    1:unacc       1 (low,vhigh,5more,2,small,low)
    37    1:unacc    1:unacc       0.996 (high,high,2,more,med,low)
    38    1:unacc    1:unacc       0.99 (high,med,5more,2,big,high)
    39    1:unacc    1:unacc       1 (med,vhigh,5more,2,small,low)
    40    1:unacc    1:unacc       0.999 (med,low,3,2,big,low)
    41    1:unacc    1:unacc       0.996 (low,vhigh,2,2,med,high)
    42    1:unacc    1:unacc       0.991 (high,high,4,4,big,low)
    43    1:unacc    1:unacc       0.996 (high,low,3,4,small,low)
    44    1:unacc    1:unacc       0.982 (low,high,5more,more,med,low)
    45    1:unacc    1:unacc       0.993 (high,med,3,more,big,low)
    46    1:unacc    1:unacc       0.996 (high,high,5more,more,small,low)
    47    1:unacc    1:unacc       0.96 (med,low,4,4,big,low)
    48    1:unacc    1:unacc       0.946 (low,low,5more,4,med,low)
    49    1:unacc    1:unacc       0.996 (low,vhigh,5more,2,big,med)
    50    1:unacc    1:unacc       1 (low,high,3,2,med,low)
    51    1:unacc    1:unacc       0.995 (low,high,3,2,small,med)
    52    1:unacc    1:unacc       0.525 (high,low,5more,4,small,med)
    53    1:unacc    1:unacc       0.972 (low,low,3,4,small,low)
    54    1:unacc    1:unacc       0.996 (high,med,3,4,small,low)
    55    1:unacc    1:unacc       0.984 (vhigh,low,5more,more,big,low)
    56    1:unacc    1:unacc       0.558 (low,vhigh,4,4,small,med)
    57    1:unacc    1:unacc       0.991 (med,high,3,2,big,med)
    58    1:unacc    1:unacc       0.595 (low,vhigh,3,more,small,med)
    59    1:unacc    1:unacc       1 (med,vhigh,3,2,big,low)
    60    1:unacc    1:unacc       0.991 (low,vhigh,5more,2,big,high)
    61    1:unacc    1:unacc       0.997 (high,med,2,4,small,low)
    62    1:unacc    1:unacc       0.958 (low,med,2,more,big,low)
    63    1:unacc    1:unacc       0.997 (high,high,2,2,small,med)
    64    1:unacc    1:unacc       0.994 (high,high,2,4,big,low)
    65    1:unacc    1:unacc       0.974 (low,med,3,2,big,med)
    66    1:unacc    1:unacc       0.992 (low,high,5more,2,big,med)
    67    1:unacc    1:unacc       0.997 (high,vhigh,3,4,small,low)
    68    1:unacc    1:unacc       0.977 (low,med,5more,2,med,med)
    69    1:unacc    1:unacc       0.985 (med,med,3,2,small,high)
    70    1:unacc    1:unacc       1 (med,vhigh,3,2,med,low)
    71    1:unacc    1:unacc       0.993 (high,med,3,4,med,low)
    72    1:unacc    1:unacc       0.951 (low,med,2,2,med,high)
    73    1:unacc    1:unacc       0.976 (low,high,3,4,big,low)
    74    1:unacc      2:acc   +   0.593 (high,vhigh,3,4,med,high)
    75    1:unacc    1:unacc       1 (med,med,2,2,med,low)
    76    1:unacc    1:unacc       0.996 (high,high,2,2,med,med)
    77    1:unacc    1:unacc       0.994 (low,high,2,2,big,med)
    78    1:unacc    1:unacc       0.997 (high,vhigh,4,2,med,med)
    79    1:unacc    1:unacc       0.994 (med,vhigh,4,4,med,low)
    80    1:unacc    1:unacc       0.994 (low,high,5more,more,small,low)
    81    1:unacc    1:unacc       0.964 (med,low,4,more,big,low)
    82    1:unacc    1:unacc       0.923 (low,low,5more,2,med,high)
    83    1:unacc    1:unacc       0.986 (med,med,4,4,small,low)
    84    1:unacc    1:unacc       0.99 (high,high,3,2,big,high)
    85    1:unacc    1:unacc       1 (vhigh,low,3,2,big,low)
    86    1:unacc    1:unacc       0.98 (med,med,2,more,med,low)
    87    1:unacc    1:unacc       1 (low,high,4,2,small,low)
    88    1:unacc    1:unacc       0.982 (vhigh,low,3,2,med,high)
    89    1:unacc    1:unacc       0.997 (low,vhigh,4,4,small,low)
    90    1:unacc    1:unacc       0.978 (low,med,3,2,small,high)
    91    4:vgood      2:acc   +   0.426 (med,med,4,more,med,high)
    92    4:vgood      2:acc   +   0.434 (med,low,4,4,med,high)
    93    4:vgood      2:acc   +   0.534 (low,high,4,more,med,high)
    94    4:vgood      2:acc   +   0.516 (low,high,4,4,big,high)
    95    4:vgood      2:acc   +   0.535 (low,high,3,more,med,high)
    96    4:vgood      2:acc   +   0.389 (med,low,4,4,big,high)
    97    4:vgood      2:acc   +   0.457 (low,high,2,more,big,high)
    98      2:acc      2:acc       0.529 (med,vhigh,2,more,med,high)
    99      2:acc      2:acc       0.53 (low,vhigh,5more,more,big,high)
   100      2:acc     3:good   +   0.345 (low,med,2,4,med,med)
   101      2:acc      2:acc       0.566 (high,low,4,4,small,high)
   102      2:acc      2:acc       0.607 (vhigh,low,2,more,med,high)
   103      2:acc      2:acc       0.743 (high,high,5more,4,big,high)
   104      2:acc      2:acc       0.725 (high,high,4,more,big,high)
   105      2:acc      2:acc       0.588 (high,med,5more,4,med,med)
   106      2:acc      2:acc       0.357 (low,med,3,4,small,med)
   107      2:acc      2:acc       0.485 (med,med,2,more,big,med)
   108      2:acc      2:acc       0.573 (high,low,2,4,big,high)
   109      2:acc     3:good   +   0.426 (low,low,5more,4,small,med)
   110      2:acc      2:acc       0.625 (vhigh,low,5more,more,med,med)
   111      2:acc      2:acc       0.623 (high,high,5more,more,small,high)
   112      2:acc      2:acc       0.613 (low,high,5more,more,med,med)
   113      2:acc    1:unacc   +   0.517 (med,vhigh,2,more,big,med)
   114      2:acc      2:acc       0.703 (high,high,3,more,med,high)
   115      2:acc      2:acc       0.541 (low,vhigh,4,more,med,high)
   116      2:acc    1:unacc   +   0.574 (low,vhigh,2,more,big,med)
   117      2:acc      2:acc       0.535 (med,med,5more,4,med,med)
   118      2:acc      2:acc       0.658 (low,high,4,4,med,med)
   119      2:acc      2:acc       0.568 (med,vhigh,4,more,big,med)
   120      2:acc      2:acc       0.724 (med,high,3,4,small,high)
   121      2:acc      2:acc       0.589 (low,vhigh,3,4,big,high)
   122      2:acc      2:acc       0.634 (high,high,4,more,small,high)
   123      2:acc    1:unacc   +   0.536 (low,vhigh,2,4,big,med)
   124      2:acc      2:acc       0.54 (low,vhigh,3,more,med,high)
   125      2:acc      2:acc       0.602 (high,low,5more,more,big,high)
   126      2:acc      2:acc       0.667 (vhigh,low,3,more,med,high)
   127      2:acc      2:acc       0.687 (high,high,3,4,big,med)
   128      2:acc      2:acc       0.6 (med,high,5more,4,big,high)
   129      2:acc      2:acc       0.553 (high,med,5more,more,med,med)
   130      2:acc    1:unacc   +   0.512 (low,vhigh,3,more,med,med)
   131      2:acc      2:acc       0.67 (high,med,5more,4,big,high)
   132     3:good    4:vgood   +   0.368 (low,med,2,more,med,high)
   133     3:good     3:good       0.377 (low,low,4,more,big,med)
   134     3:good     3:good       0.355 (low,low,3,more,small,high)
   135     3:good      2:acc   +   0.407 (low,med,5more,more,big,med)
   136     3:good      2:acc   +   0.495 (med,low,4,more,small,high)
   137     3:good     3:good       0.419 (low,low,4,4,big,med)
   138     3:good     3:good       0.457 (low,low,5more,4,med,med)
